SUBGROEPID,SUBGROEPCODE
5784333,PBA-ORTH/2B1
5784337,PBA-ORTH/2B2
5784343,PBA-ORTH/2B2
5784384,PBA-ORTH/2B2
5784390,PBA-ORTH/2B2
5784396,PBA-ORTH/2B2
5784400,PBA-ORTH/2B2
5784409,PBA-ORTH/2B2
5784413,PBA-ORTH/2B3
5784426,PBA-ORTH/2B3
5784460,PBA-ORTH/2B3
5784466,PBA-ORTH/2B3
5784468,PBA-ORTH/2B3
5784472,PBA-ORTH/2B3
5784476,PBA-ORTH/2B3
5784478,PBA-ORTH/2B3
5784485,PBA-ORTH/2B3
5784495,PBA-ORTH/2B4
5784502,PBA-ORTH/2B4
5784507,PBA-ORTH/2B4
5784512,PBA-ORTH/2B4
5784536,PBA-ORTH/2B4
5784542,PBA-ORTH/2B4
5784544,PBA-ORTH/2B4
5784548,PBA-ORTH/2B4
5784561,PBA-ORTH/2B4
5784565,PBA-ORTH/2C1
5784571,PBA-ORTH/2C1
5784590,PBA-ORTH/AO/2
5784614,PBA-ORTH/AO/2
5784620,PBA-ORTH/AO/2
5784622,PBA-ORTH/AO/2
5784630,PBA-ORTH/AO/2
5784639,PBA-ORTH/AO/2
5784689,PBA-KO/1A
5784690,PBA-KO/1A
5784698,PBA-KO/1A
5784700,PBA-KO/1A
5784701,PBA-KO/1A
5784702,PBA-KO/1A
5784704,PBA-KO/1A
5784706,PBA-KO/1A
5784710,PBA-KO/1A
5784711,PBA-KO/1A
5784712,PBA-KO/1A
5784755,PBA-KO/1B
5784756,PBA-KO/1B
5784757,PBA-KO/1B
5784764,PBA-KO/1B
5784766,PBA-KO/1B
5784767,PBA-KO/1B
5784770,PBA-KO/1B
5784771,PBA-KO/1B
5784772,PBA-KO/1B
5784773,PBA-KO/1B
5784775,PBA-KO/1B
5784776,PBA-KO/1B
5784778,PBA-KO/1B
5784825,PBA-KO/2A
5784859,PBA-KO/2A
5784860,PBA-KO/2A
5784861,PBA-KO/2A
5784863,PBA-KO/2A
5784865,PBA-KO/2A
5784866,PBA-KO/2A
5784925,PBA-KO/2B
5784927,PBA-KO/2B
5784929,PBA-KO/2B
5784931,PBA-KO/2B
5784958,PBA-KO/3
5784959,PBA-KO/3
5784999,PBA-KO/3
5785000,PBA-KO/3
5785001,PBA-KO/3
5785002,PBA-KO/3
5785003,PBA-KO/3
5785153,PBA-LO/1A
5785154,PBA-LO/1A
5785161,PBA-LO/1A
5785167,PBA-LO/1A
5785169,PBA-LO/1A
5785170,PBA-LO/1A
5785171,PBA-LO/1A
5785172,PBA-LO/1A
5785174,PBA-LO/1A
5785205,PBA-VG-VG/2F2
5785207,PBA-VG-VG/2F2
5785208,PBA-VG-VG/2F2
5785209,PBA-VG-VG/2F2
5785213,PBA-VG-VG/2F2
5785214,PBA-VG-VG/2F2
5785215,PBA-VG-VG/2F2
5785216,PBA-VG-VG/2F2
5785320,PBA-VG-VG/2F2
5785321,PBA-VG-VG/2F2
5785322,PBA-VG-VG/2F2
5785323,PBA-VG-VG/2F2
5785324,PBA-VG-VG/2F2
5785355,PBA-BMLT/1B
5785396,PBA-BMLT/1C
5785407,PBA-BMLT/1C
5785409,PBA-BMLT/1C
5785412,PBA-BMLT/1C
5785415,PBA-BMLT/1C
5785416,PBA-BMLT/1C
5785417,PBA-BMLT/1C
5785420,PBA-BMLT/1C
5785440,PBA-BMLT/1C
5785441,PBA-BMLT/1C
5785481,PBA-BMLT/1D
5785493,PBA-BMLT/1D
5785494,PBA-BMLT/1D
5785497,PBA-BMLT/1D
5785500,PBA-BMLT/1D
5785501,PBA-BMLT/1D
5785502,PBA-BMLT/1D
5785503,PBA-BMLT/1D
5785505,PBA-BMLT/1D
5785526,PBA-BMLT/1D
5785566,PBA-BMLT/1E
5785577,PBA-BMLT/1E
5785578,PBA-BMLT/1E
5785579,PBA-BMLT/1E
5785582,PBA-BMLT/1E
5785585,PBA-BMLT/1E
5785586,PBA-BMLT/1E
5785587,PBA-BMLT/1E
5785588,PBA-BMLT/1E
5785590,PBA-BMLT/1E
5785610,PBA-BMLT/1E
5785611,PBA-BMLT/1E
5785652,PBA-BMLT-FBT/2A
5785657,PBA-BMLT-FBT/2A
5785660,PBA-BMLT-FBT/2A
5785697,PBA-BMLT-FBT/2A
5785698,PBA-BMLT-FBT/2A
5785699,PBA-BMLT-FBT/2A
5785710,PBA-BMLT-FBT/2A
5785711,PBA-BMLT-FBT/2A
5785720,PBA-BMLT-FBT/2A
5785722,PBA-BMLT-FBT/2A
5785742,PBA-BMLT-FBT/2B
5785745,PBA-BMLT-FBT/2B
5785761,PBA-BMLT-FBT/2B
5785782,PBA-BMLT-FBT/2B
5785784,PBA-BMLT-FBT/2B
5785785,PBA-BMLT-FBT/2B
5785795,PBA-BMLT-FBT/2B
5785796,PBA-BMLT-FBT/2B
5785805,PBA-BMLT-FBT/2B
5785807,PBA-BMLT-FBT/2B
5785827,PBA-BMLT-MLT/2A
5785847,PBA-BMLT-MLT/2A
5785851,PBA-BMLT-MLT/2A
5785852,PBA-BMLT-MLT/2A
5785861,PBA-BMLT-MLT/2A
5785867,PBA-BMLT-MLT/2A
5785868,PBA-BMLT-MLT/2A
5785869,PBA-BMLT-MLT/2A
5785873,PBA-BMLT-MLT/2A
5785877,PBA-BMLT-MLT/2A
5785884,PBA-BMLT-MLT/2A
5785891,PBA-BMLT-MLT/2A
5785912,PBA-BMLT-MLT/2B
5785932,PBA-BMLT-MLT/2B
5785936,PBA-BMLT-MLT/2B
5785937,PBA-BMLT-MLT/2B
5785952,PBA-BMLT-MLT/2B
5785953,PBA-BMLT-MLT/2B
5785954,PBA-BMLT-MLT/2B
5785962,PBA-BMLT-MLT/2B
5785969,PBA-BMLT-MLT/2B
5785972,PBA-BMLT-MLT/2B
5785976,PBA-BMLT-MLT/2B
5785996,PBA-BMLT-FBT/3A
5786001,PBA-BMLT-FBT/3A
5786064,PBA-AGR-DZ/2D
5786071,PBA-AGR-DZ/2D
5786072,PBA-AGR-DZ/2D
5786074,PBA-AGR-DZ/2D
5786090,PBA-AGR-DZ/2D
5786098,PBA-AGR-DZ/2B
5786099,PBA-AGR-DZ/2B
5786107,PBA-AGR-DZ/2B
5786117,PBA-AGR-DZ/2B
5786157,PBA-AGR-DZ/2B
5786175,PBA-AGR-DZ/2B
5786206,PBA-AGR-DZ/2B
5786226,PBA-AGR-DZ/2B
5786232,PBA-AGR-DZ/2B
5786239,PBA-AGR-DZ/2B
5786242,PBA-AGR-DZ/2B
5786258,PBA-AGR-DZ/2B
5786267,PBA-AGR-DZ/3B
5786293,PBA-AGR-DZ/3B
5786322,PBA-AGR-VOE/2A2
5786326,PBA-AGR-VOE/2A2
5786364,PBA-AGR-VOE/2A2
5786368,PBA-AGR-VOE/2A2
5786370,PBA-AGR-VOE/2A2
5786410,PBA-AGR-VOE/2A2
5786418,PBA-AGR-VOE/3A1
5786420,PBA-AGR-VOE/3A1
5786440,PBA-AGR-VOE/3A1
5786541,PBA-AGR-VOE/3A1
5786681,PBA-BM-KM/VT/MK
5787240,PBA-BM-MK/3B2
5787290,PBA-BM-MK/3B2
5787292,PBA-BM-MK/3B2
5787299,PBA-BM-MK/3B2
5787728,PBA-OM-BL/3
5787731,PBA-OM-BL/3
5787737,PBA-OM-BL/3
5787776,PBA-OM-BL/3
5787960,PBA-TIN-TI/2B
5787961,PBA-TIN-TI/2B
5787962,PBA-TIN-TI/2B
5787964,PBA-TIN-TI/2B
5787966,PBA-TIN-TI/2B
5787973,PBA-TIN-TI/2B
5787982,PBA-TIN-TI/2B
5788114,PBA-TIN-TI/2B
5788163,PBA-TIN-TI/2C1
5788165,PBA-TIN-TI/2C1
5788166,PBA-TIN-TI/2C1
5788168,PBA-TIN-TI/2C1
5788175,PBA-TIN-TI/2C1
5788177,PBA-TIN-TI/2C1
5788181,PBA-TIN-TI/2C1
5788183,PBA-TIN-TI/2C1
5788367,PBA-TIN-TI/2C2
5788369,PBA-TIN-TI/2C2
5788370,PBA-TIN-TI/2C2
5788371,PBA-TIN-TI/2C2
5788372,PBA-TIN-TI/2C2
5788377,PBA-TIN-TI/2C2
5788379,PBA-TIN-TI/2C2
5788381,PBA-TIN-TI/2C2
5788386,PBA-TIN-TI/2C2
5788387,PBA-TIN-TI/2C2
5788991,PBA-BM-MK/3B1
5789024,PBA-BM-MK/3SEM2
5789026,PBA-BM-MK/3SEM2
5789324,PBA-BM-MK/3SEM2
5789329,PBA-BM-MK/3SEM2
5789419,PBA-BM-RE/VT/AF
5789667,PBA-SO/LOBR/AO/2C
5789672,PBA-SO/LOBR/AO/2C
5789674,PBA-SO/LOBR/AO/2C
5789676,PBA-SO/LOBR/AO/2C
5789679,PBA-SO/LOBR/AO/2C
5789680,PBA-SO/LOBR/AO/2C
5789954,PBA-SO/LOBR/AO/3B
5789957,PBA-SO/LOBR/AO/3B
5789960,PBA-SO/LOBR/AO/3B
5790716,PBA-BM-RE/VT/JA/SEM2
5790770,PBA-BM-RE/VT/JA/SEM2
5791119,PBA-BM-SCM/VT/MKMLRE/
5791128,PBA-BM-SCM/VT/MKMLRE/
5791642,PBA-ORTH/2A1
5791644,PBA-ORTH/2A1
5791650,PBA-ORTH/2A1
5791654,PBA-ORTH/2A1
5791661,PBA-ORTH/2A1
5791665,PBA-ORTH/2A2
5791671,PBA-ORTH/2A2
5791678,PBA-ORTH/2A2
5791712,PBA-ORTH/2A2
5791718,PBA-ORTH/2A2
5791720,PBA-ORTH/2A2
5791724,PBA-ORTH/2A2
5791726,PBA-ORTH/2A2
5791728,PBA-ORTH/2A2
5791737,PBA-ORTH/2A2
5791741,PBA-ORTH/2A3
5791788,PBA-ORTH/2A3
5791794,PBA-ORTH/2A3
5791796,PBA-ORTH/2A3
5791800,PBA-ORTH/2A3
5791806,PBA-ORTH/2A3
5791813,PBA-ORTH/2A3
5791817,PBA-ORTH/2A4
5791823,PBA-ORTH/2A4
5791830,PBA-ORTH/2A4
5791864,PBA-ORTH/2A4
5791870,PBA-ORTH/2A4
5791872,PBA-ORTH/2A4
5791876,PBA-ORTH/2A4
5791880,PBA-ORTH/2A4
5791882,PBA-ORTH/2A4
5791889,PBA-ORTH/2A4
5791893,PBA-ORTH/2B1
5791899,PBA-ORTH/2B1
5791906,PBA-ORTH/2B1
5791940,PBA-ORTH/2B1
5791946,PBA-ORTH/2B1
5791948,PBA-ORTH/2B1
5791952,PBA-ORTH/2B1
5791956,PBA-ORTH/2B1
5791958,PBA-ORTH/2B1
5792113,PBA-BM-FV/VT/RE
5792123,PBA-BM-FV/VT/RE
5792127,PBA-BM-FV/VT/RE
5792378,PBA-AGR-DZ/2A
5792381,PBA-AGR-DZ/2A
5792397,PBA-AGR-DZ/2A
5792398,PBA-AGR-DZ/2A
5792427,PBA-AGR-DZ/2A
5792435,PBA-AGR-DZ/2A
5792436,PBA-AGR-DZ/2A
5792451,PBA-AGR-DZ/2A
5792455,PBA-AGR-DZ/2A
5792520,PBA-AGR-DZ/2A
5792538,PBA-AGR-DZ/2A
5792547,PBA-AGR-DZ/2C
5792549,PBA-AGR-DZ/2C
5792555,PBA-AGR-DZ/2C
5792565,PBA-AGR-DZ/2C
5792566,PBA-AGR-DZ/2C
5792604,PBA-AGR-DZ/2C
5792605,PBA-AGR-DZ/2C
5792619,PBA-AGR-DZ/2C
5792623,PBA-AGR-DZ/2C
5792654,PBA-AGR-DZ/2C
5792674,PBA-AGR-DZ/2C
5792680,PBA-AGR-DZ/2C
5792687,PBA-AGR-DZ/2C
5792688,PBA-AGR-DZ/2C
5792690,PBA-AGR-DZ/2C
5792706,PBA-AGR-DZ/2C
5792714,PBA-AGR-DZ/2D
5792715,PBA-AGR-DZ/2D
5792717,PBA-AGR-DZ/2D
5792733,PBA-AGR-DZ/2D
5792734,PBA-AGR-DZ/2D
5792771,PBA-AGR-DZ/2D
5792772,PBA-AGR-DZ/2D
5792773,PBA-AGR-DZ/2D
5792787,PBA-AGR-DZ/2D
5792791,PBA-AGR-DZ/2D
5792814,PBA-BM-MK/2C1
5792815,PBA-BM-MK/2C1
5792816,PBA-BM-MK/2C1
5792818,PBA-BM-MK/2C1
5792819,PBA-BM-MK/2C1
5793311,PBA-BM-MK/2C2
5793312,PBA-BM-MK/2C2
5793313,PBA-BM-MK/2C2
5793314,PBA-BM-MK/2C2
5793315,PBA-BM-MK/2C2
5793316,PBA-BM-MK/2C2
5793317,PBA-BM-MK/2C2
5793318,PBA-BM-MK/2C2
5793319,PBA-BM-MK/2C2
5793320,PBA-BM-MK/2C2
5793321,PBA-BM-MK/2C2
5793322,PBA-BM-MK/2C2
5793323,PBA-BM-MK/2C2
5793334,PBA-BM-MK/2C2
5793570,PBA-BM-MK/3B1
5793572,PBA-BM-MK/3B1
5793579,PBA-BM-MK/3B1
5794141,PBA-RM-RM/3
5794145,PBA-RM-RM/3
5794146,PBA-RM-RM/3
5794147,PBA-RM-RM/3
5794164,PBA-RM-RM/3
5794220,PBA-OM-BL/1
5794221,PBA-OM-BL/1
5794224,PBA-OM-BL/1
5794227,PBA-OM-BL/1
5794279,PBA-OM-BL/1
5794303,PBA-OM-BL/1
5794304,PBA-OM-BL/1
5794366,PBA-OM-BL/2
5794369,PBA-OM-BL/2
5794370,PBA-OM-BL/2
5794371,PBA-OM-BL/2
5794380,PBA-OM-BL/2
5794381,PBA-OM-BL/2
5794383,PBA-OM-BL/2
5794385,PBA-OM-BL/2
5794395,PBA-OM-BL/2
5794415,PBA-OM-BL/2
5794522,PBA-BM-MK/2B2
5794523,PBA-BM-MK/2B2
5794525,PBA-BM-MK/2B2
5794528,PBA-BM-MK/2B2
5794530,PBA-BM-MK/2B2
5794531,PBA-BM-MK/2B2
5794532,PBA-BM-MK/2B2
5794533,PBA-BM-MK/2B2
5794534,PBA-BM-MK/2B2
5794546,PBA-BM-MK/2B2
5794736,PBA-BM-MK/2C1
5795026,PBA-BM-MK/2C1
5795027,PBA-BM-MK/2C1
5795029,PBA-BM-MK/2C1
5795030,PBA-BM-MK/2C1
5795031,PBA-BM-MK/2C1
5795323,PBA-BM-MK/3A2
5795324,PBA-BM-MK/3A2
5795325,PBA-BM-MK/3A2
5795330,PBA-BM-MK/3A2
5795438,PBA-BM-RE/3SEM1
5795614,PBA-BM-MK/VT/AF_SCM_ML_RE
5795900,PBA-BM-MK/VT/AF_SCM_ML_RE
5795902,PBA-BM-MK/VT/AF_SCM_ML_RE
5795904,PBA-BM-MK/VT/AF_SCM_ML_RE
5795905,PBA-BM-MK/VT/AF_SCM_ML_RE
5795906,PBA-BM-MK/VT/AF_SCM_ML_RE
5795912,PBA-BM-MK/VT/AF_SCM_ML_RE
5795913,PBA-BM-MK/VT/AF_SCM_ML_RE
5795927,PBA-BM-MK/VT/AF_SCM_ML_RE
5796147,PBA-BM-RE/VT/AF
5796166,PBA-BM-RE/VT/AF
5796191,PBA-BM-RE/VT/AF
5796197,PBA-BM-RE/VT/AF
5796209,GRAD-ACA1-GENT/DAG/2A
5796213,GRAD-ACA1-GENT/DAG/2A
5796215,GRAD-ACA1-GENT/DAG/2A
5796216,GRAD-ACA1-GENT/DAG/2A
5796252,PBA-TIN-TI/2F
5796253,PBA-TIN-TI/2F
5796254,PBA-TIN-TI/2F
5796255,PBA-TIN-TI/2F
5796256,PBA-TIN-TI/2F
5796257,PBA-TIN-TI/2F
5796259,PBA-TIN-TI/2F
5796264,PBA-TIN-TI/2F
5796276,PBA-TIN-TI/2F
5796277,PBA-TIN-TI/2F
5796412,PBA-TIN-TI/2F
5796440,PBA-TIN2-TI/1B
5796441,PBA-TIN2-TI/1B
5796442,PBA-TIN2-TI/1B
5796443,PBA-TIN2-TI/1B
5796445,PBA-TIN2-TI/1B
5796447,PBA-TIN2-TI/1B
5796448,PBA-TIN2-TI/1B
5796450,PBA-TIN2-TI/1B
5796451,PBA-TIN2-TI/1B
5796452,PBA-TIN2-TI/1B
5796453,PBA-TIN2-TI/1B
5796454,PBA-TIN2-TI/1B
5796592,PBA-VPK4/4B1
5796593,PBA-VPK4/4B1
5796622,PBA-VPK4/4B1
5796623,PBA-VPK4/4B1
5797347,PBA-MODE/2C
5797349,PBA-MODE/2C
5797355,PBA-MODE/2C
5797359,PBA-MODE/2C
5797390,PBA-ERGO/3C
5797393,PBA-ERGO/3C
5797396,PBA-ERGO/3C
5797397,PBA-ERGO/3C
5797404,PBA-ERGO/3C
5797457,PBA-SW/AO/2SEM2
5797458,PBA-SW/AO/2SEM2
5797546,PBA-BM-KM/1D
5797591,PBA-BM-KM/1D
5797594,PBA-BM-KM/1D
5797598,PBA-BM-KM/1D
5797599,PBA-BM-KM/1D
5797602,PBA-BM-KM/1D
5797604,PBA-BM-KM/1D
5797606,PBA-BM-KM/1D
5797607,PBA-BM-KM/1D
5797608,PBA-BM-KM/1D
5797893,PBA-BM-SCM/VT/MKMLRE/
5798758,PBA-SW/1B5
5798767,PBA-SW/1B5
5798768,PBA-SW/1B5
5798769,PBA-SW/1B5
5798770,PBA-SW/1B5
5798771,PBA-SW/1B5
5798772,PBA-SW/1B5
5798773,PBA-SW/1B5
5798774,PBA-SW/1B5
5798775,PBA-SW/1B5
5798841,PBA-SW/1B5
5798842,PBA-SW/1B5
5798843,PBA-SW/1B5
5798844,PBA-SW/1B5
5798884,PBA-SW/2A1
5798903,PBA-SW/2A1
5798905,PBA-SW/2A1
5798907,PBA-SW/2A1
5798908,PBA-SW/2A1
5798962,PBA-SW/2A1
5798963,PBA-SW/2A1
5798974,PBA-SW/2A1
5798976,PBA-SW/2A1
5799030,PBA-SW/2A2
5799032,PBA-SW/2A2
5799033,PBA-SW/2A2
5799034,PBA-SW/2A2
5799035,PBA-SW/2A2
5799088,PBA-SW/2A2
5799089,PBA-SW/2A2
5799090,PBA-SW/2A2
5799101,PBA-SW/2A2
5799102,PBA-SW/2A2
5799103,PBA-SW/2A2
5799138,PBA-SW/2A3
5799160,PBA-CH-CH/2A
5799224,PBA-CH-CH/3A
5799257,PBA-CH-MTE/2A1
5799267,PBA-CH-MTE/2A1
5799271,PBA-CH-MTE/2A1
5799291,PBA-CH-MTE/2A1
5799294,PBA-CH-MTE/2A1
5799361,PBA-CH-MTE/3A1
5799364,PBA-CH-MTE/3A1
5799374,PBA-CH-MTE/3A1
5799375,PBA-CH-MTE/3A1
5799501,PBA-VG-LAM/3A
5799515,PBA-VG-LAM/3A
5799516,PBA-VG-LAM/3A
5799517,PBA-VG-LAM/3A
5799523,PBA-VG-LAM/3A
5799591,PBA-TIN-TI/2A2
5799592,PBA-TIN-TI/2A2
5799593,PBA-TIN-TI/2A2
5800445,PBA-SW/1A4
5800457,PBA-SW/1A4
5800458,PBA-SW/1A4
5800459,PBA-SW/1A4
5800460,PBA-SW/1A4
5800461,PBA-SW/1A4
5800462,PBA-SW/1A4
5800463,PBA-SW/1A4
5800464,PBA-SW/1A4
5800465,PBA-SW/1A4
5800531,PBA-SW/1A4
5800532,PBA-SW/1A4
5800533,PBA-SW/1A4
5800535,PBA-SW/1A4
5800536,PBA-SW/1A4
5800572,PBA-SW/1A3
5800575,PBA-SW/1A3
5800584,PBA-SW/1A3
5800585,PBA-SW/1A3
5800586,PBA-SW/1A3
5800587,PBA-SW/1A3
5800588,PBA-SW/1A3
5800589,PBA-SW/1A3
5800590,PBA-SW/1A3
5800591,PBA-SW/1A3
5800592,PBA-SW/1A3
5800660,PBA-SW/1A3
5800663,PBA-SW/1A3
5800699,PBA-SW/1A5
5800702,PBA-SW/1A5
5800711,PBA-SW/1A5
5800712,PBA-SW/1A5
5800713,PBA-SW/1A5
5800714,PBA-SW/1A5
5800716,PBA-SW/1A5
5800718,PBA-SW/1A5
5800719,PBA-SW/1A5
5800785,PBA-SW/1A5
5800786,PBA-SW/1A5
5800790,PBA-SW/1A5
5800826,PBA-SW/1B1
5800829,PBA-SW/1B1
5800838,PBA-SW/1B1
5800839,PBA-SW/1B1
5800840,PBA-SW/1B1
5800841,PBA-SW/1B1
5800843,PBA-SW/1B1
5800844,PBA-SW/1B1
5800845,PBA-SW/1B1
5800913,PBA-SW/1B1
5800914,PBA-SW/1B1
5800915,PBA-SW/1B1
5800917,PBA-SW/1B1
5800953,PBA-SW/1B2
5800967,PBA-SW/1B2
5800970,PBA-SW/1B2
5800971,PBA-SW/1B2
5800992,PBA-CH/1B2
5800993,PBA-CH/1B2
5801047,PBA-VG-LAM/2A
5801049,PBA-VG-LAM/2A
5801095,PBA-VG-LAM/2A
5801099,PBA-VG-LAM/2A
5801100,PBA-VG-LAM/2A
5801101,PBA-VG-LAM/2A
5801103,PBA-VG-LAM/2A
5801104,PBA-VG-LAM/2A
5801212,PBA-VG-LAM/2A
5801213,PBA-VG-LAM/2A
5801229,PBA-VG-LAM/2A
5801246,PBA-CH-BCH/2A
5801248,PBA-CH-BCH/2A
5801249,PBA-CH-BCH/2A
5801250,PBA-CH-BCH/2A
5801280,PBA-CH-BCH/2A
5802992,PBA-BM-AF/AO/VT/FV/1SEM2
5803005,PBA-BM-AF/AO/VT/FV/1SEM2
5803006,PBA-BM-AF/AO/VT/FV/1SEM2
5803014,PBA-BM-AF/AO/VT/FV/1SEM2
5803713,PBA-AGR-GM-PM/3
5803789,PBA-AGR-GM-PM/3
5803799,PBA-AGR-GM-PM/3
5803882,PBA-EM-EM/2D
5803884,PBA-EM-EM/2D
5803887,PBA-EM-EM/2D
5803897,PBA-EM-EM/2D
5803915,PBA-EM-EM/2D
5803926,PBA-EM-EM/2D
5803927,PBA-EM-EM/2D
5803928,PBA-EM-EM/2D
5803933,PBA-EM-EM/2D
5803949,PBA-EM-EM/2E1
5803957,PBA-EM-EM/2E1
5803959,PBA-EM-EM/2E1
5803960,PBA-EM-EM/2E1
5803961,PBA-EM-EM/2E1
5803974,PBA-EM-EM/2E1
5804003,PBA-EM-EM/2E1
5804004,PBA-EM-EM/2E1
5804005,PBA-EM-EM/2E1
5804010,PBA-EM-EM/2E1
5804034,PBA-EM-AM/2A
5804036,PBA-EM-AM/2A
5804051,PBA-EM-AM/2A
5804069,PBA-EM-AM/2A
5804080,PBA-EM-AM/2A
5804081,PBA-EM-AM/2A
5804082,PBA-EM-AM/2A
5804085,PBA-EM-AM/2A
5804111,PBA-EM-AM/2B1
5804113,PBA-EM-AM/2B1
5804127,PBA-EM-AM/2B1
5804128,PBA-EM-AM/2B1
5804157,PBA-EM-AM/2B1
5804158,PBA-EM-AM/2B1
5804159,PBA-EM-AM/2B1
5804162,PBA-EM-AM/2B1
5804188,PBA-EM-KL/2A
5804198,PBA-EM-KL/2A
5804205,PBA-EM-KL/2A
5804208,PBA-EM-KL/2A
5804209,PBA-EM-KL/2A
5804223,PBA-EM-KL/2A
5804234,PBA-EM-KL/2A
5804235,PBA-EM-KL/2A
5804236,PBA-EM-KL/2A
5804242,PBA-EM-KL/2A
5804243,PBA-EM-KL/2A
5804270,PBA-EM-EM/3A1
5804283,PBA-EM-EM/3A1
5804287,PBA-EM-EM/3A1
5804289,PBA-EM-EM/3A1
5804294,PBA-EM-EM/3A1
5804321,PBA-EM-EM/3A1
5804326,PBA-EM-EM/3A1
5804347,PBA-EM-EM/3B1
5804360,PBA-EM-EM/3B1
5804366,PBA-EM-EM/3B1
5804398,PBA-EM-EM/3B1
5804403,PBA-EM-EM/3B1
5804424,PBA-EM-EM/3C2
5804437,PBA-EM-EM/3C2
5804448,PBA-EM-EM/3C2
5804475,PBA-EM-EM/3C2
5804514,PBA-EM-EM/3C1
5804518,PBA-EM-EM/3C1
5804520,PBA-EM-EM/3C1
5804552,PBA-EM-EM/3C1
5804603,PBA-EM-AM/3A
5804629,PBA-EM-AM/3A
5804752,PBA-AGR-DZ/1B1
5804786,PBA-AGR-DZ/1B1
5804788,PBA-AGR-DZ/1B1
5804813,PBA-AGR-DZ/1B1
5804834,PBA-AGR-LB/3A1
5804844,PBA-AGR-LB/3A1
5804845,PBA-AGR-LB/3A1
5804923,PBA-AGR-GM-GM/1A1
5804960,PBA-AGR-GM-GM/1A1
5804967,PBA-AGR-GM-GM/1A1
5804970,PBA-AGR-GM-GM/1A1
5804971,PBA-AGR-GM-GM/1A1
5804972,PBA-AGR-GM-GM/1A1
5805058,PBA-AGR-GM-GM/2
5805060,PBA-AGR-GM-GM/2
5805066,PBA-AGR-GM-GM/2
5805106,PBA-AGR-GM-GM/2
5805110,PBA-AGR-GM-GM/2
5805117,PBA-AGR-GM-GM/2
5805130,PBA-AGR-GM-GM/2
5805134,PBA-AGR-GM-GM/2
5805141,PBA-AGR-GM-GM/2
5805144,PBA-AGR-GM-GM/2
5805145,PBA-AGR-GM-GM/2
5805146,PBA-AGR-GM-GM/2
5805165,PBA-AGR-GM-GM/2
5805225,PBA-AGR-GM-PM/2
5805226,PBA-AGR-GM-PM/2
5805228,PBA-AGR-GM-PM/2
5805232,PBA-AGR-GM-PM/2
5805234,PBA-AGR-GM-PM/2
5805277,PBA-AGR-GM-PM/2
5805278,PBA-AGR-GM-PM/2
5805285,PBA-AGR-GM-PM/2
5805298,PBA-AGR-GM-PM/2
5805302,PBA-AGR-GM-PM/2
5805396,PBA-AGR-GM-GM/3
5805484,PBA-AGR-GM-GM/3
5805485,PBA-AGR-GM-GM/3
5805486,PBA-AGR-GM-GM/3
5805520,PBA-AGR-GM-GM/3
5805527,PBA-VPK4/2B3
5805528,PBA-VPK4/2B3
5805529,PBA-VPK4/2B3
5805530,PBA-VPK4/2B3
5805531,PBA-VPK4/2B3
5805532,PBA-VPK4/2B3
5805533,PBA-VPK4/2B3
5805534,PBA-VPK4/2B3
5805673,PBA-VDK/1A
5805676,PBA-VDK/1A
5805678,PBA-VDK/1A
5805679,PBA-VDK/1A
5805681,PBA-VDK/1A
5805682,PBA-VDK/1A
5805685,PBA-VDK/1A
5805688,PBA-VDK/1A
5805715,PBA-VDK/1B
5805718,PBA-VDK/1B
5805720,PBA-VDK/1B
5805721,PBA-VDK/1B
5805722,PBA-VDK/1B
5805723,PBA-VDK/1B
5805724,PBA-VDK/1B
5805725,PBA-VDK/1B
5805726,PBA-VDK/1B
5805727,PBA-VDK/1B
5805730,PBA-VDK/1B
5805757,PBA-VDK/1C
5805762,PBA-VDK/1C
5805763,PBA-VDK/1C
5805764,PBA-VDK/1C
5805765,PBA-VDK/1C
5805766,PBA-VDK/1C
5805767,PBA-VDK/1C
5805768,PBA-VDK/1C
5805769,PBA-VDK/1C
5805771,PBA-VDK/1C
5805799,PBA-VDK/1D
5805802,PBA-VDK/1D
5805804,PBA-VDK/1D
5805805,PBA-VDK/1D
5805806,PBA-VDK/1D
5805807,PBA-VDK/1D
5805808,PBA-VDK/1D
5805809,PBA-VDK/1D
5805810,PBA-VDK/1D
5805811,PBA-VDK/1D
5805813,PBA-VDK/1D
5805814,PBA-VDK/1D
5805854,PBA-VDK/2A
5805857,PBA-VDK/2A
5805858,PBA-VDK/2A
5805859,PBA-VDK/2A
5805860,PBA-VDK/2A
5805861,PBA-VDK/2A
5805896,PBA-VDK/2B
5805900,PBA-VDK/2B
5805901,PBA-VDK/2B
5805902,PBA-VDK/2B
5805903,PBA-VDK/2B
5805904,PBA-VDK/2B
5805938,PBA-VDK/2C
5805941,PBA-VDK/2C
5805942,PBA-VDK/2C
5805943,PBA-VDK/2C
5805944,PBA-VDK/2C
5805945,PBA-VDK/2C
5805946,PBA-VDK/2C
5805966,PBA-VDK/3A
5805968,PBA-VDK/3A
5805969,PBA-VDK/3A
5805971,PBA-VDK/3A
5806008,PBA-VDK/3B
5806010,PBA-VDK/3B
5806011,PBA-VDK/3B
5806034,PBA-BMLT/1A
5806045,PBA-BMLT/1A
5806046,PBA-BMLT/1A
5806047,PBA-BMLT/1A
5806050,PBA-BMLT/1A
5806053,PBA-BMLT/1A
