year,faculties,title,code,credits,evaluation_methods,second_chance
2025-26,"['Bachelor in het bedrijfsmanagement, trajectschijf 1']",Communicatievaardigheden,194848,3 studiepunten,"[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '80,00'}, {'moment': 'Buiten examenrooster', 'format': 'Presentatie', 'percentage': '20,00'}]",wel mogelijk.
2025-26,"['Bachelor in het bedrijfsmanagement, trajectschijf 1']",1ML - Spreadsheettoepassingen (NL of EN),194849,3 studiepunten,,wel mogelijk.
2025-26,"['Bachelor in het bedrijfsmanagement, trajectschijf 1']",Spreadsheettoepassingen,194850,3 studiepunten,"[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '100,00'}]",wel mogelijk.
2025-26,"['Bachelor in het bedrijfsmanagement, trajectschijf 1']",Strategisch management,194852,3 studiepunten,"[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '80,00'}, {'moment': 'Buiten examenrooster', 'format': 'Geïntegreerde evaluatie', 'percentage': '20,00'}]",wel mogelijk.
2025-26,"['Bachelor in het bedrijfsmanagement, trajectschijf 1']",Fysica en procestechnologie,194853,4 studiepunten,"[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '90,00'}, {'moment': 'Buiten examenrooster', 'format': 'Presentatie', 'percentage': '10,00'}]",wel mogelijk.
2025-26,"['Bachelor in de houttechnologie', 'Bachelor in het bedrijfsmanagement, trajectschijf 1', 'Micro credential Ecologische Duurzaamheid', 'Micro credential Ecologische duurzaamheid en Duurzaamheidscoördinator']",Mondiale milieuproblematiek,194854,3 studiepunten,"[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '90,00'}, {'moment': 'Buiten examenrooster', 'format': 'Observatie van functioneren van de student', 'percentage': '10,00'}]",wel mogelijk.
2025-26,"['Bachelor in het bedrijfsmanagement, trajectschijf 1', 'Micro credential Ecologische Duurzaamheid', 'Micro credential Ecologische duurzaamheid en Duurzaamheidscoördinator']",Mobiliteit,194855,3 studiepunten,"[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '90,00'}, {'moment': 'Buiten examenrooster', 'format': 'Presentatie', 'percentage': '10,00'}]",wel mogelijk.
2025-26,"['Bachelor in het bedrijfsmanagement, trajectschijf 1']",Projecten milieu I,194856,5 studiepunten,"[{'moment': 'Buiten examenrooster', 'format': 'Portfolio', 'percentage': '100,00'}]",wel mogelijk.
2025-26,"['Bachelor in het bedrijfsmanagement, trajectschijf 2', 'Micro credential Preventieadviseur']",Risicobeheersing,194857,4 studiepunten,"[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '80,00'}, {'moment': 'Buiten examenrooster', 'format': 'Andere', 'percentage': '20,00'}]",wel mogelijk.
2025-26,"['Bachelor in het bedrijfsmanagement, trajectschijf 2', 'Micro credential Preventieadviseur']",Veiligheid,194858,5 studiepunten,"[{'moment': 'Binnen examenrooster', 'format': 'Mondeling examen', 'percentage': '66,00'}, {'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '34,00'}]",wel mogelijk.
2025-26,"['Bachelor in het bedrijfsmanagement, trajectschijf 2', 'Micro credential Preventieadviseur']",Milieuaspecten en gevaarlijke stoffen,194859,3 studiepunten,"[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '100,00'}]",wel mogelijk.
2025-26,"['Bachelor in het bedrijfsmanagement, trajectschijf 2', 'Micro credential Preventieadviseur']","Gezondheids-, ergonomische en psychosociale aspecten",194860,5 studiepunten,"[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '100,00'}]",wel mogelijk.
2025-26,"['Bachelor in het bedrijfsmanagement, trajectschijf 2', 'Micro credential Preventieadviseur']",Onderzoeksvaardigheden,194861,3 studiepunten,"[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '100,00'}]",wel mogelijk.
2025-26,"['Bachelor in het bedrijfsmanagement, trajectschijf 2', 'Micro credential Preventieadviseur']",Project I preventieadviseur,194862,3 studiepunten,"[{'moment': 'Buiten examenrooster', 'format': 'Geïntegreerde evaluatie', 'percentage': '100,00'}]",wel mogelijk.
2025-26,"['Bachelor in het bedrijfsmanagement, trajectschijf 2', 'Micro credential Preventieadviseur']",Project II preventieadviseur,194863,6 studiepunten,"[{'moment': 'Buiten examenrooster', 'format': 'Paper', 'percentage': '70,00'}, {'moment': 'Buiten examenrooster', 'format': 'Presentatie', 'percentage': '30,00'}]",wel mogelijk.
2025-26,"['Bachelor in het bedrijfsmanagement, trajectschijf 2']",Technologie milieucompartimenten I,194864,6 studiepunten,"[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '90,00'}, {'moment': 'Buiten examenrooster', 'format': 'Verslag', 'percentage': '10,00'}]",wel mogelijk.
2025-26,"['Bachelor in het bedrijfsmanagement, trajectschijf 2']",Technologie milieucompartimenten II,194865,5 studiepunten,"[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '90,00'}, {'moment': 'Buiten examenrooster', 'format': 'Verslag', 'percentage': '10,00'}]",wel mogelijk.
2025-26,"['Bachelor in het bedrijfsmanagement, trajectschijf 2']",Wetgeving milieucompartimenten,194866,5 studiepunten,"[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '100,00'}]",wel mogelijk.
2025-26,"['Bachelor in het bedrijfsmanagement, trajectschijf 2']",Le français de l'environnement,194867,3 studiepunten,"[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '60,00'}, {'moment': 'Buiten examenrooster', 'format': 'Geïntegreerde evaluatie', 'percentage': '40,00'}]",wel mogelijk.
2025-26,"['Bachelor in het bedrijfsmanagement, trajectschijf 2']",Projecten Milieu II,194868,5 studiepunten,"[{'moment': 'Binnen examenrooster', 'format': 'Presentatie', 'percentage': '20,00'}, {'moment': 'Buiten examenrooster', 'format': 'Portfolio', 'percentage': '80,00'}]",wel mogelijk.
2025-26,"['Bachelor in het bedrijfsmanagement, trajectschijf 3', 'Micro credential Ecologische Duurzaamheid']",Ruimtelijke ordening,194869,4 studiepunten,"[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '45,00'}, {'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '35,00'}, {'moment': 'Buiten examenrooster', 'format': 'Andere', 'percentage': '20,00'}]",wel mogelijk.
2025-26,"['Bachelor in het bedrijfsmanagement, trajectschijf 3', 'Micro credential Ecologische Duurzaamheid']",Natuur,194870,6 studiepunten,"[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '100,00'}]",
2025-26,"['Bachelor in het bedrijfsmanagement, trajectschijf 3', 'Micro credential Ecologische Duurzaamheid']",Energie,194871,3 studiepunten,"[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '90,00'}, {'moment': 'Buiten examenrooster', 'format': 'Verslag', 'percentage': '10,00'}]",wel mogelijk.
2025-26,"['Bachelor in het bedrijfsmanagement, trajectschijf 3']",Controle en remediëring,194872,3 studiepunten,"[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '60,00'}, {'moment': 'Buiten examenrooster', 'format': 'Presentatie', 'percentage': '40,00'}]",wel mogelijk.
2025-26,"['Bachelor in het bedrijfsmanagement, trajectschijf 3']",Bedrijfsinterne milieuzorg,194873,5 studiepunten,"[{'moment': 'Binnen examenrooster', 'format': 'Mondeling examen', 'percentage': '55,00'}, {'moment': 'Binnen examenrooster', 'format': 'Mondeling examen', 'percentage': '30,00'}, {'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '15,00'}]",wel mogelijk.
2025-26,"['Bachelor in het bedrijfsmanagement, trajectschijf 3']",3ML - keuzeopleidingsonderdeel,194874,3 studiepunten,,wel mogelijk.
2025-26,"['Bachelor in het bedrijfsmanagement, trajectschijf 3']",Ander opleidingsonderdeel na goedkeuring,194875,3 studiepunten,,wel mogelijk.
2025-26,"['Bachelor in het bedrijfsmanagement, trajectschijf 3']",Zorgsystemen,194876,3 studiepunten,"[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '50,00'}, {'moment': 'Buiten examenrooster', 'format': 'Ontwerp', 'percentage': '50,00'}]",wel mogelijk.
2025-26,"['Bachelor in het bedrijfsmanagement, trajectschijf 3']",Internationaal paspoort,194878,3 studiepunten,"[{'moment': 'Binnen examenrooster', 'format': 'Geïntegreerde evaluatie', 'percentage': '100,00'}]",wel mogelijk.
2025-26,"['Bachelor in het bedrijfsmanagement, trajectschijf 3']",Stage en persoonlijke ontwikkeling,194879,12 studiepunten,"[{'moment': 'Binnen examenrooster', 'format': 'Portfolio', 'percentage': '30,00'}, {'moment': 'Buiten examenrooster', 'format': 'Observatie van functioneren van de student', 'percentage': '70,00'}]",wel mogelijk.
2025-26,"['Bachelor in het bedrijfsmanagement, trajectschijf 3']",Bachelorproef,194880,9 studiepunten,"[{'moment': 'Binnen examenrooster', 'format': 'Paper', 'percentage': '70,00'}, {'moment': 'Binnen examenrooster', 'format': 'Presentatie', 'percentage': '30,00'}]",wel mogelijk.
2025-26,"['Bachelor in het bedrijfsmanagement, trajectschijf 3']",Bachelorproef,194881,8 studiepunten,"[{'moment': 'Binnen examenrooster', 'format': 'Paper', 'percentage': '70,00'}, {'moment': 'Binnen examenrooster', 'format': 'Presentatie', 'percentage': '30,00'}]",wel mogelijk.
2025-26,"['Bachelor in het bedrijfsmanagement, trajectschijf 2', 'Micro credential Preventieadviseur']",Uitbouw van een welzijnsbeleid,194882,4 studiepunten,"[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '100,00'}]",wel mogelijk.
2025-26,"['Bachelor in het bedrijfsmanagement, trajectschijf 1']",Personen en familierecht,194883,3 studiepunten,"[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '100,00'}]",wel mogelijk.
2025-26,"['Bachelor in het bedrijfsmanagement, trajectschijf 1']",Verbintenissenrecht en goederenrecht,194884,6 studiepunten,"[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '75,00'}, {'moment': 'Buiten examenrooster', 'format': 'Schriftelijk examen', 'percentage': '25,00'}]",
2025-26,"['Bachelor in het bedrijfsmanagement, trajectschijf 1']",Frans,194885,5 studiepunten,,wel mogelijk.
2025-26,"['Bachelor in het bedrijfsmanagement, trajectschijf 1']",Engels,194886,5 studiepunten,"[{'moment': 'Binnen examenrooster', 'format': 'Geïntegreerde evaluatie', 'percentage': '100,00'}]",wel mogelijk.
2025-26,"['Bachelor in het bedrijfsmanagement, trajectschijf 1']",Communicatievaardigheden,194887,3 studiepunten,"[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '80,00'}, {'moment': 'Buiten examenrooster', 'format': 'Presentatie', 'percentage': '20,00'}]",wel mogelijk.
2025-26,"['Bachelor in het bedrijfsmanagement, trajectschijf 1']",Onderzoeksvaardigheden,194888,3 studiepunten,"[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '100,00'}]",wel mogelijk.
2025-26,"['Bachelor in het bedrijfsmanagement, trajectschijf 1']",1RE - Spreadsheettoepassingen (NL of EN),194889,3 studiepunten,,wel mogelijk.
2025-26,"['Bachelor in het bedrijfsmanagement, trajectschijf 1']",Spreadsheettoepassingen,194890,3 studiepunten,"[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '100,00'}]",wel mogelijk.
2025-26,"['Bachelor in het bedrijfsmanagement, trajectschijf 1']",Strafrecht en jeugdrecht,194891,3 studiepunten,"[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '100,00'}]",wel mogelijk.
2025-26,"['Bachelor in het bedrijfsmanagement, trajectschijf 1']",Consumentenrecht,194892,3 studiepunten,"[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '100,00'}]",wel mogelijk.
2025-26,"['Bachelor in het bedrijfsmanagement, trajectschijf 1']",Personenbelasting,194893,4 studiepunten,"[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '100,00'}]",wel mogelijk.
2025-26,"['Bachelor in het bedrijfsmanagement, trajectschijf 1']",Economie,194894,4 studiepunten,"[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '100,00'}]",wel mogelijk.
2025-26,"['Bachelor in het bedrijfsmanagement, trajectschijf 1']",Gerechtelijk privaatrecht,194896,4 studiepunten,"[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '100,00'}]",wel mogelijk.
2025-26,"['Bachelor in het bedrijfsmanagement, trajectschijf 1']",Internationaal en Europees recht,194897,4 studiepunten,"[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '100,00'}]",wel mogelijk.
2025-26,"['Bachelor in het bedrijfsmanagement, trajectschijf 1', 'Micro credential Inzicht in de boekhouding en jaarrekening']",Basisboekhouden I,194898,4 studiepunten,"[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '100,00'}]",wel mogelijk.
2025-26,"['Bachelor in het bedrijfsmanagement, trajectschijf 1']",1AF - Strategisch Management (NL of EN),194899,3 studiepunten,"[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '100,00'}]",wel mogelijk.
2025-26,"['Bachelor in het bedrijfsmanagement, trajectschijf 1']",Strategisch Management,194900,3 studiepunten,"[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '80,00'}, {'moment': 'Buiten examenrooster', 'format': 'Geïntegreerde evaluatie', 'percentage': '20,00'}]",wel mogelijk.
2025-26,"['Bachelor in het bedrijfsmanagement, trajectschijf 1']",Economie,194901,4 studiepunten,"[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '100,00'}]",wel mogelijk.
2025-26,"['Bachelor in het bedrijfsmanagement, trajectschijf 1']",Onderzoeksvaardigheden,194902,3 studiepunten,"[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '100,00'}]",wel mogelijk.
2025-26,"['Bachelor in het bedrijfsmanagement, trajectschijf 1']",1AF - Spreadsheettoepassingen (NL of EN),194903,3 studiepunten,,wel mogelijk.
2025-26,"['Bachelor in het bedrijfsmanagement, trajectschijf 1']",Spreadsheettoepassingen,194904,3 studiepunten,"[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '100,00'}]",wel mogelijk.
2025-26,"['Bachelor in het bedrijfsmanagement, trajectschijf 1']",Communicatievaardigheden,194905,3 studiepunten,"[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '80,00'}, {'moment': 'Buiten examenrooster', 'format': 'Presentatie', 'percentage': '20,00'}]",wel mogelijk.
2025-26,"['Bachelor in het bedrijfsmanagement, trajectschijf 1', 'Micro credential Inzicht in de boekhouding en jaarrekening']",Basisboekhouden II en Boekhoudsoftware,194906,4 studiepunten,"[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '70,00'}, {'moment': 'Buiten examenrooster', 'format': 'Schriftelijk examen', 'percentage': '30,00'}]",wel mogelijk.
2025-26,"['Bachelor in het bedrijfsmanagement, trajectschijf 1']",Personenbelasting I,194907,4 studiepunten,"[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '100,00'}]",wel mogelijk.
2025-26,"['Bachelor in het bedrijfsmanagement, trajectschijf 1']",Sociale wetgeving,194908,3 studiepunten,"[{'moment': 'Binnen examenrooster', 'format': 'Mondeling examen', 'percentage': '100,00'}]",wel mogelijk.
2025-26,"['Bachelor in het bedrijfsmanagement, trajectschijf 1']",IT & data voor Accountants,194909,3 studiepunten,"[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '100,00'}]",wel mogelijk.
2025-26,"['Bachelor in het bedrijfsmanagement, trajectschijf 1']",Bedrijfsproject,194910,4 studiepunten,"[{'moment': 'Buiten examenrooster', 'format': 'Geïntegreerde evaluatie', 'percentage': '100,00'}]",wel mogelijk.
2025-26,"['Bachelor in het bedrijfsmanagement, trajectschijf 2']",Algemeen en vennootschapsboekhouden I,194911,4 studiepunten,"[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '100,00'}]",wel mogelijk.
2025-26,"['Bachelor in het bedrijfsmanagement, trajectschijf 2']",Personenbelasting II en procedures,194912,6 studiepunten,"[{'moment': 'Binnen examenrooster', 'format': 'Mondeling examen', 'percentage': '70,00'}, {'moment': 'Buiten examenrooster', 'format': 'Schriftelijk examen', 'percentage': '30,00'}]",wel mogelijk.
