site_id,family,model,os,manufacture,ap_id,ssid,wlan_id,username,proto,band,vlan_id,key_mgmt,map_id,annotation,timestamp,assoc_time,rssi,snr,idle_time,tx_rate,rx_rate,tx_pkts,rx_pkts,tx_bytes,rx_bytes,tx_retries,rx_retries,tx_bps,rx_bps,x,y,x_m,y_m,num_locating_aps,uptime,last_seen,dual_band,is_guest,channel,DateKey,TimeKey
c7206857-586f-460a-8ef9-a0f01963739b,,,Windows 10/11,Intel Corporate,00000000-0000-0000-1000-3c94fd08223a,eduroam,f6f56648-82d3-4084-9d82-61552b2d8f9e,u_97ae702c94093ff9286809f8658d040f26a17f6f006b9f7d13bf08903c79077a,ax,5,231,WPA3-EAP-SHA256/CCMP,d1c470f8-8ff8-4e3f-a599-1941246d140d,unknown,2025-11-14 11:15:00,2025-11-14T09:57:37,-44,49,1.0,573.5,6.0,8504,4678,15138063,739358,438,7,58566,19242,1723.2494806690777,528.59547827906,51.623943,15.835306,1,503,1763114760,True,False,124,20251114,111500
c7206857-586f-460a-8ef9-a0f01963739b,iOS,,iOS,Apple,00000000-0000-0000-1000-3c94fd0816a5,eduroam,f6f56648-82d3-4084-9d82-61552b2d8f9e,u_e702d206c63fc48910786bf77f3275e6dcd99e4b5dbc85a48102fef4e4bb2d25,ax,5,231,WPA3-EAP-SHA256/CCMP,e3ac87b6-42bd-4ccb-86e3-acdf737836cb,unknown,2025-11-14 11:15:00,2025-11-14T09:43:18,-55,38,1.0,433.3,24.0,22959,4037,6519483,879518,4218,688,16488,632,2451.655518051149,1221.8071660795265,72.29061,36.026752,1,1365,1763114763,True,False,52,20251114,111500
c7206857-586f-460a-8ef9-a0f01963739b,,,Windows 10/11,Intel Corporate,00000000-0000-0000-1000-3c94fd0816a5,eduroam,f6f56648-82d3-4084-9d82-61552b2d8f9e,u_d18c868a8cbcba861d1cc7b3de28ecec1233bb04879eb728a1e732806d6df0ff,ax,5,231,WPA3-EAP-SHA256/CCMP,e3ac87b6-42bd-4ccb-86e3-acdf737836cb,unknown,2025-11-14 11:15:00,2025-11-14T09:55:37,-52,41,0.0,32.5,541.6,16333,10185,7892202,5170900,320,60,79507,62620,2576.3565383263817,1354.3015295667901,75.9676,39.93354,1,626,1763114763,True,False,52,20251114,111500
c7206857-586f-460a-8ef9-a0f01963739b,iPhone,,,Apple,00000000-0000-0000-1000-3c94fd08424c,eduroam,f6f56648-82d3-4084-9d82-61552b2d8f9e,u_78b264e0265c7df5b00b7c1577f24c59a35f343851d5ed98e97e719b898e05e5,ax,5,231,WPA3-EAP-SHA256/CCMP,bc1f090d-c367-4b20-ba23-2806d53b194c,unknown,2025-11-14 11:15:00,2025-11-14T09:57:25,-62,31,1.0,195.0,24.0,8946,1828,2099781,234369,2800,736,24455,667,2691.3714529598506,1919.0532163730927,83.21738,59.33725,1,458,1763114703,True,False,44,20251114,111500
c7206857-586f-460a-8ef9-a0f01963739b,iOS,,iOS,Apple,00000000-0000-0000-1000-3c94fd08424c,eduroam,f6f56648-82d3-4084-9d82-61552b2d8f9e,u_a02ca1eb8a1f002a63057acbf12fd536c0274427ce1ab3ddf1a72c8be9ae5582,ax,5,231,WPA3-EAP-SHA256/CCMP,bc1f090d-c367-4b20-ba23-2806d53b194c,unknown,2025-11-14 11:15:00,2025-11-14T09:17:04,-52,41,0.0,270.8,24.0,55786,10577,27963706,1667075,9254,1986,14873,658,2640.2962044109677,2269.273503246352,81.63813,70.166084,1,2939,1763114763,True,False,44,20251114,111500
c7206857-586f-460a-8ef9-a0f01963739b,iPhone,,,Apple,00000000-0000-0000-1000-3c94fd0020d5,eduroam,f6f56648-82d3-4084-9d82-61552b2d8f9e,u_e7abff6a4a07866edfc6d4593ae0842498e22e7ab8d5b430f4a3085ae5c76175,ax,5,231,WPA3-EAP-SHA256/CCMP,d1c470f8-8ff8-4e3f-a599-1941246d140d,unknown,2025-11-14 11:15:00,2025-11-14T09:33:41,-47,43,0.0,433.3,24.0,23839,12504,30166944,4115316,4077,958,11130,1679,1797.6118302931284,4043.3077420136146,53.85164,121.12668,1,1921,1763114742,False,False,36,20251114,111500
c7206857-586f-460a-8ef9-a0f01963739b,,,Android 10,Unknown,00000000-0000-0000-1000-3c94fd03f03e,eduroam,f6f56648-82d3-4084-9d82-61552b2d8f9e,u_d1e176ceaf5e744073a04d1b6f597d088b5f88d2423dddc3ea31c442a68a88da,ax,5,231,WPA3-EAP-SHA256/CCMP,bc1f090d-c367-4b20-ba23-2806d53b194c,unknown,2025-11-14 11:15:00,2025-11-14T09:19:25,-71,16,13.0,292.5,6.0,5990,7418,2079212,1365756,2961,878,0,0,2014.4516577858535,4185.488303843827,62.286976,129.41557,1,2799,1763114764,True,False,100,20251114,111500
c7206857-586f-460a-8ef9-a0f01963739b,,,Android 16,Unknown,00000000-0000-0000-1000-3c94fd03f03e,eduroam,f6f56648-82d3-4084-9d82-61552b2d8f9e,u_162cb3c5eb4b63b3ab5a018ffd218ae0773d94831dab775db9f5c9cb140834dd,ax,5,231,WPA3-EAP-SHA256/CCMP,bc1f090d-c367-4b20-ba23-2806d53b194c,unknown,2025-11-14 11:15:00,2025-11-14T09:25:19,-66,21,0.0,344.1,325.0,5686,4384,2309329,1160773,2311,523,1199,1683,2034.0112545047946,3965.088378369104,62.89176,122.60079,1,2445,1763114764,True,False,100,20251114,111500
c7206857-586f-460a-8ef9-a0f01963739b,,,Windows 10/11,Intel Corporate,00000000-0000-0000-1000-3c94fd0816a5,eduroam,f6f56648-82d3-4084-9d82-61552b2d8f9e,u_e702d206c63fc48910786bf77f3275e6dcd99e4b5dbc85a48102fef4e4bb2d25,ax,5,231,WPA3-EAP-SHA256/CCMP,e3ac87b6-42bd-4ccb-86e3-acdf737836cb,unknown,2025-11-14 11:15:00,2025-11-14T09:55:20,-49,44,0.0,573.5,6.0,17590,12885,5131589,6215231,237,621,140755,255414,2634.126130290797,1534.4897372678006,77.67102,45.24665,1,643,1763114763,True,False,52,20251114,111500
c7206857-586f-460a-8ef9-a0f01963739b,,,Android 10,Unknown,00000000-0000-0000-1000-3c94fd082122,eduroam,f6f56648-82d3-4084-9d82-61552b2d8f9e,u_98ea58e0940236ec0ed254b7d9297af66a0755c87cd32efa8d946ee7e74857cc,ax,5,231,WPA3-EAP-SHA256/CCMP,d1c470f8-8ff8-4e3f-a599-1941246d140d,unknown,2025-11-14 11:15:00,2025-11-14T09:24:15,-58,35,0.0,458.8,6.0,37147,12602,29999968,1231297,6505,3487,41041,1774,1621.2292534453782,3353.030465908832,48.56769,100.44782,1,2506,1763114761,True,False,100,20251114,111500
c7206857-586f-460a-8ef9-a0f01963739b,iOS,,iOS,Apple,00000000-0000-0000-1000-3c94fd08424c,eduroam,f6f56648-82d3-4084-9d82-61552b2d8f9e,u_462688cd648cbdc0720edede00746fda0b727f85295bb651fffb42f458d9296a,ax,5,231,WPA3-EAP-SHA256/CCMP,bc1f090d-c367-4b20-ba23-2806d53b194c,unknown,2025-11-14 11:15:00,2025-11-14T10:05:22,-64,29,1.0,162.5,24.0,669,306,143961,74269,369,112,12420,333,1978.2746315228892,2224.3478536910266,61.16838,68.77698,1,41,1763114763,True,False,44,20251114,111500
c7206857-586f-460a-8ef9-a0f01963739b,iOS,,iOS,Apple,00000000-0000-0000-1000-3c94fd0816a5,eduroam,f6f56648-82d3-4084-9d82-61552b2d8f9e,u_affcf9c211f138deefdec661bb73e308938b44c2f41112a3163597b94cf0dc04,ax,5,231,WPA3-EAP-SHA256/CCMP,e3ac87b6-42bd-4ccb-86e3-acdf737836cb,unknown,2025-11-14 11:15:00,2025-11-14T09:32:49,-58,35,0.0,412.9,573.5,100259,25927,108522846,12240921,13497,2460,88501,172024,2394.3264674679654,1361.723447897586,70.60018,40.152386,1,1994,1763114763,True,False,52,20251114,111500
c7206857-586f-460a-8ef9-a0f01963739b,,,Windows 10/11,AzureWave Technology Inc.,00000000-0000-0000-1000-3c94fd08424c,eduroam,f6f56648-82d3-4084-9d82-61552b2d8f9e,u_43af92e1182202db8786776895d2b8ae6678f746d6d67c0aa47b30069931327b,ax,5,231,WPA3-EAP-SHA256/CCMP,bc1f090d-c367-4b20-ba23-2806d53b194c,unknown,2025-11-14 11:15:00,2025-11-14T09:21:07,-60,33,0.0,433.3,6.0,66223,21797,43787732,6043195,3530,1718,34640,1208,2242.544451977266,2461.0001383247045,69.33962,76.094284,1,2696,1763114763,True,False,44,20251114,111500
c7206857-586f-460a-8ef9-a0f01963739b,,,Windows XP,WNC Corporation,00000000-0000-0000-1000-3c94fd0821a9,eduroam,f6f56648-82d3-4084-9d82-61552b2d8f9e,u_9c68469652220a5606523c8ba69a24fafc5206937b6918caba6dd7a42e0251e7,ax,5,231,WPA3-EAP-SHA256/CCMP,663a0651-8906-43c8-9998-292cef2a0d2b,unknown,2025-11-14 11:15:00,2025-11-14T10:04:07,-45,49,0.0,573.5,6.0,1036,749,332568,214061,6,5,11163,2411,2558.5945089476527,1934.0891384258885,75.03053,56.716972,2,110,1763114757,True,False,52,20251114,111500
c7206857-586f-460a-8ef9-a0f01963739b,,,Windows 10/11,CHONGQING FUGUI ELECTRONICS CO.,00000000-0000-0000-1000-3c94fd03e7d3,eduroam,f6f56648-82d3-4084-9d82-61552b2d8f9e,u_83b415a7681e602d7eb1d16e017ef700acc27704bc068f667ecb6d060f347723,ac,5,231,WPA3-EAP-SHA256/CCMP,663a0651-8906-43c8-9998-292cef2a0d2b,unknown,2025-11-14 11:15:00,2025-11-14T09:59:32,-46,45,0.0,400.0,6.0,6908,7523,4766007,2642084,419,418,225440,59501,1917.342210468253,4238.867545253877,56.22587,124.30437,1,380,1763114752,True,False,44,20251114,111500
c7206857-586f-460a-8ef9-a0f01963739b,,,Linux,Unknown,00000000-0000-0000-1000-3c94fd001cd9,eduroam,f6f56648-82d3-4084-9d82-61552b2d8f9e,u_bc5c53881b68b3585252b25f27673d0483f6c0125bef0713ee27f43b56a62d73,ax,5,232,WPA3-EAP-SHA256/CCMP,623eeeab-ceb4-4c42-b795-6fee7e86d019,unknown,2025-11-14 11:15:00,2025-11-14T09:23:48,-53,37,0.0,458.8,6.0,729,1245,244033,104209,101,101,395,695,1483.9020116462932,3289.5414907845725,45.601414,101.09006,1,2528,1763114756,True,False,44,20251114,111500
c7206857-586f-460a-8ef9-a0f01963739b,,,Windows 10/11,Intel Corporate,00000000-0000-0000-1000-3c94fd08215e,eduroam,f6f56648-82d3-4084-9d82-61552b2d8f9e,u_f7477fd1f15a0efe9cdb4b2df48bac40060a5d59a16edd0cbde36f905be9282c,ax,5,231,WPA3-EAP-SHA256/CCMP,623eeeab-ceb4-4c42-b795-6fee7e86d019,unknown,2025-11-14 11:15:00,2025-11-14T10:05:33,-58,35,0.0,412.9,65.8,116,123,23323,16974,9,0,3493,876,1680.277922578327,2807.255750377275,51.636192,86.26906,1,18,1763114751,True,False,60,20251114,111500
c7206857-586f-460a-8ef9-a0f01963739b,Mac,,Catalina,Apple,00000000-0000-0000-1000-3c94fd0821ea,eduroam,f6f56648-82d3-4084-9d82-61552b2d8f9e,u_8e2c1ee2e294ce3a1f102f8889bc97e19157217cea1f303616756f48d710e157,ax,5,231,WPA3-EAP-SHA256/CCMP,e3ac87b6-42bd-4ccb-86e3-acdf737836cb,unknown,2025-11-14 11:15:00,2025-11-14T09:44:34,-68,26,0.0,412.9,292.5,9871,8710,6470515,5248508,1484,618,514777,208146,1687.3837102475554,1542.5539846024865,49.75495,45.484436,2,1212,1763114686,True,False,124,20251114,111500
c7206857-586f-460a-8ef9-a0f01963739b,iOS,,iOS,Apple,00000000-0000-0000-1000-3c94fd0816a5,eduroam,f6f56648-82d3-4084-9d82-61552b2d8f9e,u_d18c868a8cbcba861d1cc7b3de28ecec1233bb04879eb728a1e732806d6df0ff,ax,5,231,WPA3-EAP-SHA256/CCMP,e3ac87b6-42bd-4ccb-86e3-acdf737836cb,unknown,2025-11-14 11:15:00,2025-11-14T09:31:25,-47,46,0.0,286.7,286.7,71382,33472,49271377,20116532,6055,1954,59883,6843,2461.122579373,1472.2523299405316,72.56976,43.41149,1,2078,1763114763,True,False,52,20251114,111500
c7206857-586f-460a-8ef9-a0f01963739b,iPhone,,,Apple,00000000-0000-0000-1000-3c94fd0816a5,eduroam,f6f56648-82d3-4084-9d82-61552b2d8f9e,u_b4b25ef9258988f7ccd8a30a259fb83957f9e06b6d34d7a551ca5e268a5f6c72,ax,5,231,WPA3-EAP-SHA256/CCMP,e3ac87b6-42bd-4ccb-86e3-acdf737836cb,unknown,2025-11-14 11:15:00,2025-11-14T09:51:21,-50,43,2.0,390.0,24.0,15591,2800,4268150,303619,3139,540,4632,316,2453.080918686497,1469.0870452034644,72.33264,43.318157,1,882,1763114763,True,False,52,20251114,111500
c7206857-586f-460a-8ef9-a0f01963739b,Samsung Galaxy,A53,Android 15,Samsung Electronics Co.,00000000-0000-0000-1000-3c94fd08424c,eduroam,f6f56648-82d3-4084-9d82-61552b2d8f9e,u_024146b008c2782b2441da2e4f321e30c08db0f3bb931fa3444134dc8250002c,ac,5,231,WPA3-EAP-SHA256/CCMP,bc1f090d-c367-4b20-ba23-2806d53b194c,unknown,2025-11-14 11:15:00,2025-11-14T09:49:30,-65,28,0.0,180.0,6.0,22276,12297,9128875,2305830,7134,2099,28328,332,2627.995939155717,2718.73976550031,81.257805,84.06361,1,993,1763114763,True,False,44,20251114,111500
c7206857-586f-460a-8ef9-a0f01963739b,iPhone,,18.6.2,Apple,00000000-0000-0000-1000-3c94fd0821a9,eduroam,f6f56648-82d3-4084-9d82-61552b2d8f9e,u_2e44c86cef26e603f579f543ea2403722036ae90dc6e90d805ee6a66d41b8060,ax,5,231,WPA3-EAP-SHA256/CCMP,663a0651-8906-43c8-9998-292cef2a0d2b,unknown,2025-11-14 11:15:00,2025-11-14T10:05:54,-61,33,0.0,344.1,458.8,100,91,31579,58216,24,5,111111,185147,2562.3442232599987,1654.6961381356912,75.14049,48.5238,3,3,1763114757,True,False,52,20251114,111500
c7206857-586f-460a-8ef9-a0f01963739b,,,Windows 10/11,Intel Corporate,00000000-0000-0000-1000-3c94fd001cd9,eduroam,f6f56648-82d3-4084-9d82-61552b2d8f9e,u_bc5c53881b68b3585252b25f27673d0483f6c0125bef0713ee27f43b56a62d73,ax,5,232,WPA3-EAP-SHA256/CCMP,623eeeab-ceb4-4c42-b795-6fee7e86d019,unknown,2025-11-14 11:15:00,2025-11-14T09:23:48,-55,35,0.0,433.3,286.7,31725,97123,29196941,30154566,4376,15702,73156,37550,1253.858254153061,3393.3730126931086,38.531998,104.28088,1,2528,1763114756,True,False,44,20251114,111500
c7206857-586f-460a-8ef9-a0f01963739b,,,Android 10,Unknown,00000000-0000-0000-1000-3c94fd08428d,eduroam,f6f56648-82d3-4084-9d82-61552b2d8f9e,u_5a32b54181ab6606a812f49287aef91554a3f71fb99f6ed798ecb44b1326c512,ac,5,231,WPA3-EAP-SHA256/CCMP,bc1f090d-c367-4b20-ba23-2806d53b194c,unknown,2025-11-14 11:15:00,2025-11-14T09:59:51,-68,25,2.0,108.0,6.0,3690,942,492832,52924,1679,55,1125,335,1679.4328590561308,2272.180676963027,51.928173,70.255974,1,362,1763114753,False,False,132,20251114,111500
c7206857-586f-460a-8ef9-a0f01963739b,,,Windows 10/11,Intel Corporate,00000000-0000-0000-1000-3c94fd001cd9,eduroam,f6f56648-82d3-4084-9d82-61552b2d8f9e,u_762acbbae09301d7da221d68eb6277881eb1fde1b4ba096f9a090f5197dc74df,ax,5,231,WPA3-EAP-SHA256/CCMP,623eeeab-ceb4-4c42-b795-6fee7e86d019,unknown,2025-11-14 11:15:00,2025-11-14T09:40:02,-45,45,0.0,458.8,487.5,39430,38001,21358338,11676256,3408,1581,50382,28680,1455.9907453847377,3459.3574206352782,44.74368,106.30863,1,1554,1763114756,True,False,44,20251114,111500
c7206857-586f-460a-8ef9-a0f01963739b,,,Linux,Unknown,00000000-0000-0000-1000-3c94fd0821d1,eduroam,f6f56648-82d3-4084-9d82-61552b2d8f9e,u_d6fa2f7d0c7619d61fd2565aa1344da801c08bf7cb9bdd8e9cc1487a6693701a,ax,5,235,WPA3-EAP-SHA256/CCMP,623eeeab-ceb4-4c42-b795-6fee7e86d019,unknown,2025-11-14 11:15:00,2025-11-14T09:28:31,-50,44,0.0,573.5,412.9,29663,8225,11185615,1398482,2996,1707,20923,193,1754.7548353998732,4356.061037691311,53.924923,133.865,1,2195,1763114706,True,False,100,20251114,111500
c7206857-586f-460a-8ef9-a0f01963739b,Motorola,Edge,Android 15,Motorola Mobility LLC,00000000-0000-0000-1000-3c94fd03e846,eduroam,f6f56648-82d3-4084-9d82-61552b2d8f9e,u_46ad71fd3ea30cef11502a60d8756b88ffdb701cd0546a492c8670dcfb1c4fb8,ax,24,232,WPA3-EAP-SHA256/CCMP,bc1f090d-c367-4b20-ba23-2806d53b194c,unknown,2025-11-14 11:15:00,2025-11-14T07:46:30,-54,37,0.0,216.6,1.0,13004,20257,11043325,3823710,6280,4359,397,700,1687.7610110447818,869.2710731844204,52.18568,26.877918,1,8374,1763114764,True,False,1,20251114,111500
c7206857-586f-460a-8ef9-a0f01963739b,iOS,,iOS,Apple,00000000-0000-0000-1000-3c94fd0816a5,eduroam,f6f56648-82d3-4084-9d82-61552b2d8f9e,u_d22f7bd8a4047682a0a608d3c0aec6816bebc28bc14df1e8907fafee369ce937,ax,5,231,WPA3-EAP-SHA256/CCMP,e3ac87b6-42bd-4ccb-86e3-acdf737836cb,unknown,2025-11-14 11:15:00,2025-11-14T10:05:37,-55,38,0.0,286.7,24.0,436,124,105565,19857,60,32,64875,2474,2438.6905785106505,1173.9539266008228,71.90832,34.61573,2,26,1763114763,True,False,52,20251114,111500
c7206857-586f-460a-8ef9-a0f01963739b,iOS,,iOS,Apple,00000000-0000-0000-1000-3c94fd0816a5,eduroam,f6f56648-82d3-4084-9d82-61552b2d8f9e,u_3d1c471671a01610cad6ffeb47642594977525846854ec3dce4d2b26accdc620,ax,5,231,WPA3-EAP-SHA256/CCMP,e3ac87b6-42bd-4ccb-86e3-acdf737836cb,unknown,2025-11-14 11:15:00,2025-11-14T09:31:49,-49,44,0.0,412.9,24.0,37119,11962,11320828,3344605,7896,1439,38590,3642,2679.0121760415,1428.6124838507017,78.99455,42.124706,1,1994,1763114703,True,False,52,20251114,111500
c7206857-586f-460a-8ef9-a0f01963739b,,,Android 10,Unknown,00000000-0000-0000-1000-3c94fd044665,eduroam,f6f56648-82d3-4084-9d82-61552b2d8f9e,u_d51b136ad0566943770852fecbe2424d263b7c6e930f1879e3b1d04a7990d8da,ax,5,231,WPA3-EAP-SHA256/CCMP,d1c470f8-8ff8-4e3f-a599-1941246d140d,unknown,2025-11-14 11:15:00,2025-11-14T09:24:37,-53,36,0.0,433.3,6.0,32616,9745,46853872,2281231,5283,1128,5663,671,1313.4275617953679,4240.7415983517585,39.346775,127.04127,1,2480,1763114757,True,False,108,20251114,111500
c7206857-586f-460a-8ef9-a0f01963739b,Mac,"MBP 14"" M4 2024",,Apple,00000000-0000-0000-1000-3c94fd08428d,eduroam,f6f56648-82d3-4084-9d82-61552b2d8f9e,u_00ef4240cff4738b2124d9fa9fe56a6cd3ea7810efabfc1e0943c212028afae1,ax,5,231,WPA3-EAP-SHA256/CCMP,bc1f090d-c367-4b20-ba23-2806d53b194c,unknown,2025-11-14 11:15:00,2025-11-14T09:57:09,-63,30,1.0,309.7,229.4,15659,10805,11434168,7843651,3676,638,8746,8403,966.227984805871,2182.1765321188686,29.875832,67.47304,1,524,1763114753,False,False,132,20251114,111500
c7206857-586f-460a-8ef9-a0f01963739b,Mac,"MBP 13"" M1 late 2020",Monterey,Apple,00000000-0000-0000-1000-3c94fd084332,eduroam,f6f56648-82d3-4084-9d82-61552b2d8f9e,u_44c6fc0eaa8fcc93595e5493fccf82c3fb3c63a9601f67e22e329dad05c81694,ax,5,231,WPA3-EAP-SHA256/CCMP,bc1f090d-c367-4b20-ba23-2806d53b194c,unknown,2025-11-14 11:15:00,2025-11-14T07:54:14,-62,30,1.0,390.0,6.0,111085,47165,118205747,7619334,13426,3777,2505,2852,961.8334274065851,1933.9375318317987,29.739952,59.797474,1,7889,1763114743,False,False,36,20251114,111500
c7206857-586f-460a-8ef9-a0f01963739b,,,Windows 10/11,AzureWave Technology Inc.,00000000-0000-0000-1000-3c94fd081ac4,eduroam,f6f56648-82d3-4084-9d82-61552b2d8f9e,u_d62a0888aaeb0ca83cfc861b466d340becdb26091e1b71ce71db8d87764b26d2,n,24,231,WPA3-EAP-SHA256/CCMP,d1c470f8-8ff8-4e3f-a599-1941246d140d,unknown,2025-11-14 11:15:00,2025-11-14T10:01:14,-46,35,0.0,130.0,1.0,3692,4164,1204147,938274,1163,626,10582,5936,1986.4284282898332,1835.2457992200964,59.50808,54.979053,2,281,1763114755,False,False,1,20251114,111500
c7206857-586f-460a-8ef9-a0f01963739b,iPhone,,,Apple,00000000-0000-0000-1000-3c94fd082122,eduroam,f6f56648-82d3-4084-9d82-61552b2d8f9e,u_712689ef2641b0a2b6930a7932d1f8bcdc75d8c5d476346453cdb689a438f00d,ax,5,231,WPA3-EAP-SHA256/CCMP,d1c470f8-8ff8-4e3f-a599-1941246d140d,unknown,2025-11-14 11:15:00,2025-11-14T09:59:24,-49,44,0.0,516.1,458.8,12365,2355,14987319,838054,2844,156,66955,2219,1903.343904411242,3320.218790190384,57.01909,99.46487,1,397,1763114761,True,False,100,20251114,111500
c7206857-586f-460a-8ef9-a0f01963739b,,,Windows 10/11,Intel Corporate,00000000-0000-0000-1000-3c94fd08223a,eduroam,f6f56648-82d3-4084-9d82-61552b2d8f9e,u_48409872d282b130b25ed3a0a7d2c9e2cbb9974e8702b4115a26ed3e5e92f080,ax,5,231,WPA3-EAP-SHA256/CCMP,d1c470f8-8ff8-4e3f-a599-1941246d140d,unknown,2025-11-14 11:15:00,2025-11-14T09:48:17,-42,51,1.0,516.1,573.5,4219,2927,1232858,1286861,261,11,976,1414,1671.5051726408392,530.5804686616813,50.073822,15.894771,1,1063,1763114760,True,False,124,20251114,111500
c7206857-586f-460a-8ef9-a0f01963739b,iOS,,iOS,Apple,00000000-0000-0000-1000-3c94fd03eeef,eduroam,f6f56648-82d3-4084-9d82-61552b2d8f9e,u_2ff7d40224deb2173cfce2aff292f157ec64a9b1b51ef4ec43ffea0d3e2a00fc,ax,5,231,WPA3-EAP-SHA256/CCMP,623eeeab-ceb4-4c42-b795-6fee7e86d019,unknown,2025-11-14 11:15:00,2025-11-14T10:04:43,-45,42,0.0,344.1,24.0,280,164,50351,15738,36,28,1542,335,1851.5861039291744,3890.316386789703,56.90062,119.55232,2,76,1763114759,False,False,132,20251114,111500
c7206857-586f-460a-8ef9-a0f01963739b,,,Windows 10/11,AzureWave Technology Inc.,00000000-0000-0000-1000-3c94fd0816a5,eduroam,f6f56648-82d3-4084-9d82-61552b2d8f9e,u_40b738ae04248d1e2382971e3210a5380275ac24fd6d8d4535757d10f61a0f34,n,24,231,WPA3-EAP-SHA256/CCMP,e3ac87b6-42bd-4ccb-86e3-acdf737836cb,unknown,2025-11-14 11:15:00,2025-11-14T09:56:21,-45,36,0.0,65.0,1.0,76858,32335,82392566,5414313,42600,9647,65909,3519,2435.281893812606,1307.5845748439117,71.80781,38.556023,1,582,1763114763,False,False,1,20251114,111500
c7206857-586f-460a-8ef9-a0f01963739b,iOS,,iOS,Apple,00000000-0000-0000-1000-3c94fd0816a5,eduroam,f6f56648-82d3-4084-9d82-61552b2d8f9e,u_df073ba09214d53de50385e4b93798d6dbe02c4d62a7b39696fc3482cb83637f,ax,5,231,WPA3-EAP-SHA256/CCMP,e3ac87b6-42bd-4ccb-86e3-acdf737836cb,unknown,2025-11-14 11:15:00,2025-11-14T09:31:27,-45,48,1.0,573.5,24.0,45403,11277,24654347,2825643,8818,1326,15723,1264,2512.4320847320323,1484.1296511518462,74.082695,43.76171,1,2076,1763114763,True,False,52,20251114,111500
c7206857-586f-460a-8ef9-a0f01963739b,,,Windows 10/11,AzureWave Technology Inc.,00000000-0000-0000-1000-3c94fd08179f,eduroam,f6f56648-82d3-4084-9d82-61552b2d8f9e,u_b7613dacb199298c736674fda5fa89158dc7ba6e1a4ff156540f5b84fe8cfedf,ax,5,231,WPA3-EAP/CCMP,663a0651-8906-43c8-9998-292cef2a0d2b,unknown,2025-11-14 11:15:00,2025-11-14T09:38:43,-60,34,0.0,309.7,516.1,186238,108464,358858938,21837018,13573,8500,317458,117370,1720.2948256566226,4633.550893169527,50.447475,135.87842,1,1609,1763114732,True,False,149,20251114,111500
c7206857-586f-460a-8ef9-a0f01963739b,Mac,,Catalina,Apple,00000000-0000-0000-1000-3c94fd081e98,eduroam,f6f56648-82d3-4084-9d82-61552b2d8f9e,u_17a8a7def04666eacb160f1aa5611a849fbaead645f9ec0f4770f7267229b35d,ac,5,231,WPA3-EAP-SHA256/CCMP,623eeeab-ceb4-4c42-b795-6fee7e86d019,unknown,2025-11-14 11:15:00,2025-11-14T09:59:25,-66,28,0.0,300.0,360.0,7717,4476,7863683,2098019,2585,260,10689,23085,1369.1173871560234,2430.052396453188,42.073997,74.67732,1,392,1763114757,True,False,157,20251114,111500
c7206857-586f-460a-8ef9-a0f01963739b,iPhone,,,Apple,00000000-0000-0000-1000-3c94fd03eeef,eduroam,f6f56648-82d3-4084-9d82-61552b2d8f9e,u_8dc4a55b66d983eac7d5034f2d5880ddee2e7529d83dbed3390ca714381c1170,ax,5,231,WPA3-EAP-SHA256/CCMP,e3ac87b6-42bd-4ccb-86e3-acdf737836cb,unknown,2025-11-14 11:15:00,2025-11-14T09:38:21,-60,27,0.0,206.4,24.0,23301,9725,29007573,3531690,1982,537,9079,4715,2222.4213873229246,1050.023361991397,65.53131,30.961458,1,1658,1763114759,True,False,132,20251114,111500
c7206857-586f-460a-8ef9-a0f01963739b,,,Windows 10/11,Intel Corporate,00000000-0000-0000-1000-3c94fd03eeef,eduroam,f6f56648-82d3-4084-9d82-61552b2d8f9e,u_68b827fb1dd1711d1093a3b32fc0c0fa189f854e4541e19f2d275d261e9c0708,ax,5,231,WPA3-EAP-SHA256/CCMP,e3ac87b6-42bd-4ccb-86e3-acdf737836cb,unknown,2025-11-14 11:15:00,2025-11-14T10:02:10,-69,18,0.0,195.0,6.0,3657,4276,1269317,1179629,1363,424,3098,3778,2690.23651928867,994.0158677241362,79.325516,29.309996,1,229,1763114759,True,False,132,20251114,111500
c7206857-586f-460a-8ef9-a0f01963739b,iOS,,iOS,Apple,00000000-0000-0000-1000-3c94fd082122,eduroam,f6f56648-82d3-4084-9d82-61552b2d8f9e,u_b8eee86e8312c9b458f5f9b265675eb3d72f20cd72cfa7f893fb378e012c31d3,ax,5,231,WPA3-EAP-SHA256/CCMP,d1c470f8-8ff8-4e3f-a599-1941246d140d,unknown,2025-11-14 11:15:00,2025-11-14T08:47:45,-41,52,0.0,573.5,573.5,124296,39709,141453922,10415967,5095,1811,66975,2465,1781.0564797470502,3311.1482203313126,53.355686,99.19314,1,4696,1763114761,False,False,100,20251114,111500
c7206857-586f-460a-8ef9-a0f01963739b,Facebook Portal,Portal+,,Intel Corporate,00000000-0000-0000-1000-3c94fd0815ec,eduroam,f6f56648-82d3-4084-9d82-61552b2d8f9e,u_0b69831e9ddd3de23095e0f4426376c9ce8d10ea190d03d49562febfe652de7f,ax,5,231,WPA3-EAP-SHA256/CCMP,623eeeab-ceb4-4c42-b795-6fee7e86d019,unknown,2025-11-14 11:15:00,2025-11-14T09:59:08,-51,42,0.0,412.9,6.0,5713,6415,2022581,1408358,767,412,3066,5724,1846.8755119460855,4787.353546038514,56.75586,147.11894,1,411,1763114759,True,False,124,20251114,111500
