site_id,family,model,os,manufacture,ap_id,ssid,wlan_id,username,proto,band,vlan_id,key_mgmt,map_id,annotation,timestamp,assoc_time,rssi,snr,idle_time,tx_rate,rx_rate,tx_pkts,rx_pkts,tx_bytes,rx_bytes,tx_retries,rx_retries,tx_bps,rx_bps,x,y,x_m,y_m,num_locating_aps,uptime,last_seen,dual_band,is_guest,channel
c7206857-586f-460a-8ef9-a0f01963739b,iOS,,iOS,Apple,00000000-0000-0000-1000-3c94fd081907,eduroam,f6f56648-82d3-4084-9d82-61552b2d8f9e,u_ef3a872f343b1ede8a612358bf9833eb2fc6f6cf70f1ac7c2217a5229c6c97fe,ax,24,235,WPA3-EAP-SHA256/CCMP,e3ac87b6-42bd-4ccb-86e3-acdf737836cb,unknown,2025-09-28T13:18:54,2025-09-28T13:12:42,-89,0,291.0,16.2,1.0,347,518,201167,190630,578,174,0,0,2496.461730513829,4870.889700071219,73.611786,143.62523,1,304,1759065466,False,False,11
c7206857-586f-460a-8ef9-a0f01963739b,,,Android 10,Unknown,00000000-0000-0000-1000-3c94fd03ce9c,hgevent,93d5d431-b8b2-41ea-b4aa-65ad04bdd764,,ac,5,233,WPA2-PSK/CCMP,623eeeab-ceb4-4c42-b795-6fee7e86d019,unknown,2025-09-28T13:18:54,2025-09-23T17:11:36,-42,45,19.0,27.0,6.0,122569,66155,153994449,17007319,8831,1845,0,0,1336.4994988769906,2789.500892696887,41.071625,85.72344,1,417980,1759065476,False,False,108
c7206857-586f-460a-8ef9-a0f01963739b,,,Android 10,Unknown,00000000-0000-0000-1000-3c94fd03e84b,eduroam,f6f56648-82d3-4084-9d82-61552b2d8f9e,u_2c66af442c8c73fb00b6d8a792e2f385fd6106bc7ca5a1a9f8bfee43f70cf53a,n,24,232,WPA3-EAP-SHA256/CCMP,bc1f090d-c367-4b20-ba23-2806d53b194c,unknown,2025-09-28T13:18:54,2025-09-28T04:15:59,-63,14,13.0,58.5,1.0,3038,5031,2389649,1177894,1541,458,0,0,1754.944957993364,3909.98823529313,54.263012,120.89709,1,32533,1759065492,False,False,11
c7206857-586f-460a-8ef9-a0f01963739b,,,,Unknown,00000000-0000-0000-1000-3c94fd03ce2e,hgevent,93d5d431-b8b2-41ea-b4aa-65ad04bdd764,,ac,5,233,WPA2-PSK/CCMP,bc1f090d-c367-4b20-ba23-2806d53b194c,unknown,2025-09-28T13:18:54,2025-09-12T04:13:58,-50,37,14.0,40.5,6.0,536056,874464,68307973,1924363448,39158,4484,0,0,1869.6765412317052,4055.396403558594,57.81052,125.39312,1,1415031,1759065469,False,False,132
