year,faculties,title,code,credits,evaluation_methods,second_chance
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 1']",Communication Lab,193802,3 studiepunten,"[[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '80,00'}, {'moment': 'Buiten examenrooster', 'format': 'Mondeling examen', 'percentage': '20,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Mondeling examen', 'percentage': '20,00'}, {'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '80,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 1', 'Micro credential Network Administrator - Campus Aalst']",Computer Networks I,193803,4 studiepunten,"[[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '100,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '100,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 1']",Operating Systems,193804,3 studiepunten,"[[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '90,00'}, {'moment': 'Buiten examenrooster', 'format': 'Ontwerp', 'percentage': '10,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Ontwerp', 'percentage': '10,00'}, {'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '90,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 1']",Business & Management,193805,3 studiepunten,"[[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '60,00'}, {'moment': 'Buiten examenrooster', 'format': 'Andere', 'percentage': '40,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Andere', 'percentage': '40,00'}, {'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '60,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 1']",Software Development Project I,193806,4 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Andere', 'percentage': '30,00'}, {'moment': 'Buiten examenrooster', 'format': 'Ontwerp', 'percentage': '70,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Andere', 'percentage': '30,00'}, {'moment': 'Binnen examenrooster', 'format': 'Ontwerp', 'percentage': '70,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 1']",System Engineering Lab,193807,4 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Geïntegreerde evaluatie', 'percentage': '70,00'}, {'moment': 'Buiten examenrooster', 'format': 'Observatie van functioneren van de student', 'percentage': '30,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Geïntegreerde evaluatie', 'percentage': '70,00'}, {'moment': 'Binnen examenrooster', 'format': 'Observatie van functioneren van de student', 'percentage': '30,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 1']",Object-oriented Software Development II,193808,4 studiepunten,"[[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '100,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '100,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 2']",Functional Analysis,193809,3 studiepunten,"[[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '70,00'}, {'moment': 'Buiten examenrooster', 'format': 'Ontwerp', 'percentage': '30,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Ontwerp', 'percentage': '30,00'}, {'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '70,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 2']",Relational Databases & Datawarehousing,193810,4 studiepunten,"[[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '40,00'}, {'moment': 'Binnen en buiten examenrooster', 'format': 'Schriftelijk examen', 'percentage': '60,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '40,00'}, {'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '60,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 2']",Classic Computer Science Algorithms,193811,5 studiepunten,"[[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '70,00'}, {'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '20,00'}, {'moment': 'Buiten examenrooster', 'format': 'Andere', 'percentage': '10,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '30,00'}, {'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '70,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 2']",Professional Communication,193812,3 studiepunten,"[[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '80,00'}, {'moment': 'Buiten examenrooster', 'format': 'Mondeling examen', 'percentage': '20,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Mondeling examen', 'percentage': '20,00'}, {'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '80,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 2']",Costing,193813,3 studiepunten,"[[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '100,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '100,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 2']",The IT Professional,193814,3 studiepunten,"[[{'moment': 'Binnen examenrooster', 'format': 'Andere', 'percentage': '20,00'}, {'moment': 'Buiten examenrooster', 'format': 'Andere', 'percentage': '80,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Andere', 'percentage': '100,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 2']",Front-end Web Development,193815,4 studiepunten,"[[{'moment': 'Binnen examenrooster', 'format': 'Portfolio', 'percentage': '100,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Portfolio', 'percentage': '100,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 2']",Web Services,193816,3 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Portfolio', 'percentage': '100,00'}], [{'moment': 'Buiten examenrooster', 'format': 'Portfolio', 'percentage': '100,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 2']",Advanced Software Development I,193817,4 studiepunten,"[[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '100,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '100,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 2']",Windows Server I,193818,3 studiepunten,"[[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '30,00'}, {'moment': 'Binnen examenrooster', 'format': 'Vaardigheidstest', 'percentage': '70,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '30,00'}, {'moment': 'Binnen examenrooster', 'format': 'Vaardigheidstest', 'percentage': '70,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 2', 'Micro credential Network Administrator - Campus Aalst']",Computer Networks II,193819,4 studiepunten,"[[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '50,00'}, {'moment': 'Binnen examenrooster', 'format': 'Vaardigheidstest', 'percentage': '50,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '50,00'}, {'moment': 'Binnen examenrooster', 'format': 'Vaardigheidstest', 'percentage': '50,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 2']",Linux,193820,4 studiepunten,"[[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '40,00'}, {'moment': 'Binnen examenrooster', 'format': 'Vaardigheidstest', 'percentage': '60,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 2']",Research Methods,193821,4 studiepunten,"[[{'moment': 'Binnen en buiten examenrooster', 'format': 'Geïntegreerde evaluatie', 'percentage': '100,00'}], [{'moment': 'Binnen en buiten examenrooster', 'format': 'Geïntegreerde evaluatie', 'percentage': '100,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 2']",IT2Business,193823,4 studiepunten,"[[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '60,00'}, {'moment': 'Buiten examenrooster', 'format': 'Andere', 'percentage': '40,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Andere', 'percentage': '40,00'}, {'moment': 'Binnen examenrooster', 'format': 'Mondeling examen', 'percentage': '60,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 2']",Enterprise Web Development: Java,193824,4 studiepunten,"[[{'moment': 'Binnen examenrooster', 'format': 'Mondeling examen', 'percentage': '100,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Mondeling examen', 'percentage': '100,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 2']",Advanced Software Development II,193825,4 studiepunten,"[[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '100,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '100,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 2']",Software Development Project II,193826,8 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Observatie van functioneren van de student', 'percentage': '30,00'}, {'moment': 'Binnen en buiten examenrooster', 'format': 'Ontwerp', 'percentage': '70,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Observatie van functioneren van de student', 'percentage': '30,00'}, {'moment': 'Binnen examenrooster', 'format': 'Ontwerp', 'percentage': '70,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 2']",Cybersecurity & Virtualisation,193827,4 studiepunten,"[[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '45,00'}, {'moment': 'Binnen examenrooster', 'format': 'Vaardigheidstest', 'percentage': '30,00'}, {'moment': 'Buiten examenrooster', 'format': 'Ontwerp', 'percentage': '25,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '45,00'}, {'moment': 'Binnen examenrooster', 'format': 'Vaardigheidstest', 'percentage': '30,00'}, {'moment': 'Buiten examenrooster', 'format': 'Ontwerp', 'percentage': '25,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 2', 'Micro credential Network Administrator - Campus Aalst']",Computer Networks III,193828,4 studiepunten,"[[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '50,00'}, {'moment': 'Binnen examenrooster', 'format': 'Vaardigheidstest', 'percentage': '50,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '50,00'}, {'moment': 'Binnen examenrooster', 'format': 'Vaardigheidstest', 'percentage': '50,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 2']",System Engineering Project,193829,8 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Observatie van functioneren van de student', 'percentage': '30,00'}, {'moment': 'Buiten examenrooster', 'format': 'Ontwerp', 'percentage': '70,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Observatie van functioneren van de student', 'percentage': '30,00'}, {'moment': 'Binnen examenrooster', 'format': 'Ontwerp', 'percentage': '70,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 2']",Machine Learning,193830,5 studiepunten,"[[{'moment': 'Binnen examenrooster', 'format': 'Geïntegreerde evaluatie', 'percentage': '100,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Geïntegreerde evaluatie', 'percentage': '100,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 2']",Data Engineering Project I,193831,8 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Andere', 'percentage': '30,00'}, {'moment': 'Buiten examenrooster', 'format': 'Ontwerp', 'percentage': '70,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Andere', 'percentage': '30,00'}, {'moment': 'Binnen examenrooster', 'format': 'Ontwerp', 'percentage': '70,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 2']",Software Development in ERP I,193832,4 studiepunten,"[[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '100,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '100,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 2']",Software Development in ERP II,193833,4 studiepunten,"[[{'moment': 'Binnen en buiten examenrooster', 'format': 'Andere', 'percentage': '100,00'}], [{'moment': 'Buiten examenrooster', 'format': 'Andere', 'percentage': '100,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 2']",Business Software Project,193834,8 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Observatie van functioneren van de student', 'percentage': '30,00'}, {'moment': 'Binnen en buiten examenrooster', 'format': 'Ontwerp', 'percentage': '70,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Observatie van functioneren van de student', 'percentage': '30,00'}, {'moment': 'Binnen examenrooster', 'format': 'Ontwerp', 'percentage': '70,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 3']",Business analysis,193835,3 studiepunten,"[[{'moment': 'Binnen examenrooster', 'format': 'Mondeling examen', 'percentage': '60,00'}, {'moment': 'Buiten examenrooster', 'format': 'Ontwerp', 'percentage': '20,00'}, {'moment': 'Buiten examenrooster', 'format': 'Paper', 'percentage': '20,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Mondeling examen', 'percentage': '60,00'}, {'moment': 'Binnen examenrooster', 'format': 'Ontwerp', 'percentage': '20,00'}, {'moment': 'Binnen examenrooster', 'format': 'Paper', 'percentage': '20,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 3']",Windows Server II,193836,4 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Portfolio', 'percentage': '100,00'}], [{'moment': 'Buiten examenrooster', 'format': 'Portfolio', 'percentage': '100,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 3']",Infrastructure Automation,193837,3 studiepunten,"[[{'moment': 'Binnen en buiten examenrooster', 'format': 'Geïntegreerde evaluatie', 'percentage': '100,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Portfolio', 'percentage': '100,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 3']",Computer Networks IV,193838,3 studiepunten,"[[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '40,00'}, {'moment': 'Binnen examenrooster', 'format': 'Vaardigheidstest', 'percentage': '50,00'}, {'moment': 'Buiten examenrooster', 'format': 'Vaardigheidstest', 'percentage': '10,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '40,00'}, {'moment': 'Binnen examenrooster', 'format': 'Vaardigheidstest', 'percentage': '60,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 3']",Cybersecurity Advanced,193839,3 studiepunten,"[[{'moment': 'Binnen examenrooster', 'format': 'Mondeling examen', 'percentage': '70,00'}, {'moment': 'Buiten examenrooster', 'format': 'Schriftelijk examen', 'percentage': '30,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Mondeling examen', 'percentage': '70,00'}, {'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '30,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 3']",DevOps Project: Operations,193840,8 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Observatie van functioneren van de student', 'percentage': '30,00'}, {'moment': 'Buiten examenrooster', 'format': 'Ontwerp', 'percentage': '70,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Observatie van functioneren van de student', 'percentage': '30,00'}, {'moment': 'Binnen examenrooster', 'format': 'Ontwerp', 'percentage': '70,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 3']",Data Engineering Project II,193841,8 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Andere', 'percentage': '30,00'}, {'moment': 'Buiten examenrooster', 'format': 'Ontwerp', 'percentage': '70,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Andere', 'percentage': '30,00'}, {'moment': 'Binnen examenrooster', 'format': 'Ontwerp', 'percentage': '70,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 3']",Content Management Systems,193842,3 studiepunten,"[[{'moment': 'Binnen en buiten examenrooster', 'format': 'Andere', 'percentage': '100,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Andere', 'percentage': '100,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 3']",ERP System Configuration,193843,4 studiepunten,"[[{'moment': 'Binnen en buiten examenrooster', 'format': 'Andere', 'percentage': '100,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Andere', 'percentage': '100,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 3']",Project e-Business,193844,8 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Observatie van functioneren van de student', 'percentage': '30,00'}, {'moment': 'Binnen en buiten examenrooster', 'format': 'Ontwerp', 'percentage': '70,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Observatie van functioneren van de student', 'percentage': '30,00'}, {'moment': 'Binnen examenrooster', 'format': 'Ontwerp', 'percentage': '70,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 3']",Discover the Mainframe,193845,5 studiepunten,"[[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '60,00'}, {'moment': 'Buiten examenrooster', 'format': 'Ontwerp', 'percentage': '40,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '60,00'}, {'moment': 'Buiten examenrooster', 'format': 'Ontwerp', 'percentage': '40,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 3']",Work-based Learning Mainframe Software Development,193846,6 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Ontwerp', 'percentage': '40,00'}, {'moment': 'Binnen en buiten examenrooster', 'format': 'Portfolio', 'percentage': '60,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Ontwerp', 'percentage': '100,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 3']",Work-based Learning Mainframe System Administration,193847,6 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Ontwerp', 'percentage': '40,00'}, {'moment': 'Binnen en buiten examenrooster', 'format': 'Portfolio', 'percentage': '60,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Ontwerp', 'percentage': '100,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 3']",Business Start Up IT,193848,3 studiepunten,"[[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '100,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '100,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 3']",IP Project,193850,3 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Geïntegreerde evaluatie', 'percentage': '100,00'}], [{'moment': 'Binnen en buiten examenrooster', 'format': 'Geïntegreerde evaluatie', 'percentage': '100,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 3']",e-Marketing,193851,3 studiepunten,"[[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '70,00'}, {'moment': 'Buiten examenrooster', 'format': 'Andere', 'percentage': '30,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '70,00'}, {'moment': 'Buiten examenrooster', 'format': 'Andere', 'percentage': '30,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 3']",Master the Mainframe,193852,3 studiepunten,"[[{'moment': 'Binnen en buiten examenrooster', 'format': 'Portfolio', 'percentage': '100,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Ontwerp', 'percentage': '100,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 3']",Stage,193853,20 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Andere', 'percentage': '100,00'}], [{'moment': 'Buiten examenrooster', 'format': 'Andere', 'percentage': '100,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 3']",Bachelorproef,193854,10 studiepunten,"[[{'moment': 'Binnen en buiten examenrooster', 'format': 'Geïntegreerde evaluatie', 'percentage': '100,00'}], [{'moment': 'Binnen en buiten examenrooster', 'format': 'Geïntegreerde evaluatie', 'percentage': '100,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 3']",The IT Professional & Career Orientation,193855,3 studiepunten,"[[{'moment': 'Binnen examenrooster', 'format': 'Andere', 'percentage': '100,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Andere', 'percentage': '100,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 3']",3TI - keuzelijst algemeen - 3 stp,193856,3 studiepunten,,wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 3']",Ander opleidingsonderdeel na goedkeuring Opleidingscommissie,193857,3 studiepunten,,wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 2']",Mathematics for Machine Learning,193858,4 studiepunten,"[[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '70,00'}, {'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '30,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '70,00'}, {'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '30,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 2']",Linux for Data Scientists,193859,4 studiepunten,"[[{'moment': 'Binnen examenrooster', 'format': 'Vaardigheidstest', 'percentage': '70,00'}, {'moment': 'Binnen en buiten examenrooster', 'format': 'Portfolio', 'percentage': '30,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Portfolio', 'percentage': '30,00'}, {'moment': 'Binnen examenrooster', 'format': 'Vaardigheidstest', 'percentage': '70,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 2']",Big Data Processing,193860,3 studiepunten,"[[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '100,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '100,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 3']",Work-based Learning Mainframe Transaction Systems,193861,4 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Ontwerp', 'percentage': '40,00'}, {'moment': 'Binnen en buiten examenrooster', 'format': 'Portfolio', 'percentage': '60,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Ontwerp', 'percentage': '100,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 3']",Modern Data Architectures,193862,3 studiepunten,"[[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '100,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '100,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 3']",Deep Learning,193863,4 studiepunten,"[[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '65,00'}, {'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '35,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '35,00'}, {'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '65,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 3']",Machine Learning Operations,193864,3 studiepunten,"[[{'moment': 'Binnen en buiten examenrooster', 'format': 'Portfolio', 'percentage': '100,00'}], [{'moment': 'Binnen en buiten examenrooster', 'format': 'Portfolio', 'percentage': '100,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 3']",Trends in Artificial Intelligence,193865,3 studiepunten,"[[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '100,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '100,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 3']",Business Processes Advanced & Business Intelligence,193866,6 studiepunten,"[[{'moment': 'Binnen examenrooster', 'format': 'Mondeling examen', 'percentage': '60,00'}, {'moment': 'Binnen examenrooster', 'format': 'Paper', 'percentage': '40,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Mondeling examen', 'percentage': '60,00'}, {'moment': 'Binnen examenrooster', 'format': 'Paper', 'percentage': '40,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 3']",Real-life Integrated Software Engineering,193867,18 studiepunten,"[[{'moment': 'Binnen en buiten examenrooster', 'format': 'Ontwerp', 'percentage': '70,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Ontwerp', 'percentage': '70,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Observatie van functioneren van de student', 'percentage': '30,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 3']",Enterprise Web Development: C#,193869,6 studiepunten,"[[{'moment': 'Binnen en buiten examenrooster', 'format': 'Ontwerp', 'percentage': '70,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Ontwerp', 'percentage': '70,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Observatie van functioneren van de student', 'percentage': '30,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 3']",Real-life Integrated Software Engineering,193871,12 studiepunten,"[[{'moment': 'Binnen en buiten examenrooster', 'format': 'Ontwerp', 'percentage': '70,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Ontwerp', 'percentage': '70,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Observatie van functioneren van de student', 'percentage': '30,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de toegepaste informatica, trajectschijf 3']",Linux & Data Processing Automation,201095,3 studiepunten,"[[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '40,00'}, {'moment': 'Binnen examenrooster', 'format': 'Vaardigheidstest', 'percentage': '60,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '40,00'}, {'moment': 'Binnen examenrooster', 'format': 'Vaardigheidstest', 'percentage': '60,00'}]]",wel mogelijk.
