year,faculties,title,code,credits,evaluation_methods,second_chance
2025-26,"['Vrije opleiding, trajectschijf 3']",Communication in education (4SP),192131,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Chronic illness and learning disability in childhood (2SP),192132,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']","Concentration, observation and sensitive aspect",192133,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 2']",Competencies of social community work (6ECTS),192134,6 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Danish culture and communication (4SP),192135,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Drama in education (3SP),192136,3 studiepunten,,
2025-26,['Vrije opleiding'],Dutch language and culture,192137,5 studiepunten,,
2025-26,['Vrije opleiding'],English level 1,192138,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Eindwerk,192139,9 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']","Expression, music and drama (4SP)",192140,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Education of persons with learning difficulties (2SP),192141,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Educational theorie (6SP),192142,6 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Foundations of human communication: from theories to advanced research (4SP),192143,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 2']",Family & the Life Cycle - Childhood & Adolescence (sociology) (4ECTS),192144,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Fundamentele pedagogiek,192145,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Geschiedenis van de wereldpolitiek (1815-1945),192146,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']","Health, body and movement (4SP)",192147,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 2']",Heart Head Hands (30ECTS),192148,30 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 2']",Individual assignment (12ECTS),192149,12 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Intercultural competences,192150,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Integral dance and expression therapy (4SP),192151,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",International class (5ECTS),192152,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Introduction to rehabilitation medicine (4SP),192153,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",The individual and society (4SP),192154,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Introduction in special education in Hungary,192155,6 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 2']","Moral, Justice & Principles of Human Relationships (4ECTS)",192156,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']","Outdoor education, handicrafts, nature and technology (4SP)",192157,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Onderwijskunde,192158,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Ouder & kind centrum,192159,3 studiepunten,,
2025-26,['Vrije opleiding'],Practice,192160,24 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Psychological adjustment to disability: coping and identity forming (3SP),192161,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Paper (4ECTS),192162,4 studiepunten,,
2025-26,['Vrije opleiding'],Paper (9ECTS),192163,9 studiepunten,,
2025-26,['Vrije opleiding'],Practice,192164,23 studiepunten,,
2025-26,['Vrije opleiding'],Practice,192165,15 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Practice (21ECTS),192166,21 studiepunten,,
2025-26,['Vrije opleiding'],Projectwork,192167,7 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Problem solving and innovative aspects,192168,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Practical training (2SP),192169,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 2']",Qualitative & Quantitative Research Methods (4ECTS),192170,4 studiepunten,,
2025-26,['Vrije opleiding'],Research+ education program,192171,15 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Spaans: taalpraktijk A,192172,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Sociale cognitie en groepsprocessen,192173,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Social entrepreneurship (2SP),192174,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Spaans: Taalpraktijk A,192175,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 2']",Social Policy in the European Union (4ECTS),192176,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Story Telling,192177,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Stage,192178,21 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Visual communication,192179,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 2']",Work & Health (4ECTS),192180,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Written report,192181,9 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Politiële en gerechtelijke organisatie,192182,7 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Algemene pathofysiologie,192183,3 studiepunten,,
2025-26,['Vrije opleiding'],Persoonlijkheidspsychologie (AO),192184,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 2']",Gezinsondersteuning,192185,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 1']",Inleiding genetica en neurowetenschappen,192186,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 1']",Krachtig leren: Muzische vorming,192187,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Gezins- en contextbegeleiding in de praktijk,192188,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 2']",Inleiding tot de wereldgeschiedenis (UGent),192189,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 2']",Spaans,192190,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Diversiteit en internationale gerichtheid,192191,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Psychometrie,192192,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Bedrijfsorganisatie,192193,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Logica,192194,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Agogische vaardigheden,192195,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Omgaan met verlies en emotionele pijn bij kinderen en ouders,192196,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Humane genetica,192197,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Communicatie en gezondheidsbevordering 1,192198,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Victimologie,192199,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Specifieke onderwijsbehoeften,192200,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Sociale ongelijkheid,192201,6 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Forensische psychologie,192202,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Differentiële psychologie,192203,4 studiepunten,,
2025-26,['Vrije opleiding'],OK,192204,0 studiepunten,,
2025-26,['Vrije opleiding'],OK,192205,0 studiepunten,,
2025-26,['Vrije opleiding'],OK,192206,0 studiepunten,,
2025-26,['Vrije opleiding'],OK,192207,0 studiepunten,,
2025-26,['Vrije opleiding'],OK,192208,0 studiepunten,,
2025-26,['Vrije opleiding'],OK,192209,0 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Sport- en Gezondheidsbeleid,192210,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']","Gezondheidspromotie, Samenwerking en communicatie, Coaching, Professionalisering",192211,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Eerste lijn: Herstelgerichte psychiatrische zorg,192212,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Marketingmanagement,192213,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Design and Business - Sustainable Fashion,192214,30 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Design and Business: Sustainable Communicatie,192215,30 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Materialflusstechnik,192216,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Fabrikplaning,192217,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Industriebetriebslehre,192218,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Communication and Teamwork,192219,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Teamwork: Project Management,192220,2 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Communication & Presentation,192221,2 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Professional English,192222,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Technical English,192223,2 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Business English,192224,2 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Fashion Theory,192225,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Pattern making and design,192226,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Clothing Technologie & Multidimensional Design,192227,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Cothing Technology,192228,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Multidimensional Design,192229,2 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Ergonomics,192230,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",German as a Foreign Language,192231,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",German as a Foreign language - Crash course A1,192232,2 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",German as a Froreign language - Block course A2,192233,2 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Communication and Teamwork II,192234,6 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Communication & Presentation,192235,2 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Project Management,192236,2 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",German as a Foreign Language,192237,2 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Interkulturelles design,192238,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Management & Organisation,192239,6 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Advanced Management,192240,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Organisational Behaviour,192241,2 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Global Statistics & Trade,192242,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Global statistics,192243,2 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Global trade,192244,2 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Teledetección,192245,6 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Topografía de Obras,192246,7 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Forma general de la ciudad,192247,7 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Tratamiento de la imagen digital,192248,6 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Intensive Spanish language course for exchance students,192249,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']","Minor ondernemen, je eigen zaak",192250,30 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Minor Shoe Brand Management,192251,30 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Technische Textilien 2,192252,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Product Development of Technical Textiles,192253,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']","Business Presentations, Public Relations project",192254,8 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Textilmanagement 4,192255,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",International Fashion and Management,192256,30 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 1']",Projectwerk,192257,15 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",In Sync - Rethinking Desigh + Business,192258,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Contemporary applications to branding consumer behaviour,192259,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Electives,192260,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Theory of science Sociology & trend,192261,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",User driven innovation - Graphic Design,192262,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Concept design,192263,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 1']",Milieurecht,192264,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Fashion chain management,192265,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Technische Textilien 1,192266,6 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Intensive German course,192267,6 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 2']",Inleiding in stadsanalyse en ontwerp,192268,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']","Common Module Design, Business, Sociology and Methodology",192269,15 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Module 1: Life Style for sustainable fashion vs. Business as usual,192270,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Module 2: Certificates and standards - Cross cultural project management,192271,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Elective Module 1,192272,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Sustainable Fashion - specialisation module 2 Creating Shared value,192273,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Sustainable Fashion - special. module 1 Lifestyles for Sustainable Fashion vs business as usual,192274,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",IN-SYNC,192275,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",User driven innovative graphic design,192276,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Contemporary Approaches to branding consumer behavior,192277,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Theory of science sociology and trend,192278,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Veredelen,192279,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Salesmanagement,192280,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Branding,192281,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Project Interieur,192282,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Veredelen 2,192283,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Project Sales 1,192284,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Business Process Management,192285,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Productinnovatie,192286,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Conservation Biology,192287,7 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Evolution and biogeography,192288,8 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Population ecology,192289,7 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Wildlife Research,192290,8 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Flächenkonstruktion,192291,8 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Grundlagen technischer Textilien,192292,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Logistik/Prozesssteuerung und Planung,192293,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Fabrikplanung/Arbeitswissenschaften,192294,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",CAD Schaft/Textildruck,192295,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",CAD Schaft,192296,2 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",CAD Textildruck,192297,2 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",SHIBORI Färbetechniken/In Design,192298,6 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",SHIBORI Färbetechniken,192299,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",In Design,192300,2 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Englisch,192301,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Englisch Niveau B1.1,192302,2 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Englisch Niveau B1.2,192303,2 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Ingenieurswetenschappen,192304,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Fashion Environment,192305,10 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Jeans brand book and sustainability,192306,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Jeans brand book,192307,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Sustainability,192308,1 studiepunt,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Living room viewing box,192309,8 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",TTB Culture,192310,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Triptych,192311,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']","In Sync - Rethinking, Design + Business",192312,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']","Contemporary App. to Branding, Costumer Behaviour",192313,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Electives,192314,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']","Theory of Science, Sociology and trend",192315,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']","User Driven Innovation, Strategic Management",192316,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Concept design,192317,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']","Common Module in Design, Trends, Business and Methodology",192318,15 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Modules in Sustainable Fashion,192319,10 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Elective module,192320,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",BAC 2 Atelier Stylisme,192321,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",BAC 2 Atelier Modélisme,192322,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",BAC 2 Atelier Industrialisation et Technologie des matières,192323,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",BAC 2 Atelier Industrialisation,192324,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",BAC 2 Technologie des matières,192325,1 studiepunt,,
2025-26,"['Vrije opleiding, trajectschijf 3']",BAC 2 Dessin artistique,192326,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",BAC 2 Dessin artistique,192327,2 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",BAC 2 DAO,192328,2 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']","BAC 2 Coupe Gradation, patronage y compris PAO",192329,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']","BAC 2 Histoire du costume, Création et gestion d'entreprise",192330,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",BAC 2 Histoire de la mode et du costume,192331,2 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",BAC 2 Création d'entreprise,192332,2 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Français ULG,192333,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Espagnol,192334,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']","Droit commercial, Droit judiciaire et déontologie de la profession",192335,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Droit commercial,192336,2 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Droit judiciaire et déontologie de la profession,192337,2 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']","Syndic, locations et gestion privative",192338,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Gestion des ressources humaines et d'une agence immobilière,192339,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Gestion des ressources humaines,192340,2 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Gestion d'une agence immobilière,192341,2 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Comformité des immeubles; état des lieux,192342,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']","Evaluation, Fonds d'investissement et crédit hypothécaire",192343,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Evaluation,192344,2 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Fonds d'investissement et crédit hypothécaire,192345,1 studiepunt,,
2025-26,"['Vrije opleiding, trajectschijf 3']","Urbanisme, aménagement territoire",192346,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Project Management & Clothing Technology,192347,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Project Management,192348,2 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Clothing Technology,192349,2 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Communication and Presentation & Technisches Englisch,192350,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Communication and Presentation,192351,2 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Technisches Englisch,192352,2 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Multidimensional design & CAD 2D/3D clothing construction,192353,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Multidimensional design,192354,2 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",CAD 2D/3D clothing construction,192355,2 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",DaF B1.1 & Clothing production machinery,192356,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",DaF B1.1,192357,2 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Clothing production machinery,192358,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Advanced product engineering,192359,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Management accounting I,192360,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Cross Cultural Behaviour,192361,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",International Economics and Law,192362,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Financial Innovation,192363,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",International Real Estate Management,192364,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Creating Real Estate Value,192365,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Finance,192366,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Proyectos 4,192367,7 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Curso intensive de español Gandia,192368,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Civil Engineering,192369,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Teledetección,192370,6 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Bases de datos,192371,6 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Tratamiento de imagen digital,192372,6 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 2']",Bouwkundige rekentechnieken 1,192373,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 2']",Politicologie,192374,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Théorie Technique 2: Coupe Gradation,192375,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']","Conception de projets 2: Stylisme, Atelier technique",192376,14 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Ressources textile et mode 2; Histoire de la mode et du Costume 2; DAO 2. Dessing Artistique 2; Technologie des matières 1,192377,7 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Français Q1 FLE,192378,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Creative form,192379,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Womenswear,192380,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Draping - Show Pieces,192381,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Classic collars and Sleeves; Pattern magic,192382,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Dieren in therapie en coaching,192383,15 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",PR en communicatie,192384,8 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Bioprocess technology,192385,15 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Molecular biology,192386,10 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Innovation prospects,192387,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Jeans Concept,192388,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Blue Fair,192389,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Sourcing and distribution report,192390,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Business & Revenue,192391,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Portfolio and Semester exam,192392,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Portfolio,192393,2 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Semester exam,192394,2 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",TBB culture,192395,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Triptych,192396,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Electronique et Electrotechnique,192397,6 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Electronique,192398,2 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Electrotechnique,192399,2 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",TP Electronique et Electrotechnique,192400,2 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Mécanique,192401,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Mécanique des solides déformables,192402,2 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Mécanique générale,192403,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Caractérisation des matériaux,192404,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Fabrication,192405,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Fabrication,192406,1 studiepunt,,
