year,faculties,title,code,credits,evaluation_methods,second_chance
2025-26,"['IC Education, trajectschijf 3', 'IC Nursing (niet in 2025-26)', 'IC Nutrition and Dietetics (niet in 2025-26)', 'IC Occupational Therapy']",Interprofessional collaboration,189483,3 studiepunten,"[[{'moment': 'Binnen examenrooster', 'format': 'Geïntegreerde evaluatie', 'percentage': '100,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Geïntegreerde evaluatie', 'percentage': '100,00'}]]",wel mogelijk.
2025-26,"['IC AgroFood Sustainability', 'IC Audiology', 'IC Business, Retail and Languages', 'IC Chemistry, Biotechnology and Environmental Technology', 'IC Education, trajectschijf 3', 'IC Fashion & Textile Technology, trajectschijf 1', 'IC IT', 'IC Nursing (niet in 2025-26)', 'IC Nutrition and Dietetics (niet in 2025-26)', 'IC Occupational Therapy', 'IC Speech and Language Pathology', 'IC Sports program', 'IC Wood Technology']",Survival Dutch,189484,3 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Geïntegreerde evaluatie', 'percentage': '100,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Geïntegreerde evaluatie', 'percentage': '100,00'}]]",wel mogelijk.
2025-26,"['IC Education, trajectschijf 3']",Freinet methodology,189485,6 studiepunten,"[[{'moment': 'Binnen en buiten examenrooster', 'format': 'Geïntegreerde evaluatie', 'percentage': '100,00'}], [{'moment': 'Binnen en buiten examenrooster', 'format': 'Geïntegreerde evaluatie', 'percentage': '100,00'}]]",wel mogelijk.
2025-26,"['IC Education, trajectschijf 3']",Study visits: innovational education,189486,3 studiepunten,"[[{'moment': 'Binnen examenrooster', 'format': 'Mondeling examen', 'percentage': '100,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Mondeling examen', 'percentage': '100,00'}]]",wel mogelijk.
2025-26,"['IC Education, trajectschijf 3']",Socially engaged teacher,189487,3 studiepunten,"[[{'moment': 'Binnen examenrooster', 'format': 'Portfolio', 'percentage': '100,00'}]]",wel mogelijk.
2025-26,"['IC Education, trajectschijf 3']",Cross-curricular and project-based teaching,189488,3 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Observatie van functioneren van de student', 'percentage': '60,00'}, {'moment': 'Buiten examenrooster', 'format': 'Ontwerp', 'percentage': '40,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Geïntegreerde evaluatie', 'percentage': '100,00'}]]",wel mogelijk.
2025-26,"['IC Nutrition and Dietetics (niet in 2025-26), trajectschijf 3']",Practice placement: exploring the field,189489,3 studiepunten,,
2025-26,"['IC Nutrition and Dietetics (niet in 2025-26), trajectschijf 3']","Public health care, international and intercultural orientation in nutrition and dietetics",189490,3 studiepunten,,
2025-26,"['IC Nutrition and Dietetics (niet in 2025-26), trajectschijf 3']",Dietetic and community based intervention,189491,3 studiepunten,,
2025-26,"['IC Nursing (niet in 2025-26), trajectschijf 3', 'IC Nutrition and Dietetics (niet in 2025-26)']",Alternative medicine,189492,3 studiepunten,,
2025-26,"['IC Nursing (niet in 2025-26), trajectschijf 3', 'IC Nutrition and Dietetics (niet in 2025-26)']",International and intercultural focus in health care,189493,3 studiepunten,,
2025-26,"['IC Nursing (niet in 2025-26), trajectschijf 3']",Diversity and international focus in health care,189494,3 studiepunten,,
2025-26,"['IC Nursing (niet in 2025-26), trajectschijf 3']",Internship - nursing 1,189495,9 studiepunten,,
2025-26,"['IC Nursing (niet in 2025-26), trajectschijf 3']",Internship - nursing 2,189496,12 studiepunten,,
2025-26,"['IC Audiology', 'IC Nursing (niet in 2025-26), trajectschijf 3', 'IC Speech and Language Pathology']",Innovation in health and social Care,189497,3 studiepunten,"[[{'moment': 'Binnen examenrooster', 'format': 'Mondeling examen', 'percentage': '100,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Mondeling examen', 'percentage': '100,00'}]]",wel mogelijk.
2025-26,"['IC Nursing (niet in 2025-26), trajectschijf 3']",Artificial intelligence in health care,189498,3 studiepunten,,
2025-26,"['IC Audiology', 'IC Nursing (niet in 2025-26), trajectschijf 3', 'IC Speech and Language Pathology']",Lean management in health care,189499,3 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Paper', 'percentage': '70,00'}, {'moment': 'Buiten examenrooster', 'format': 'Presentatie', 'percentage': '30,00'}], [{'moment': 'Buiten examenrooster', 'format': 'Paper', 'percentage': '70,00'}, {'moment': 'Buiten examenrooster', 'format': 'Presentatie', 'percentage': '30,00'}]]",wel mogelijk.
2025-26,"['IC Nursing (niet in 2025-26), trajectschijf 3']",Nursing perspectives on care for older adults,189500,3 studiepunten,,
2025-26,"['IC Occupational Therapy, trajectschijf 3']",Research on new contexts for occupational therapy / health and social care,189501,3 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Geïntegreerde evaluatie', 'percentage': '100,00'}]]",wel mogelijk.
2025-26,"['IC Occupational Therapy, trajectschijf 3']",Professional development occupational therapy-children with special needs,189502,6 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Geïntegreerde evaluatie', 'percentage': '30,00'}, {'moment': 'Buiten examenrooster', 'format': 'Geïntegreerde evaluatie', 'percentage': '70,00'}], [{'moment': 'Buiten examenrooster', 'format': 'Geïntegreerde evaluatie', 'percentage': '30,00'}, {'moment': 'Buiten examenrooster', 'format': 'Geïntegreerde evaluatie', 'percentage': '70,00'}]]",wel mogelijk.
2025-26,"['IC Occupational Therapy, trajectschijf 3']",Occupational therapy in international perspective,189503,3 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Andere', 'percentage': '100,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Presentatie', 'percentage': '100,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de ergotherapie', 'IC Occupational Therapy, trajectschijf 3']",Motivational Interviewing in health care,189504,3 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Mondeling examen', 'percentage': '100,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Mondeling examen', 'percentage': '100,00'}]]",wel mogelijk.
2025-26,"['IC Occupational Therapy, trajectschijf 1']",Blended Intensive Program: Community Development in Health Care and Social Work,189505,3 studiepunten,,
2025-26,"['IC Social educational care work, trajectschijf 3', 'IC Social Work']",Co-design for inclusion and participation,189506,6 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Portfolio', 'percentage': '100,00'}], [{'moment': 'Buiten examenrooster', 'format': 'Portfolio', 'percentage': '100,00'}]]",wel mogelijk.
2025-26,"['IC Audiology', 'IC Nursing (niet in 2025-26)', 'IC Social educational care work, trajectschijf 3', 'IC Speech and Language Pathology']",Quality of life from an interprofessional perspective,189507,6 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Presentatie', 'percentage': '80,00'}, {'moment': 'Buiten examenrooster', 'format': 'Verslag', 'percentage': '20,00'}], [{'moment': 'Buiten examenrooster', 'format': 'Verslag', 'percentage': '100,00'}]]",wel mogelijk.
2025-26,"['IC Social educational care work, trajectschijf 1']",Creative skills and methods,189508,3 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Ontwerp', 'percentage': '50,00'}, {'moment': 'Buiten examenrooster', 'format': 'Verslag', 'percentage': '50,00'}], [{'moment': 'Buiten examenrooster', 'format': 'Ontwerp', 'percentage': '50,00'}, {'moment': 'Buiten examenrooster', 'format': 'Verslag', 'percentage': '50,00'}]]",wel mogelijk.
2025-26,"['Bachelor in de voedings- en dieetkunde', 'IC Nursing (niet in 2025-26)', 'IC Nutrition and Dietetics (niet in 2025-26)', 'IC Occupational Therapy', 'IC Social educational care work, trajectschijf 3']",Working in an intercultural context,189509,3 studiepunten,"[[{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '50,00'}, {'moment': 'Buiten examenrooster', 'format': 'Observatie van functioneren van de student', 'percentage': '25,00'}, {'moment': 'Buiten examenrooster', 'format': 'Presentatie', 'percentage': '25,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Schriftelijk examen', 'percentage': '50,00'}, {'moment': 'Buiten examenrooster', 'format': 'Presentatie', 'percentage': '50,00'}]]",wel mogelijk.
2025-26,"['IC Speech and Language Pathology, trajectschijf 3']",Placement Speech and language therapy,189510,10 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Geïntegreerde evaluatie', 'percentage': '100,00'}]]",niet mogelijk.
2025-26,"['IC Speech and Language Pathology, trajectschijf 3']",Pediatric rehabilitation,189511,5 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Geïntegreerde evaluatie', 'percentage': '100,00'}]]",niet mogelijk.
2025-26,"['IC Education', 'IC Sports program, trajectschijf 2']",Advanced level sport 1,189513,3 studiepunten,"[[{'moment': 'Binnen examenrooster', 'format': 'Vaardigheidstest', 'percentage': '100,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Vaardigheidstest', 'percentage': '100,00'}]]",wel mogelijk.
2025-26,"['IC Education', 'IC Sports program, trajectschijf 2']",Advanced level sport 2,189514,3 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Vaardigheidstest', 'percentage': '100,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Vaardigheidstest', 'percentage': '100,00'}]]",wel mogelijk.
2025-26,"['IC Education', 'IC Sports program, trajectschijf 2']",Group fitness 1,189515,3 studiepunten,"[[{'moment': 'Binnen examenrooster', 'format': 'Vaardigheidstest', 'percentage': '100,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Vaardigheidstest', 'percentage': '100,00'}]]",wel mogelijk.
2025-26,"['IC Education', 'IC Sports program, trajectschijf 3']",Specialisation in sports,189516,5 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Vaardigheidstest', 'percentage': '100,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Vaardigheidstest', 'percentage': '100,00'}]]",wel mogelijk.
2025-26,"['IC Sports program, trajectschijf 2']",Internship in sports,189517,4 studiepunten,"[[{'moment': 'Binnen examenrooster', 'format': 'Geïntegreerde evaluatie', 'percentage': '100,00'}]]",niet mogelijk.
2025-26,"['IC Sports program, trajectschijf 1']",Outdoor 1,189518,3 studiepunten,"[[{'moment': 'Binnen examenrooster', 'format': 'Mondeling examen', 'percentage': '40,00'}, {'moment': 'Buiten examenrooster', 'format': 'Vaardigheidstest', 'percentage': '60,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Mondeling examen', 'percentage': '40,00'}, {'moment': 'Binnen examenrooster', 'format': 'Vaardigheidstest', 'percentage': '60,00'}]]",wel mogelijk.
2025-26,"['IC Sports program, trajectschijf 2']",Advanced level sport 3,189519,3 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Mondeling examen', 'percentage': '40,00'}, {'moment': 'Buiten examenrooster', 'format': 'Vaardigheidstest', 'percentage': '60,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Mondeling examen', 'percentage': '40,00'}, {'moment': 'Binnen examenrooster', 'format': 'Vaardigheidstest', 'percentage': '60,00'}]]",wel mogelijk.
2025-26,"['IC Sports program, trajectschijf 2']",Outdoor 3,189520,3 studiepunten,"[[{'moment': 'Binnen examenrooster', 'format': 'Mondeling examen', 'percentage': '30,00'}, {'moment': 'Buiten examenrooster', 'format': 'Vaardigheidstest', 'percentage': '70,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Mondeling examen', 'percentage': '30,00'}, {'moment': 'Binnen examenrooster', 'format': 'Vaardigheidstest', 'percentage': '70,00'}]]",wel mogelijk.
2025-26,"['IC Sports program, trajectschijf 2']",Group fitness 2,189521,3 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Vaardigheidstest', 'percentage': '100,00'}], [{'moment': 'Buiten examenrooster', 'format': 'Vaardigheidstest', 'percentage': '100,00'}]]",wel mogelijk.
2025-26,"['IC Sports program, trajectschijf 3']",Outdoor 4,189522,3 studiepunten,"[[{'moment': 'Binnen examenrooster', 'format': 'Mondeling examen', 'percentage': '30,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Mondeling examen', 'percentage': '30,00'}], [{'moment': 'Buiten examenrooster', 'format': 'Observatie van functioneren van de student', 'percentage': '30,00'}, {'moment': 'Buiten examenrooster', 'format': 'Vaardigheidstest', 'percentage': '40,00'}]]",wel mogelijk.
2025-26,"['IC Sports program, trajectschijf 3']",International sports,189523,3 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Geïntegreerde evaluatie', 'percentage': '100,00'}]]",wel mogelijk.
2025-26,"['IC Sports program, trajectschijf 3']",Internship in sports,189524,6 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Observatie van functioneren van de student', 'percentage': '100,00'}]]",niet mogelijk.
2025-26,"['IC Sports program, trajectschijf 3']",Physical training camp,189525,3 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Vaardigheidstest', 'percentage': '100,00'}], [{'moment': 'Binnen examenrooster', 'format': 'Vaardigheidstest', 'percentage': '100,00'}]]",wel mogelijk.
2025-26,"['IC Sports program, trajectschijf 3']",Extreme adventure camp,189526,3 studiepunten,"[[{'moment': 'Buiten examenrooster', 'format': 'Vaardigheidstest', 'percentage': '100,00'}]]",niet mogelijk.
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",International marketing,189528,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Strategic Management,189529,4 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Digital Marketing,189530,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Human Resource Management,189531,8 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Business Ethics,189532,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Internationale stage  12 STP,189533,12 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Internationale stage  13 STP,189534,13 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Bachelorproef,189535,8 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Bachelorproef,189536,7 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Bachelorproef,189537,9 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Bachelorproef,189538,8 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Studiereis New York,189539,1 studiepunt,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 2']",Studiereis Salamanca,189540,2 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 2']",Studiereis Berlijn,189541,2 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 2']",Deelname Beurs Düsseldorf,189542,2 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 2']",Stage in een Franstalige context,189543,2 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 2']",Stage in een Engelstalige context,189544,2 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 1']",1 dag bezoeken over de taalgrens,189545,1 studiepunt,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 1']",Franstalige werkplekperiode in 3 weken,189546,5 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 2']",Project Datawarehouse,189547,1 studiepunt,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",GSE Conferentie Nederlands,189548,1 studiepunt,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",IP-project,189549,3 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Stage in het Zuiden (Peru),189550,20 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Studiereis China,189551,1 studiepunt,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Canon Law,189552,8 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Immigration Law,189553,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Risk management in banking and insurance,189554,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Portuguese Language and Culture (A1),189555,4 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Sustainable Management,189556,4 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Project Management & Information Systems Management,189557,4 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Contemporary World History,189558,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Managing business relationships,189559,7 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Consumer Behaviour I,189560,8 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",International Business and cultures,189561,5 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Creativity and innovativeness,189562,5 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Green logistics,189563,5 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Financial Mathematics,189564,4 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Innovation in Banking and Fintech,189565,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",International Economics,189566,8 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 2']",Wildlife Management,189567,7 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 2']",Boreal forest sector,189568,8 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 2']",Boreal forest management,189569,8 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 2']",Large predator ecology and management,189570,8 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",French as foreign language,189571,4 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Corporate Finance,189572,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Entrepreneurial Ecosystems,189573,4 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Marketing communication,189574,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 2']",International economics I,189575,5 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Digital transformation lab,189576,5 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Behavioural economics,189577,5 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Spanish 1,189578,4 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Marketing 1,189579,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",International Marketing,189580,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Business Fundamentals,189581,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Management Technologies,189582,3 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",International Strategic Management,189583,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",System Administration,189584,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Information coding,189585,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Machine Learning,189586,5 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Competition Law,189587,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",International Law,189588,9 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Business English VII,189589,4 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Soft Skills Seminar,189590,4 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Business negotiations,189591,5 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Law and Human and Commercial Dynamics of Business,189592,5 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Services Marketing,189593,5 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",French Language Course,189594,5 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Supply Chain Management & Purchasing,189595,5 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Understanding the French Culture and Business Practices,189596,5 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Business Administration,189597,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",ICT Tools For Business,189598,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Organization Of The Tourist Company,189599,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Social Networks,189600,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Online Reputation And Digital Identity,189601,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",European Union Law,189602,9 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Leadership and emotional intelligence,189603,3 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Decision-making psychology applied to organizations,189604,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Laboratorio - negotiation,189605,3 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",International public law,189606,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Theory of law,189607,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Roman law,189608,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Keys to contemporary history,189609,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Private international law,189610,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Financial reporting and analysis,189611,8 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Financial system and institution,189612,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Consumer behavior,189613,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Organizational design,189614,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Logistics,189615,4 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",International Finance,189616,4 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Entrepreneurship and new venture planning,189617,5 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Global Marketing,189618,3 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",International Transactions,189619,5 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 2']",Innovation Management,189620,5 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",International Trade Simulation,189621,3 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Comercio Electronico (e-commerce),189622,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Strategic Management II,189623,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Marketing,189624,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Emerging powers and markets,189625,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Business Analysis,189626,5 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Organizational Creativity,189627,5 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Portugueses language and culture + Organizational behaviour,189628,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Management,189629,7 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Individual Creativity,189630,5 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Foreign Language A II (Spanish),189631,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",E-commerce,189632,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Security and defense,189633,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Introduction Spanish judical system,189634,3 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",EU and it's legal order,189635,3 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 2']",SDG332: Environmental Economics and Sustainable Development,189636,10 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 2']",SDG331: History of Technology and Business in perspective of sustainability,189637,10 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 2']","SDG234: Innovation, Change Management and Sustainability",189638,10 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Behavioral Economics,189639,8 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Introduction to intl. Business,189640,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",B2.2 English,189641,5 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Consulting & Digitalization,189642,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",B2+ Deutsch im Studium: Grammatik und Wortschatz,189643,5 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Cross Cultural Competence,189644,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Spanish course (A1 level),189645,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Human Resources,189646,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Quality Management and Customer Service,189647,6 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Sustainable Development and Responsible Business,189648,5 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Fuel and lubrication technology,189649,5 studiepunten,,
2025-26,"['Mobiliteitsopleiding DBO/DIT, trajectschijf 3']",Strategic Management,189650,6 studiepunten,,
