RoomKey,Building,RoomFloor,Code,RoomName,Category,Capacity,Area
4615,2,,23.02.100.030,GBCLO.0.030,traphal,NULL,67.72
4619,2,,23.02.090.901,GBCLO.-1.901,traphal,NULL,0
4621,2,,23.02.090.903,GBCLO.-1.903,traphal,NULL,4.72
4622,2,,23.02.110.908,GBCLO.1.908,traphal,NULL,1.63
4623,2,,23.02.110.910,GBCLO.1.910,traphal,NULL,6.49
4624,2,,23.02.100.901,GBCLO.0.901,traphal,NULL,0
4630,2,,23.02.120.907,GBCLO.2.907,traphal,NULL,7.37
4633,2,,23.02.100.910,GBCLO.0.910,traphal,NULL,6.48
4637,2,,23.02.100.900,GBCLO.0.900,traphal,NULL,19.21
4640,2,,23.02.110.905,GBCLO.1.905,traphal,NULL,12.69
4641,2,,23.02.100.903,GBCLO.0.903,traphal,NULL,0
4650,2,,23.02.090.904,GBCLO.-1.904,traphal,NULL,12.9
4655,2,,23.02.110.906,GBCLO.1.906,traphal,NULL,14.39
4658,2,,23.02.090.001,GBCLO.-1.001,kruipkelder,NULL,30.61
4659,2,,23.02.090.069,GBCLO.-1.069,kruipkelder,NULL,9.35
4660,2,,23.02.090.050,GBCLO.-1.050,kruipkelder,NULL,35.71
4661,2,,23.02.090.005,GBCLO.-1.005,kruipkelder,NULL,25.46
4662,2,,23.02.090.058,GBCLO.-1.058,kruipkelder,NULL,23.76
4663,2,,23.02.090.019,GBCLO.-1.019,kruipkelder,NULL,6.4
4664,2,,23.02.090.012,GBCLO.-1.012,kruipkelder,NULL,18.94
4665,2,,23.02.090.066,GBCLO.-1.066,kruipkelder,NULL,35.63
4666,2,,23.02.090.070,GBCLO.-1.070,kruipkelder,NULL,5.58
4667,2,,23.02.090.067,GBCLO.-1.067,kruipkelder,NULL,49.32
4668,2,,23.02.090.020,GBCLO.-1.020,kruipkelder,NULL,26.3
4669,2,,23.02.090.068,GBCLO.-1.068,kruipkelder,NULL,30.11
4670,2,,23.02.090.004,GBCLO.-1.004,kruipkelder,NULL,19.56
4671,2,,23.02.090.014,GBCLO.-1.014,kruipkelder,NULL,20.93
4672,2,,23.02.090.008,GBCLO.-1.008,kruipkelder,NULL,20.97
4673,2,,23.02.090.011,GBCLO.-1.011,kruipkelder,NULL,22.53
4674,2,,23.02.090.018,GBCLO.-1.018,kruipkelder,NULL,29.11
4675,2,,23.02.090.023,GBCLO.-1.023,kruipkelder,NULL,14.58
4676,2,,23.02.090.065,GBCLO.-1.065,kruipkelder,NULL,11.36
4677,2,,23.02.090.006,GBCLO.-1.006,kruipkelder,NULL,88.43
4678,2,,23.02.090.061,GBCLO.-1.061,kruipkelder,NULL,39.5
4679,2,,23.02.090.013,GBCLO.-1.013,kruipkelder,NULL,19.85
4680,2,,23.02.090.002,GBCLO.-1.002,kruipkelder,NULL,30.64
4681,2,,23.02.090.047,GBCLO.-1.047,kruipkelder,NULL,19.16
4682,2,,23.02.090.060,GBCLO.-1.060,kruipkelder,NULL,14.52
4683,2,,23.02.090.022,GBCLO.-1.022,kruipkelder,NULL,26.89
4684,2,,23.02.090.059,GBCLO.-1.059,kruipkelder,NULL,8.63
4685,2,,23.02.090.009,GBCLO.-1.009,kruipkelder,NULL,24.15
4686,2,,23.02.090.007,GBCLO.-1.007,kruipkelder,NULL,32.03
4687,2,,23.02.090.062,GBCLO.-1.062,kruipkelder,NULL,77.8
4688,2,,23.02.090.010,GBCLO.-1.010,kruipkelder,NULL,31.38
4689,2,,23.02.090.063,GBCLO.-1.063,kruipkelder,NULL,12.38
4690,2,,23.02.090.003,GBCLO.-1.003,kruipkelder,NULL,13.16
4696,2,,23.02.090.039,GBCLO.-1.039,kleedkamer,NULL,14.78
4698,2,,23.02.090.040,GBCLO.-1.040,kleedkamer,NULL,14.78
4699,2,,23.02.090.029,GBCLO.-1.029,kleedkamer,NULL,4.81
4700,2,,23.02.090.028,GBCLO.-1.028,kleedkamer,NULL,4.81
4701,2,,23.02.100.011,GBCLO.0.011,docentenruimte,NULL,23.34
4704,2,,23.02.100.035,GBCLO.0.035,verbruikslokaal,NULL,111.46
4716,2,,23.02.090.057,GBCLO.-1.057,technischeruimte,NULL,23.88
4718,2,,23.02.100.005,GBCLO.0.005,opnamestudio,NULL,31.58
4719,2,,23.02.100.024b,GBCLO.0.024b,opnamestudio,NULL,0
4720,2,,23.02.100.024a,GBCLO.0.024a,opnamestudio,NULL,69.23
4721,2,,23.02.100.002,GBCLO.0.002,opnamestudio,NULL,96.58
4749,2,,23.02.100.038,GBCLO.0.038,kopieerlokaal,NULL,15.15
4756,2,,23.02.090.046,GBCLO.-1.046,sas,NULL,9.04
4758,2,,23.02.090.052,GBCLO.-1.052,sas,NULL,11.88
4762,2,,23.02.090.045,GBCLO.-1.045,sas,NULL,12.37
4765,2,,23.02.090.032,GBCLO.-1.032,sas,NULL,11.96
4777,2,,23.02.110.031,GBCLO.1.031,sas,NULL,11.28
4778,2,,23.02.090.034,GBCLO.-1.034,sas,NULL,11.15
4779,2,,23.02.100.025,GBCLO.0.025,sas,NULL,27.35
4780,2,,23.02.090.041,GBCLO.-1.041,sas,NULL,15.63
4782,2,,23.02.110.015,GBCLO.1.015,sas,NULL,9.88
4784,2,,23.02.110.004,GBCLO.1.004,sas,NULL,3.6
4785,2,,23.02.090.049,GBCLO.-1.049,sas,NULL,18.16
4788,2,,23.02.100.065,GBCLO.0.065,sas,NULL,17.09
4792,2,,23.02.100.054,GBCLO.0.054,sas,NULL,8.95
4795,2,,23.02.090.056,GBCLO.-1.056,schrijnwerkerij,NULL,27.59
4823,2,,23.02.100.050,GBCLO.0.050,groepslokaal,NULL,50.34
4824,2,,23.02.100.045,GBCLO.0.045,groepslokaal,NULL,155.42
4840,2,,23.02.100.009,GBCLO.0.009,regiekamer,NULL,22.39
4845,2,,23.02.100.950,GBCLO.0.950,liftkokers,NULL,3.06
4850,2,,23.02.110.950,GBCLO.1.950,liftkokers,NULL,3.06
4851,2,,23.02.100.951,GBCLO.0.951,liftkokers,NULL,3.61
4852,2,,23.02.110.951,GBCLO.1.951,liftkokers,NULL,3.4
4855,2,,23.02.120.950,GBCLO.2.950,liftkokers,NULL,3.06
4858,2,,23.02.090.950,GBCLO.-1.950,liftkokers,NULL,3.06
4859,2,,23.02.120.951,GBCLO.2.951,liftkokers,NULL,0
4860,2,,23.02.090.017,GBCLO.-1.017,elektriciteit,NULL,40.48
4862,2,,23.02.090.016,GBCLO.-1.016,elektriciteit,NULL,16.51
4871,2,,23.02.090.026,GBCLO.-1.026,opslagplaats,NULL,24.79
4873,2,,23.02.120.002,GBCLO.2.002,opslagplaats,NULL,25.49
4874,2,,23.02.120.005,GBCLO.2.005,opslagplaats,NULL,15.13
4875,2,,23.02.120.007,GBCLO.2.007,opslagplaats,NULL,19.53
4878,2,,23.02.120.008,GBCLO.2.008,opslagplaats,NULL,6.79
4881,2,,23.02.100.023,GBCLO.0.023,opslagplaats,NULL,24.32
4882,2,,23.02.120.006,GBCLO.2.006,opslagplaats,NULL,16.59
4883,2,,23.02.100.057,GBCLO.0.057,opslagplaats,NULL,11.65
4889,2,,23.02.090.033,GBCLO.-1.033,opslagplaats,NULL,37.18
4890,2,,23.02.120.004,GBCLO.2.004,opslagplaats,NULL,32.06
4892,2,,23.02.120.003,GBCLO.2.003,opslagplaats,NULL,23.56
4948,2,,23.02.100.004,GBCLO.0.004,gang,NULL,16.91
4953,2,,23.02.100.017,GBCLO.0.017,gang,NULL,103.64
4955,2,,23.02.100.059,GBCLO.0.059,gang,NULL,60.61
4959,2,,23.02.100.034,GBCLO.0.034,gang,NULL,77.13
4965,2,,23.02.100.020,GBCLO.0.020,gang,NULL,15.65
4969,2,,23.02.090.021,GBCLO.-1.021,gang,NULL,85.9
4972,2,,23.02.090.015,GBCLO.-1.015,gang,NULL,18.88
4975,2,,23.02.090.064,GBCLO.-1.064,gang,NULL,74.63
4976,2,,23.02.090.055,GBCLO.-1.055,gang,NULL,17.29
4979,2,,23.02.100.006,GBCLO.0.006,gang,NULL,127.13
4984,2,,23.02.100.031,GBCLO.0.031,gang,NULL,24.99
4986,2,,23.02.110.027,GBCLO.1.027,gang,NULL,97.43
4991,2,,23.02.090.042,GBCLO.-1.042,gang,NULL,87.75
4992,2,,23.02.100.044,GBCLO.0.044,gang,NULL,24.18
4993,2,,23.02.100.064,GBCLO.0.064,gang,NULL,41.7
4994,2,,23.02.100.063,GBCLO.0.063,gang,NULL,6.41
4996,2,,23.02.100.003,GBCLO.0.003,gang,NULL,9.65
4997,2,,23.02.100.014,GBCLO.0.014,gang,NULL,73.14
4998,2,,23.02.100.037,GBCLO.0.037,gang,NULL,9.38
5001,2,,23.02.100.039,GBCLO.0.039,gang,NULL,29.99
5003,2,,23.02.110.007,GBCLO.1.007,gang,NULL,28.51
5004,2,,23.02.100.049,GBCLO.0.049,gang,NULL,149.5
5005,2,,23.02.110.009,GBCLO.1.009,gang,NULL,63.17
5010,2,,23.02.090.027,GBCLO.-1.027,gang,NULL,7.36
5012,2,,23.02.100.051,GBCLO.0.051,gang,NULL,9.4
5014,2,,23.02.100.041,GBCLO.0.041,PR-lokaal,NULL,18.15
5019,2,,23.02.110.001,GBCLO.1.001,auditorium,60,133.43
5020,2,,23.02.100.001,GBCLO.0.001,auditorium,86,110.34
5021,2,,23.02.100.022,GBCLO.0.022,auditorium,NULL,142.65
5023,2,,23.02.100.040,GBCLO.0.040,afwaslokaal,NULL,10.12
5037,2,,23.02.090.038,GBCLO.-1.038,sanitair,NULL,3.69
5038,2,,23.02.110.023,GBCLO.1.023,sanitair,NULL,2.01
5040,2,,23.02.100.019,GBCLO.0.019,sanitair,NULL,14.7
5041,2,,23.02.090.030,GBCLO.-1.030,sanitair,NULL,3.2
5046,2,,23.02.100.061,GBCLO.0.061,sanitair,NULL,4.79
5047,2,,23.02.090.037,GBCLO.-1.037,sanitair,NULL,3.69
5049,2,,23.02.110.025,GBCLO.1.025,sanitair,NULL,3.56
5052,2,,23.02.110.024,GBCLO.1.024,sanitair,NULL,3.56
5061,2,,23.02.100.060,GBCLO.0.060,sanitair,NULL,3.48
5067,2,,23.02.090.031,GBCLO.-1.031,sanitair,NULL,3.36
5068,2,,23.02.090.035,GBCLO.-1.035,sanitair,NULL,3.69
5070,2,,23.02.110.026,GBCLO.1.026,sanitair,NULL,4.67
5074,2,,23.02.100.062,GBCLO.0.062,sanitair,NULL,14.17
5075,2,,23.02.100.055,GBCLO.0.055,sanitair,NULL,16.98
5076,2,,23.02.110.022,GBCLO.1.022,sanitair,NULL,2.01
5079,2,,23.02.090.036,GBCLO.-1.036,sanitair,NULL,3.69
5080,2,,23.02.100.018,GBCLO.0.018,sanitair,NULL,11.31
5082,2,,23.02.110.002,GBCLO.1.002,toiletten,NULL,16.79
5083,2,,23.02.110.003,GBCLO.1.003,toiletten,NULL,3.29
5084,2,,23.02.110.006,GBCLO.1.006,toiletten,NULL,20.24
5086,2,,23.02.100.056,GBCLO.0.056,dienstkeuken,NULL,21.11
5093,2,,23.02.100.042,GBCLO.0.042,berging,NULL,7.13
5097,2,,23.02.100.026,GBCLO.0.026,berging,NULL,5.55
5102,2,,23.02.090.053,GBCLO.-1.053,berging,NULL,25.56
5108,2,,23.02.090.025,GBCLO.-1.025,berging,NULL,54.14
5110,2,,23.02.100.046,GBCLO.0.046,berging,NULL,26.37
5114,2,,23.02.100.048,GBCLO.0.048,berging,NULL,28.34
5115,2,,23.02.100.058,GBCLO.0.058,berging,NULL,38.29
5118,2,,23.02.100.047,GBCLO.0.047,berging,NULL,25.4
5123,2,,23.02.090.044,GBCLO.-1.044,berging,NULL,59.59
5124,2,,23.02.100.010,GBCLO.0.010,berging,NULL,15.91
5127,2,,23.02.090.043,GBCLO.-1.043,berging,NULL,32.02
5129,2,,23.02.090.054,GBCLO.-1.054,berging,NULL,24.58
5169,2,,23.02.110.005,GBCLO.1.005,leslokaal,NULL,51.41
5190,2,,23.02.100.036,GBCLO.0.036,burelen,NULL,17.45
5192,2,,23.02.100.052,GBCLO.0.052,burelen,NULL,0
5208,2,,23.02.090.048,GBCLO.-1.048,archief,NULL,19.54
5209,2,,23.02.090.051,GBCLO.-1.051,archief,NULL,19.37
5214,2,,23.02.120.001,GBCLO.2.001,HVAC,NULL,58.15
5216,2,,23.02.090.024,GBCLO.-1.024,HVAC,NULL,26.77
5330,2,,23.02.100.021,GBCLO.0.021,eerstehulplokaal,NULL,27.59
5332,2,,23.02.110.016,GBCLO.1.016,atelier,NULL,121.38
5333,2,,23.02.110.019,GBCLO.1.019,atelier,NULL,64.44
5334,2,,23.02.100.032,GBCLO.0.032,atelier,NULL,69.1
5339,2,,23.02.110.011,GBCLO.1.011,atelier,NULL,56.7
5342,2,,23.02.100.053,GBCLO.0.053,atelier,NULL,81.26
5347,2,,23.02.100.012,GBCLO.0.012,atelier,NULL,20.4
5348,2,,23.02.110.012,GBCLO.1.012,atelier,NULL,51.9
5349,2,,23.02.100.013,GBCLO.0.013,atelier,NULL,81.64
5353,2,,23.02.110.014,GBCLO.1.014,atelier,NULL,45.92
5354,2,,23.02.110.029,GBCLO.1.029,atelier,NULL,51.04
5355,2,,23.02.110.017,GBCLO.1.017,atelier,NULL,110.59
5357,2,,23.02.100.016,GBCLO.0.016,atelier,NULL,93.11
5358,2,,23.02.110.010,GBCLO.1.010,atelier,NULL,71.12
5360,2,,23.02.110.028,GBCLO.1.028,atelier,NULL,89.04
5361,2,,23.02.110.013,GBCLO.1.013,atelier,NULL,95.93
5363,2,,23.02.100.015,GBCLO.0.015,atelier,NULL,34.23
5364,2,,23.02.100.033,GBCLO.0.033,atelier,NULL,124.76
5366,2,,23.02.100.028,GBCLO.0.028,atelier,NULL,19.87
5368,2,,23.02.110.018,GBCLO.1.018,atelier,NULL,92.17
5369,2,,23.02.110.030,GBCLO.1.030,atelier,NULL,42.08
5371,2,,23.02.100.029,GBCLO.0.029,atelier,NULL,25.78
5372,2,,23.02.110.032,GBCLO.1.032,atelier,NULL,108.61
5395,2,,23.02.110.008,GBCLO.1.008,kantoor,NULL,33.06
5405,2,,23.02.110.021,GBCLO.1.021,kantoor,NULL,23.04
5422,2,,23.02.100.027,GBCLO.0.027,kantoor,NULL,17.44
5423,2,,23.02.100.008,GBCLO.0.008,kantoor,NULL,24.8
5439,2,,23.02.110.020,GBCLO.1.020,kantoor,NULL,22.93
5441,2,,23.02.100.007,GBCLO.0.007,kantoor,NULL,21.52
5483,2,,24.02.100.903,GGSPA.0.903,traphal,NULL,0
5487,2,,24.02.100.902,GGSPA.0.902,traphal,NULL,0
5489,2,,24.02.100.901,GGSPA.0.901,traphal,NULL,0
5509,2,,24.02.100.002,GGSPA.0.002,technischeruimte,NULL,0
5516,2,,24.02.100.005,GGSPA.0.005,repetitieruimte,NULL,183.92
5530,2,,24.02.100.009,GGSPA.0.009,sas,NULL,0
5537,2,,24.02.100.950,GGSPA.0.950,liftkokers,NULL,0
5543,2,,24.02.100.003,GGSPA.0.003,inkom,NULL,0
5544,2,,24.02.100.015,GGSPA.0.015,inkom,NULL,0
5545,2,,24.02.100.001,GGSPA.0.001,inkom,NULL,0
5547,2,,24.02.100.014,GGSPA.0.014,opslagplaats,NULL,0
5549,2,,24.02.100.007,GGSPA.0.007,opslagplaats,NULL,0
5564,2,,24.02.100.008,GGSPA.0.008,gang,NULL,0
5604,2,,24.02.100.010,GGSPA.0.010,toiletten,NULL,0
5606,2,,24.02.100.011,GGSPA.0.011,toiletten,NULL,0
5608,2,,24.02.100.012,GGSPA.0.012,toiletten,NULL,0
5632,2,,24.02.100.004,GGSPA.0.004,berging,NULL,0
5634,2,,24.02.100.006,GGSPA.0.006,koker,NULL,0
5697,2,,24.02.100.013,GGSPA.0.013,eerstehulplokaal,NULL,0
