SubgroupKey;SubgroupCode;ProgramName;ProgramFamily;ProgramNameSource;ProgramFamilySource;InferenceConfidence;InferenceEvidenceCount
4309;5870105;GRAD-BIOT/2B;GRAD-BIOT;students;students;;
4310;5870106;GRAD-BIOT/2B;GRAD-BIOT;students;students;;
4311;5870107;GRAD-BIOT/2B;GRAD-BIOT;students;students;;
4312;5870108;GRAD-BIOT/2B;GRAD-BIOT;students;students;;
4313;5870109;GRAD-BIOT/2B;GRAD-BIOT;students;students;;
4314;5870110;;;;;;
4315;5870114;GRAD-MCS1-CS/1D;GRAD-MCS1-CS;students;students;;
4316;5870118;GRAD-MCS1-CS/1D;GRAD-MCS1-CS;students;students;;
4317;5870121;GRAD-MCS1-CS/1D;GRAD-MCS1-CS;students;students;;
4318;5870124;GRAD-MCS1-CS/1D;GRAD-MCS1-CS;students;students;;
4319;5870130;GRAD-MCS1-CS/1D;GRAD-MCS1-CS;students;students;;
4320;5870131;GRAD-MCS1-CS/1D;GRAD-MCS1-CS;students;students;;
4321;5870134;GRAD-MCS1-CS/1D;GRAD-MCS1-CS;students;students;;
4322;5870154;;GRAD-BKT;;lecture_subgroup_cooccurrence;1.0;11.0
4323;5870156;GRAD-BKT/1B1;GRAD-BKT;students;students;;
4324;5870239;GRAD-PRG1-GENT/AVOND/2A;GRAD-PRG1-GENT;students;students;;
4325;5870240;GRAD-PRG1-GENT/AVOND/2A;GRAD-PRG1-GENT;students;students;;
4326;5870255;GRAD-PRG1-GENT/AVOND/2A;GRAD-PRG1-GENT;students;students;;
4327;5870256;GRAD-PRG1-GENT/AVOND/2A;GRAD-PRG1-GENT;students;students;;
4328;5870263;GRAD-PRG1-GENT/DAG/2A;GRAD-PRG1-GENT;students;students;;
4329;5870267;;;;;;
4330;5870272;GRAD-PRG1-GENT/DAG/2A;GRAD-PRG1-GENT;students;students;;
4331;5870304;GRAD-PRG1-GENT/DAG/2B;GRAD-PRG1-GENT;students;students;;
4332;5870308;;;;;;
4333;5870313;GRAD-PRG1-GENT/DAG/2B;GRAD-PRG1-GENT;students;students;;
4334;5870367;;;;;;
4335;5870369;GRAD-PRG1-GENT/AVOND/3A;GRAD-PRG1-GENT;students;students;;
4336;5872095;PBA-TIN-TI/2A3;PBA-TIN-TI;students;students;;
4337;5872097;PBA-TIN-TI/2A3;PBA-TIN-TI;students;students;;
4338;5872099;PBA-TIN-TI/2A3;PBA-TIN-TI;students;students;;
4339;5872100;PBA-TIN-TI/2A3;PBA-TIN-TI;students;students;;
4340;5872102;PBA-TIN-TI/2A3;PBA-TIN-TI;students;students;;
4341;5872103;;;;;;
4342;5872107;PBA-TIN-TI/2A3;PBA-TIN-TI;students;students;;
4343;5872109;PBA-TIN-TI/2A3;PBA-TIN-TI;students;students;;
4344;5872110;PBA-TIN-TI/2A3;PBA-TIN-TI;students;students;;
4345;5872111;PBA-TIN-TI/2A3;PBA-TIN-TI;students;students;;
4346;5872112;PBA-TIN-TI/2A3;PBA-TIN-TI;students;students;;
4347;5872325;PBA-TIN-TI/3A2;PBA-TIN-TI;students;students;;
4348;5872340;PBA-TIN-TI/3A2;PBA-TIN-TI;students;students;;
4349;5872343;PBA-TIN-TI/3A2;PBA-TIN-TI;students;students;;
4350;5872345;PBA-TIN-TI/3A2;PBA-TIN-TI;students;students;;
4351;5872461;PBA-TIN-TI/3A2;PBA-TIN-TI;students;students;;
4352;5872512;PBA-SW/3A1;PBA-SW;students;students;;
4353;5872513;PBA-SW/3A1;PBA-SW;students;students;;
4354;5872544;;PBA-VG-VG;;lecture_subgroup_cooccurrence;1.0;17.0
4355;5872545;PBA-VG-VG/2E2;PBA-VG-VG;students;students;;
4356;5872546;;PBA-VG-VG;;lecture_subgroup_cooccurrence;1.0;10.0
4357;5872547;PBA-VG-VG/2E2;PBA-VG-VG;students;students;;
4358;5872548;;PBA-VG-VG;;lecture_subgroup_cooccurrence;1.0;21.0
4359;5872635;PBA-VG-VG/2F1;PBA-VG-VG;students;students;;
4360;5872638;PBA-VG-VG/2F1;PBA-VG-VG;students;students;;
4361;5872640;PBA-VG-VG/2F1;PBA-VG-VG;students;students;;
4362;5872641;;PBA-VG-VG;;lecture_subgroup_cooccurrence;1.0;22.0
4363;5872642;PBA-VG-VG/2F1;PBA-VG-VG;students;students;;
4364;5872643;PBA-VG-VG/2F1;PBA-VG-VG;students;students;;
4365;5872645;PBA-VG-VG/2F1;PBA-VG-VG;students;students;;
4366;5872646;PBA-VG-VG/2F1;PBA-VG-VG;students;students;;
4367;5872647;PBA-VG-VG/2F1;PBA-VG-VG;students;students;;
4368;5872648;PBA-VG-VG/2F1;PBA-VG-VG;students;students;;
4369;5872649;;PBA-VG-VG;;lecture_subgroup_cooccurrence;1.0;18.0
4370;5872753;PBA-VG-VG/2F1;PBA-VG-VG;students;students;;
4371;5872754;PBA-VG-VG/2F1;PBA-VG-VG;students;students;;
4372;5872755;PBA-VG-VG/2F1;PBA-VG-VG;students;students;;
4373;5872756;;PBA-VG-VG;;lecture_subgroup_cooccurrence;1.0;25.0
4374;5872757;;PBA-VG-VG;;lecture_subgroup_cooccurrence;1.0;21.0
4375;5872775;PBA-ORTH/1A6;PBA-ORTH;students;students;;
4376;5872797;PBA-ORTH/1A6;PBA-ORTH;students;students;;
4377;5872799;PBA-ORTH/1A6;PBA-ORTH;students;students;;
4378;5872800;PBA-ORTH/1A6;PBA-ORTH;students;students;;
4379;5872801;PBA-ORTH/1A6;PBA-ORTH;students;students;;
4380;5872802;PBA-ORTH/1A6;PBA-ORTH;students;students;;
4381;5872803;PBA-ORTH/1A6;PBA-ORTH;students;students;;
4382;5872804;PBA-ORTH/1A6;PBA-ORTH;students;students;;
4383;5872805;;PBA-ORTH;;lecture_subgroup_cooccurrence;1.0;18.0
4384;5872851;PBA-ORTH/1B1;PBA-ORTH;students;students;;
4385;5872873;PBA-ORTH/1B1;PBA-ORTH;students;students;;
4386;5872874;PBA-ORTH/1B1;PBA-ORTH;students;students;;
4387;5872875;PBA-ORTH/1B1;PBA-ORTH;students;students;;
4388;5872876;;PBA-ORTH;;lecture_subgroup_cooccurrence;1.0;21.0
4389;5872877;PBA-ORTH/1B1;PBA-ORTH;students;students;;
4390;5872878;PBA-ORTH/1B1;PBA-ORTH;students;students;;
4391;5872879;PBA-ORTH/1B1;PBA-ORTH;students;students;;
4392;5872880;PBA-ORTH/1B1;PBA-ORTH;students;students;;
4393;5872881;PBA-ORTH/1B1;PBA-ORTH;students;students;;
4394;5872927;;PBA-ORTH;;lecture_subgroup_cooccurrence;1.0;17.0
4395;5872949;PBA-ORTH/1B2;PBA-ORTH;students;students;;
4396;5872950;;;;;;
4397;5872951;PBA-ORTH/1B2;PBA-ORTH;students;students;;
4398;5872952;PBA-ORTH/1B2;PBA-ORTH;students;students;;
4399;5872953;PBA-ORTH/1B2;PBA-ORTH;students;students;;
4400;5872954;PBA-ORTH/1B2;PBA-ORTH;students;students;;
4401;5872955;PBA-ORTH/1B2;PBA-ORTH;students;students;;
4402;5872956;;PBA-ORTH;;lecture_subgroup_cooccurrence;1.0;37.0
4403;5872957;PBA-ORTH/1B2;PBA-ORTH;students;students;;
4404;5873003;PBA-ORTH/1B3;PBA-ORTH;students;students;;
4405;5873025;PBA-ORTH/1B3;PBA-ORTH;students;students;;
4406;5873027;PBA-ORTH/1B3;PBA-ORTH;students;students;;
4407;5873028;PBA-ORTH/1B3;PBA-ORTH;students;students;;
4408;5873029;PBA-ORTH/1B3;PBA-ORTH;students;students;;
4409;5873030;;PBA-ORTH;;lecture_subgroup_cooccurrence;1.0;3.0
4410;5873031;PBA-ORTH/1B3;PBA-ORTH;students;students;;
4411;5873032;PBA-ORTH/1B3;PBA-ORTH;students;students;;
4412;5873033;PBA-ORTH/1B3;PBA-ORTH;students;students;;
4413;5873079;PBA-ORTH/1B4;PBA-ORTH;students;students;;
4414;5873101;PBA-ORTH/1B4;PBA-ORTH;students;students;;
4415;5873103;PBA-ORTH/1B4;PBA-ORTH;students;students;;
4416;5873104;;PBA-ORTH;;lecture_subgroup_cooccurrence;1.0;21.0
4417;5873105;PBA-ORTH/1B4;PBA-ORTH;students;students;;
4418;5873106;PBA-ORTH/1B4;PBA-ORTH;students;students;;
4419;5873107;PBA-ORTH/1B4;PBA-ORTH;students;students;;
4420;5873108;PBA-ORTH/1B4;PBA-ORTH;students;students;;
4421;5873109;PBA-ORTH/1B4;PBA-ORTH;students;students;;
4422;5873155;;PBA-ORTH;;lecture_subgroup_cooccurrence;1.0;17.0
4423;5873177;PBA-ORTH/1B5;PBA-ORTH;students;students;;
4424;5873179;PBA-ORTH/1B5;PBA-ORTH;students;students;;
4425;5873180;PBA-ORTH/1B5;PBA-ORTH;students;students;;
4426;5873181;PBA-ORTH/1B5;PBA-ORTH;students;students;;
4427;5873182;PBA-ORTH/1B5;PBA-ORTH;students;students;;
4428;5873183;PBA-ORTH/1B5;PBA-ORTH;students;students;;
4429;5873184;PBA-ORTH/1B5;PBA-ORTH;students;students;;
4430;5873185;PBA-ORTH/1B5;PBA-ORTH;students;students;;
4431;5873231;;PBA-ORTH;;lecture_subgroup_cooccurrence;1.0;17.0
4432;5873253;PBA-ORTH/1B6;PBA-ORTH;students;students;;
4433;5873255;PBA-ORTH/1B6;PBA-ORTH;students;students;;
4434;5873256;;PBA-ORTH;;lecture_subgroup_cooccurrence;1.0;21.0
4435;5873257;PBA-ORTH/1B6;PBA-ORTH;students;students;;
4436;5873258;PBA-ORTH/1B6;PBA-ORTH;students;students;;
4437;5873259;PBA-ORTH/1B6;PBA-ORTH;students;students;;
4438;5873260;PBA-ORTH/1B6;PBA-ORTH;students;students;;
4439;5873261;PBA-ORTH/1B6;PBA-ORTH;students;students;;
4440;5873307;PBA-ORTH/1C1;PBA-ORTH;students;students;;
4441;5873329;;PBA-ORTH;;lecture_subgroup_cooccurrence;1.0;5.0
4442;5873331;PBA-ORTH/1C1;PBA-ORTH;students;students;;
4443;5873332;;PBA-ORTH;;lecture_subgroup_cooccurrence;1.0;21.0
4444;5873333;PBA-ORTH/1C1;PBA-ORTH;students;students;;
4445;5873334;PBA-ORTH/1C1;PBA-ORTH;students;students;;
4446;5873335;PBA-ORTH/1C1;PBA-ORTH;students;students;;
4447;5873336;PBA-ORTH/1C1;PBA-ORTH;students;students;;
4448;5873337;PBA-ORTH/1C1;PBA-ORTH;students;students;;
4449;5873432;PBA-BM-MK/1D;PBA-BM-MK;students;students;;
4450;5873434;PBA-BM-MK/1D;PBA-BM-MK;students;students;;
4451;5873435;PBA-BM-MK/1D;PBA-BM-MK;students;students;;
4452;5873437;PBA-BM-MK/1D;PBA-BM-MK;students;students;;
4453;5873438;PBA-BM-MK/1D;PBA-BM-MK;students;students;;
4454;5873681;PBA-BM-ML/2SEM2;PBA-BM-ML;students;students;;
4455;5873852;PBA-VPK4/4SEM1;PBA-VPK4;students;students;;
4456;5873854;PBA-VPK4/4SEM1;PBA-VPK4;students;students;;
4457;5873855;PBA-VPK4/4SEM1;PBA-VPK4;students;students;;
4458;5873879;PBA-VPK4/4SEM1;PBA-VPK4;students;students;;
4459;5874030;PBA-RM-RM/3;PBA-RM-RM;lecture_subgroup_cooccurrence;lecture_subgroup_cooccurrence;1.0;6.0
4460;5874282;PBA-SO/LOBR/1B;PBA-SO;students;students;;
4461;5874283;PBA-SO/LOBR/1B;PBA-SO;students;students;;
4462;5874284;PBA-SO/LOBR/1B;PBA-SO;students;students;;
4463;5874285;PBA-SO/LOBR/1B;PBA-SO;students;students;;
4464;5874286;;PBA-SO;;lecture_subgroup_cooccurrence;1.0;6.0
4465;5874287;PBA-SO/LOBR/1B;PBA-SO;students;students;;
4466;5874288;PBA-SO/LOBR/1B;PBA-SO;students;students;;
4467;5874289;;PBA-SO;;lecture_subgroup_cooccurrence;1.0;43.0
4468;5874290;PBA-SO/LOBR/1B;PBA-SO;students;students;;
4469;5874291;PBA-SO/LOBR/1B;PBA-SO;students;students;;
4470;5874292;PBA-SO/LOBR/1B;PBA-SO;students;students;;
4471;5874293;;PBA-SO;;lecture_subgroup_cooccurrence;1.0;5.0
4472;5874408;;PBA-SO;;lecture_subgroup_cooccurrence;1.0;12.0
4473;5874473;PBA-SO/LOBR/1C;PBA-SO;students;students;;
4474;5874553;PBA-SO/LOBR/1C;PBA-SO;students;students;;
4475;5874554;;PBA-SO;;lecture_subgroup_cooccurrence;1.0;12.0
4476;5874555;PBA-SO/LOBR/1C;PBA-SO;students;students;;
4477;5874556;PBA-SO/LOBR/1C;PBA-SO;students;students;;
4478;5874557;PBA-SO/LOBR/1C;PBA-SO;students;students;;
4479;5874559;PBA-SO/LOBR/1C;PBA-SO;students;students;;
4480;5874560;PBA-SO/LOBR/1C;PBA-SO;students;students;;
4481;5874561;;;;;;
4482;5874562;PBA-SO/LOBR/1C;PBA-SO;students;students;;
4483;5874563;PBA-SO/LOBR/1C;PBA-SO;students;students;;
4484;5874564;PBA-SO/LOBR/1C;PBA-SO;students;students;;
4485;5874565;PBA-SO/LOBR/1C;PBA-SO;students;students;;
4486;5874680;PBA-SO/LOBR/1D;PBA-SO;students;students;;
4487;5874745;PBA-SO/LOBR/1D;PBA-SO;students;students;;
4488;5874825;PBA-SO/LOBR/1D;PBA-SO;students;students;;
4489;5874826;PBA-SO/LOBR/1D;PBA-SO;students;students;;
4490;5874827;PBA-SO/LOBR/1D;PBA-SO;students;students;;
4491;5874828;PBA-SO/LOBR/1D;PBA-SO;students;students;;
4492;5874829;PBA-SO/LOBR/1D;PBA-SO;students;students;;
4493;5874831;PBA-SO/LOBR/1D;PBA-SO;students;students;;
4494;5874832;PBA-SO/LOBR/1D;PBA-SO;students;students;;
4495;5874833;PBA-SO/LOBR/1D;PBA-SO;students;students;;
4496;5874834;;PBA-SO;;lecture_subgroup_cooccurrence;1.0;29.0
4497;5874835;PBA-SO/LOBR/1D;PBA-SO;students;students;;
4498;5874836;;PBA-SO;;lecture_subgroup_cooccurrence;1.0;11.0
4499;5874837;PBA-SO/LOBR/1D;PBA-SO;students;students;;
4500;5874940;PBA-BM-RE/1C;PBA-BM-RE;students;students;;
4501;5875500;PBA-BM-KM/1SEM2;PBA-BM-KM;students;students;;
4502;5875545;;;;;;
4503;5875553;PBA-BM-KM/1SEM2;PBA-BM-KM;students;students;;
4504;5875827;INT-BRL_BU/1SEM2;INT-BRL_BU;lecture_subgroup_cooccurrence;lecture_subgroup_cooccurrence;1.0;13.0
4505;5875830;PBA-BM-KM/2SEM2;PBA-BM-KM;students;students;;
4506;5876135;PBA-BM-MK/1B;PBA-BM-MK;students;students;;
4507;5876137;PBA-BM-MK/1B;PBA-BM-MK;students;students;;
4508;5876141;PBA-BM-MK/1B;PBA-BM-MK;students;students;;
4509;5876143;PBA-BM-MK/1B;PBA-BM-MK;students;students;;
4510;5876294;PBA-BM-MK/1B;PBA-BM-MK;students;students;;
4511;5876524;;GRAD-BKT;;lecture_subgroup_cooccurrence;1.0;11.0
4512;5876526;GRAD-BKT/1A1;GRAD-BKT;students;students;;
4513;5876542;GRAD-WERF-WON/1A;GRAD-WERF-WON;students;students;;
4514;5876545;GRAD-WERF-WON/1A;GRAD-WERF-WON;students;students;;
4515;5876546;GRAD-WERF-WON/1A;GRAD-WERF-WON;students;students;;
4516;5876547;GRAD-WERF-WON/1A;GRAD-WERF-WON;students;students;;
4517;5876548;GRAD-WERF-WON/1A;GRAD-WERF-WON;students;students;;
4518;5876550;;;;;;
4519;5876551;;;;;;
4520;5876553;GRAD-WERF-WON/1A;GRAD-WERF-WON;students;students;;
4521;5876557;GRAD-WERF-WON/1A;GRAD-WERF-WON;students;students;;
4522;5876558;GRAD-WERF-WON/1A;GRAD-WERF-WON;students;students;;
4523;5876559;GRAD-WERF-WON/1A;GRAD-WERF-WON;students;students;;
4524;5876560;GRAD-WERF-WON/1A;GRAD-WERF-WON;students;students;;
4525;5876561;;GRAD-WERF-WON;;lecture_subgroup_cooccurrence;1.0;14.0
4526;5876562;;;;;;
4527;5876596;GRAD-WERF-WON/1A;GRAD-WERF-WON;students;students;;
4528;5876597;GRAD-WERF-WEG/1A;GRAD-WERF-WEG;students;students;;
4529;5876600;GRAD-WERF-WEG/1A;GRAD-WERF-WEG;students;students;;
4530;5876601;GRAD-WERF-WEG/1A;GRAD-WERF-WEG;students;students;;
4531;5876602;GRAD-WERF-WEG/1A;GRAD-WERF-WEG;students;students;;
4532;5876603;GRAD-WERF-WEG/1A;GRAD-WERF-WEG;students;students;;
4533;5876605;GRAD-WERF-WEG/1A;GRAD-WERF-WEG;students;students;;
4534;5876606;GRAD-WERF-WEG/1A;GRAD-WERF-WEG;students;students;;
4535;5876608;GRAD-WERF-WEG/1A;GRAD-WERF-WEG;students;students;;
4536;5876618;GRAD-WERF-WEG/1A;GRAD-WERF-WEG;students;students;;
4537;5876619;GRAD-WERF-WEG/1A;GRAD-WERF-WEG;students;students;;
4538;5876620;GRAD-WERF-WEG/1A;GRAD-WERF-WEG;students;students;;
4539;5876621;GRAD-WERF-WEG/1A;GRAD-WERF-WEG;students;students;;
4540;5876622;GRAD-WERF-WEG/1A;GRAD-WERF-WEG;students;students;;
4541;5876623;GRAD-WERF-WEG/1A;GRAD-WERF-WEG;students;students;;
4542;5876653;INT-EDU/SEM1;INT-EDU;students;students;;
4543;5876654;INT-EDU/SEM1;INT-EDU;students;students;;
4544;5876657;INT-EDU/SEM1;INT-EDU;students;students;;
4545;5876684;INT-OT/1SEM1;INT-OT;students;students;;
4546;5876689;PBA-ORTH/3Keuze;PBA-ORTH;lecture_subgroup_cooccurrence;lecture_subgroup_cooccurrence;1.0;9.0
4547;5876690;PBA-ORTH/3Keuze;PBA-ORTH;lecture_subgroup_cooccurrence;lecture_subgroup_cooccurrence;1.0;9.0
4548;5876691;PBA-ORTH/3Keuze;PBA-ORTH;lecture_subgroup_cooccurrence;lecture_subgroup_cooccurrence;1.0;6.0
4549;5876692;PBA-ORTH/3Keuze;PBA-ORTH;lecture_subgroup_cooccurrence;lecture_subgroup_cooccurrence;1.0;12.0
4550;5876697;GRAD-SYS1-GENT/AVOND/1A;GRAD-SYS1-GENT;students;students;;
4551;5876699;;;;;;
4552;5876700;GRAD-SYS1-GENT/AVOND/1A;GRAD-SYS1-GENT;students;students;;
4553;5876715;GRAD-SYS1-GENT/AVOND/1A;GRAD-SYS1-GENT;students;students;;
4554;5876717;GRAD-SYS1-GENT/AVOND/1A;GRAD-SYS1-GENT;students;students;;
4555;5876727;GRAD-SYS1-GENT/AVOND/1A;GRAD-SYS1-GENT;students;students;;
4556;5877609;PBA-AGR-DZ/2H;PBA-AGR-DZ;students;students;;
4557;5877615;PBA-AGR-DZ/2H;PBA-AGR-DZ;students;students;;
4558;5877622;PBA-AGR-DZ/2H;PBA-AGR-DZ;students;students;;
4559;5877623;PBA-AGR-DZ/2H;PBA-AGR-DZ;students;students;;
4560;5877625;PBA-AGR-DZ/2H;PBA-AGR-DZ;students;students;;
4561;5877641;;PBA-AGR-DZ;;lecture_subgroup_cooccurrence;1.0;22.0
4562;5877649;PBA-AGR-DZ/2I;PBA-AGR-DZ;students;students;;
4563;5877650;;;;;;
4564;5877652;PBA-AGR-DZ/2I;PBA-AGR-DZ;students;students;;
4565;5877658;PBA-AGR-DZ/2I;PBA-AGR-DZ;students;students;;
4566;5877668;PBA-AGR-DZ/2I;PBA-AGR-DZ;students;students;;
4567;5877669;PBA-AGR-DZ/2I;PBA-AGR-DZ;students;students;;
4568;5877698;;;;;;
4569;5877706;PBA-AGR-DZ/2I;PBA-AGR-DZ;students;students;;
4570;5877707;PBA-AGR-DZ/2I;PBA-AGR-DZ;students;students;;
4571;5877708;PBA-AGR-DZ/2I;PBA-AGR-DZ;students;students;;
4572;5877715;;;;;;
4573;5877722;PBA-AGR-DZ/2I;PBA-AGR-DZ;students;students;;
4574;5877757;;;;;;
4575;5877777;PBA-AGR-DZ/2I;PBA-AGR-DZ;students;students;;
4576;5877783;;PBA-AGR-DZ;;lecture_subgroup_cooccurrence;1.0;22.0
4577;5877790;PBA-AGR-DZ/2I;PBA-AGR-DZ;students;students;;
4578;5877791;PBA-AGR-DZ/2I;PBA-AGR-DZ;students;students;;
4579;5877793;PBA-AGR-DZ/2I;PBA-AGR-DZ;students;students;;
4580;5877809;;PBA-AGR-DZ;;lecture_subgroup_cooccurrence;1.0;22.0
4581;5877817;PBA-AGR-DZ/2J;PBA-AGR-DZ;students;students;;
4582;5877818;;;;;;
4583;5877820;;;;;;
4584;5877826;;;;;;
4585;5877836;PBA-AGR-DZ/2J;PBA-AGR-DZ;students;students;;
4586;5877837;PBA-AGR-DZ/2J;PBA-AGR-DZ;students;students;;
4587;5877866;;;;;;
4588;5877874;PBA-AGR-DZ/2J;PBA-AGR-DZ;students;students;;
4589;5877875;PBA-AGR-DZ/2J;PBA-AGR-DZ;students;students;;
4590;5877876;PBA-AGR-DZ/2J;PBA-AGR-DZ;students;students;;
4591;5877909;PBA-AGR-DZ/2E;PBA-AGR-DZ;students;students;;
4592;5877929;PBA-AGR-DZ/2E;PBA-AGR-DZ;students;students;;
4593;5877935;PBA-AGR-DZ/2E;PBA-AGR-DZ;students;students;;
4594;5877942;PBA-AGR-DZ/2E;PBA-AGR-DZ;students;students;;
4595;5877943;PBA-AGR-DZ/2E;PBA-AGR-DZ;students;students;;
4596;5877945;PBA-AGR-DZ/2E;PBA-AGR-DZ;students;students;;
4597;5877961;PBA-AGR-DZ/2E;PBA-AGR-DZ;students;students;;
4598;5878152;;PBA-BM-ML;;lecture_subgroup_cooccurrence;1.0;25.0
4599;5878153;PBA-BM-ML/VT/BM;PBA-BM-ML;students;students;;
4600;5878154;;;;;;
4601;5878156;PBA-BM-ML/1A;PBA-BM-ML;lecture_subgroup_cooccurrence;lecture_subgroup_cooccurrence;1.0;13.0
4602;5878159;PBA-BM-ML/VT/BM;PBA-BM-ML;students;students;;
4603;5878161;PBA-BM-ML/VT/BM;PBA-BM-ML;students;students;;
4604;5878163;;;;;;
4605;5878165;PBA-BM-ML/VT/BM;PBA-BM-ML;students;students;;
4606;5878171;PBA-BM-ML/VT/BM;PBA-BM-ML;students;students;;
4607;5878173;PBA-BM-ML/VT/BM;PBA-BM-ML;students;students;;
4608;5878176;PBA-BM-ML/VT/BM;PBA-BM-ML;students;students;;
4609;5878178;PBA-BM-ML/VT/BM;PBA-BM-ML;students;students;;
4610;5878179;;PBA-BM-ML;;lecture_subgroup_cooccurrence;1.0;29.0
4611;5878182;;PBA-BM-ML;;lecture_subgroup_cooccurrence;1.0;15.0
4612;5878192;;;;;;
4613;5878194;;;;;;
4614;5878195;;;;;;
4615;5878196;PBA-BM-ML/VT/BM;PBA-BM-ML;students;students;;
4616;5878197;PBA-BM-ML/VT/BM;PBA-BM-ML;students;students;;
4617;5878236;PBA-BM-ML/3A;PBA-BM-ML;lecture_subgroup_cooccurrence;lecture_subgroup_cooccurrence;1.0;3.0
4618;5878237;;;;;;
4619;5878347;;;;;;
4620;5878349;PBA-BM-ML/VT/BM;PBA-BM-ML;students;students;;
4621;5878398;;;;;;
4622;5878401;;;;;;
4623;5878402;;;;;;
4624;5878585;PBA-ERGO/3BeperktIn;PBA-ERGO;students;students;;
4625;5878588;PBA-ERGO/3BeperktIn;PBA-ERGO;students;students;;
4626;5878679;PBA-VPK4/4SEM2;PBA-VPK4;students;students;;
4627;5878687;PBA-VPK4/4SEM2;PBA-VPK4;students;students;;
4628;5878721;PBA-VPK4/VT/2SEM2;PBA-VPK4;lecture_subgroup_cooccurrence;lecture_subgroup_cooccurrence;1.0;6.0
4629;5878747;PBA-VPK4/4SEM2;PBA-VPK4;students;students;;
4630;5878763;PBA-VPK4/4SEM1;PBA-VPK4;students;students;;
4631;5878764;PBA-VPK4/4SEM1;PBA-VPK4;students;students;;
4632;5878795;PBA-VPK4/4SEM1;PBA-VPK4;students;students;;
4633;5878870;PBA-EM/1J;PBA-EM;students;students;;
4634;5878872;PBA-EM/1J;PBA-EM;students;students;;
4635;5878876;PBA-EM/1J;PBA-EM;students;students;;
4636;5878883;PBA-EM/1J;PBA-EM;students;students;;
4637;5878885;PBA-EM/1J;PBA-EM;students;students;;
4638;5878889;PBA-EM/1J;PBA-EM;students;students;;
4639;5878890;PBA-EM/1J;PBA-EM;students;students;;
4640;5878891;PBA-EM/1J;PBA-EM;students;students;;
4641;5878913;;;;;;
4642;5878914;PBA-EM/1J;PBA-EM;students;students;;
4643;5878915;;PBA-EM;;lecture_subgroup_cooccurrence;1.0;11.0
4644;5878916;;PBA-EM;;lecture_subgroup_cooccurrence;1.0;8.0
4645;5878917;PBA-EM/1J;PBA-EM;students;students;;
4646;5878918;PBA-EM/1J;PBA-EM;students;students;;
4647;5878919;;PBA-EM;;lecture_subgroup_cooccurrence;1.0;14.0
4648;5878920;;PBA-EM;;lecture_subgroup_cooccurrence;1.0;22.0
4649;5878921;PBA-EM/1J;PBA-EM;students;students;;
4650;5879001;PBA-VG-VG/2E1;PBA-VG-VG;students;students;;
4651;5879004;;PBA-VG-VG;;lecture_subgroup_cooccurrence;1.0;4.0
4652;5879006;PBA-VG-VG/2E1;PBA-VG-VG;students;students;;
4653;5879007;;PBA-VG-VG;;lecture_subgroup_cooccurrence;1.0;22.0
4654;5879008;PBA-VG-VG/2E1;PBA-VG-VG;students;students;;
4655;5879009;PBA-VG-VG/2E1;PBA-VG-VG;students;students;;
4656;5879011;PBA-VG-VG/2E1;PBA-VG-VG;students;students;;
4657;5879012;PBA-VG-VG/2E1;PBA-VG-VG;students;students;;
4658;5879013;PBA-VG-VG/2E1;PBA-VG-VG;students;students;;
4659;5879014;PBA-VG-VG/2E1;PBA-VG-VG;students;students;;
4660;5879015;PBA-VG-VG/2E1;PBA-VG-VG;students;students;;
4661;5879119;PBA-VG-VG/2E1;PBA-VG-VG;students;students;;
4662;5879120;PBA-VG-VG/2E1;PBA-VG-VG;students;students;;
4663;5879121;PBA-VG-VG/2E1;PBA-VG-VG;students;students;;
4664;5879122;;PBA-VG-VG;;lecture_subgroup_cooccurrence;1.0;25.0
4665;5879123;PBA-VG-VG/2E1;PBA-VG-VG;students;students;;
4666;5879210;PBA-VG-VG/2E2;PBA-VG-VG;students;students;;
4667;5879213;PBA-VG-VG/2E2;PBA-VG-VG;students;students;;
4668;5879215;PBA-VG-VG/2E2;PBA-VG-VG;students;students;;
4669;5879216;PBA-VG-VG/2E2;PBA-VG-VG;students;students;;
4670;5879217;PBA-VG-VG/2E2;PBA-VG-VG;students;students;;
4671;5879218;PBA-VG-VG/2E2;PBA-VG-VG;students;students;;
4672;5879220;PBA-VG-VG/2E2;PBA-VG-VG;students;students;;
4673;5879221;PBA-VG-VG/2E2;PBA-VG-VG;students;students;;
4674;5879222;PBA-VG-VG/2E2;PBA-VG-VG;students;students;;
4675;5879223;;PBA-VG-VG;;lecture_subgroup_cooccurrence;1.0;16.0
4676;5879224;;PBA-VG-VG;;lecture_subgroup_cooccurrence;1.0;18.0
4677;5879347;;;;;;
4678;5879348;PBA-TIN-TI/1G;PBA-TIN-TI;students;students;;
4679;5879349;;;;;;
4680;5879350;PBA-TIN-TI/1G;PBA-TIN-TI;students;students;;
4681;5879353;PBA-TIN-TI/1G;PBA-TIN-TI;students;students;;
4682;5879354;PBA-TIN-TI/1G;PBA-TIN-TI;students;students;;
4683;5879355;;;;;;
4684;5879356;;;;;;
4685;5879357;PBA-TIN-TI/1G;PBA-TIN-TI;students;students;;
4686;5879358;PBA-TIN-TI/1G;PBA-TIN-TI;students;students;;
4687;5879359;PBA-TIN-TI/1G;PBA-TIN-TI;students;students;;
4688;5879360;PBA-TIN-TI/1G;PBA-TIN-TI;students;students;;
4689;5879361;PBA-TIN-TI/1G;PBA-TIN-TI;students;students;;
