SubgroupKey;SubgroupCode;ProgramName;ProgramFamily;ProgramNameSource;ProgramFamilySource;InferenceConfidence;InferenceEvidenceCount
2661;5814748;PBA-VPK4/1A4;PBA-VPK4;students;students;;
2662;5814749;PBA-VPK4/1A4;PBA-VPK4;students;students;;
2663;5814750;PBA-VPK4/1A4;PBA-VPK4;students;students;;
2664;5814751;;PBA-VPK4;;lecture_subgroup_cooccurrence;1.0;34.0
2665;5814752;PBA-VPK4/1A4;PBA-VPK4;students;students;;
2666;5814753;PBA-VPK4/1A4;PBA-VPK4;students;students;;
2667;5814754;PBA-VPK4/1A4;PBA-VPK4;students;students;;
2668;5814755;PBA-VPK4/1A4;PBA-VPK4;students;students;;
2669;5814811;PBA-VPK4/1B1;PBA-VPK4;students;students;;
2670;5814812;PBA-VPK4/1B1;PBA-VPK4;students;students;;
2671;5814820;;PBA-VPK4;;lecture_subgroup_cooccurrence;1.0;9.0
2672;5814821;PBA-VPK4/1B1;PBA-VPK4;students;students;;
2673;5814822;PBA-VPK4/1B1;PBA-VPK4;students;students;;
2674;5814823;PBA-VPK4/1B1;PBA-VPK4;students;students;;
2675;5814824;PBA-VPK4/1B1;PBA-VPK4;students;students;;
2676;5814825;;PBA-VPK4;;lecture_subgroup_cooccurrence;1.0;3.0
2677;5814826;PBA-VPK4/1B1;PBA-VPK4;students;students;;
2678;5814827;PBA-VPK4/1B1;PBA-VPK4;students;students;;
2679;5814828;;PBA-VPK4;;lecture_subgroup_cooccurrence;1.0;15.0
2680;5814829;PBA-VPK4/1B1;PBA-VPK4;students;students;;
2681;5814830;;PBA-VPK4;;lecture_subgroup_cooccurrence;1.0;43.0
2682;5815487;;;;;;
2683;5815488;PBA-SO/LOBR/AO/1F;PBA-SO;students;students;;
2684;5815489;;PBA-SO;;lecture_subgroup_cooccurrence;1.0;12.0
2685;5815490;PBA-SO/LOBR/AO/1F;PBA-SO;students;students;;
2686;5815491;;PBA-SO;;lecture_subgroup_cooccurrence;1.0;25.0
2687;5815492;;PBA-SO;;lecture_subgroup_cooccurrence;1.0;18.0
2688;5815494;;PBA-SO;;lecture_subgroup_cooccurrence;1.0;18.0
2689;5815495;PBA-SO/LOBR/AO/1F;PBA-SO;students;students;;
2690;5815496;PBA-SO/LOBR/AO/1F;PBA-SO;students;students;;
2691;5815497;PBA-SO/LOBR/AO/1F;PBA-SO;students;students;;
2692;5815498;PBA-SO/LOBR/AO/1F;PBA-SO;students;students;;
2693;5815499;PBA-SO/LOBR/AO/1F;PBA-SO;students;students;;
2694;5815500;PBA-SO/LOBR/AO/1F;PBA-SO;students;students;;
2695;5815501;;PBA-SO;;lecture_subgroup_cooccurrence;1.0;5.0
2696;5815581;PBA-KO/VT/1A;PBA-KO;students;students;;
2697;5815584;PBA-KO/VT/1A;PBA-KO;students;students;;
2698;5815586;;PBA-KO;;lecture_subgroup_cooccurrence;1.0;5.0
2699;5815587;PBA-KO/VT/1A;PBA-KO;students;students;;
2700;5815588;;PBA-KO;;lecture_subgroup_cooccurrence;1.0;7.0
2701;5815593;PBA-KO/VT/1A;PBA-KO;students;students;;
2702;5815594;PBA-KO/VT/1A;PBA-KO;students;students;;
2703;5815595;;PBA-KO;;lecture_subgroup_cooccurrence;1.0;11.0
2704;5815596;;PBA-KO;;lecture_subgroup_cooccurrence;1.0;14.0
2705;5815597;PBA-KO/VT/1A;PBA-KO;students;students;;
2706;5815598;PBA-KO/VT/1A;PBA-KO;students;students;;
2707;5815599;;PBA-KO;;lecture_subgroup_cooccurrence;1.0;13.0
2708;5815647;PBA-KO/VT/1B;PBA-KO;students;students;;
2709;5815650;PBA-KO/VT/1B;PBA-KO;students;students;;
2710;5815652;PBA-KO/VT/1B;PBA-KO;students;students;;
2711;5815653;PBA-KO/VT/1B;PBA-KO;students;students;;
2712;5815654;PBA-KO/VT/1B;PBA-KO;students;students;;
2713;5815659;PBA-KO/VT/1B;PBA-KO;students;students;;
2714;5815660;PBA-KO/VT/1B;PBA-KO;students;students;;
2715;5815661;PBA-KO/VT/1B;PBA-KO;students;students;;
2716;5815662;PBA-KO/VT/1B;PBA-KO;students;students;;
2717;5815663;PBA-KO/VT/1B;PBA-KO;students;students;;
2718;5815664;PBA-KO/VT/1B;PBA-KO;students;students;;
2719;5815665;PBA-KO/VT/1B;PBA-KO;students;students;;
2720;5816171;PBA-VG-LAM/2C;PBA-VG-LAM;students;students;;
2721;5816173;PBA-VG-LAM/2C;PBA-VG-LAM;students;students;;
2722;5816217;PBA-VG-LAM/2C;PBA-VG-LAM;students;students;;
2723;5816218;PBA-VG-LAM/2C;PBA-VG-LAM;students;students;;
2724;5816219;;;;;;
2725;5816221;PBA-VG-LAM/2C;PBA-VG-LAM;students;students;;
2726;5816223;PBA-VG-LAM/2C;PBA-VG-LAM;students;students;;
2727;5816224;PBA-VG-LAM/2C;PBA-VG-LAM;students;students;;
2728;5816225;PBA-VG-LAM/2C;PBA-VG-LAM;students;students;;
2729;5816226;PBA-VG-LAM/2C;PBA-VG-LAM;students;students;;
2730;5816227;PBA-VG-LAM/2C;PBA-VG-LAM;students;students;;
2731;5816228;PBA-VG-LAM/2C;PBA-VG-LAM;students;students;;
2732;5816336;PBA-VG-LAM/2C;PBA-VG-LAM;students;students;;
2733;5816337;;PBA-VG-LAM;;lecture_subgroup_cooccurrence;1.0;13.0
2734;5816353;PBA-VG-LAM/2C;PBA-VG-LAM;students;students;;
2735;5816398;PBA-TIN-TI/3C2;PBA-TIN-TI;students;students;;
2736;5816404;PBA-TIN-TI/3C1;PBA-TIN-TI;lecture_subgroup_cooccurrence;lecture_subgroup_cooccurrence;1.0;13.0
2737;5816434;PBA-TIN2-TI/VT/PROG/JAAR;PBA-TIN2-TI;students;students;;
2738;5816546;GRAD-EMS-MRT/DAG/2SEM1;GRAD-EMS-MRT;students;students;;
2739;5816853;PBA-SO/3A;PBA-SO;students;students;;
2740;5816911;;;;;;
2741;5816968;PBA-SO/3A;PBA-SO;students;students;;
2742;5816971;PBA-SO/3A;PBA-SO;students;students;;
2743;5816973;PBA-SO/3A;PBA-SO;students;students;;
2744;5816974;PBA-SO/3A;PBA-SO;students;students;;
2745;5816975;PBA-SO/3A;PBA-SO;students;students;;
2746;5817156;PBA-AGR-DZ/1A1;PBA-AGR-DZ;students;students;;
2747;5817162;PBA-AGR-DZ/1A1;PBA-AGR-DZ;students;students;;
2748;5817166;PBA-AGR-GM-AE/1;PBA-AGR-GM-AE;lecture_subgroup_cooccurrence;lecture_subgroup_cooccurrence;1.0;16.0
2749;5817167;PBA-AGR-DZ/1A1;PBA-AGR-DZ;students;students;;
2750;5817180;PBA-AGR-DZ/1A1;PBA-AGR-DZ;students;students;;
2751;5817196;PBA-AGR-DZ/1A1;PBA-AGR-DZ;students;students;;
2752;5817198;PBA-AGR-DZ/1A1;PBA-AGR-DZ;students;students;;
2753;5817200;PBA-AGR-DZ/1A1;PBA-AGR-DZ;students;students;;
2754;5817223;PBA-AGR-DZ/1A1;PBA-AGR-DZ;students;students;;
2755;5817227;;;;;;
2756;5817269;;;;;;
2757;5817324;PBA-AGR-DZ/1B2;PBA-AGR-DZ;students;students;;
2758;5817330;;;;;;
2759;5817334;PBA-AGR-GM-AE/1;PBA-AGR-GM-AE;lecture_subgroup_cooccurrence;lecture_subgroup_cooccurrence;1.0;16.0
2760;5817348;PBA-AGR-DZ/1B2;PBA-AGR-DZ;students;students;;
2761;5817364;PBA-AGR-DZ/1B2;PBA-AGR-DZ;students;students;;
2762;5817366;PBA-AGR-DZ/1B2;PBA-AGR-DZ;students;students;;
2763;5817368;;PBA-AGR-DZ;;lecture_subgroup_cooccurrence;1.0;20.0
2764;5817391;PBA-AGR-DZ/1B2;PBA-AGR-DZ;students;students;;
2765;5817395;;;;;;
2766;5817469;PBA-BM-MK/VT/KM;PBA-BM-MK;students;students;;
2767;5817577;;PBA-BM-MK;;lecture_subgroup_cooccurrence;1.0;14.0
2768;5817614;PBA-BM-MK/VT/KM;PBA-BM-MK;students;students;;
2769;5817615;PBA-BM-MK/VT/KM;PBA-BM-MK;students;students;;
2770;5817622;PBA-BM-MK/VT/KM;PBA-BM-MK;students;students;;
2771;5817623;;PBA-BM-MK;;lecture_subgroup_cooccurrence;1.0;16.0
2772;5817628;;;;;;
2773;5817630;PBA-BM-MK/VT/KM;PBA-BM-MK;students;students;;
2774;5817631;PBA-BM-MK/VT/KM;PBA-BM-MK;students;students;;
2775;5817632;PBA-BM-MK/VT/KM;PBA-BM-MK;students;students;;
2776;5817636;;PBA-BM-MK;;lecture_subgroup_cooccurrence;1.0;29.0
2777;5817637;;;;;;
2778;5817856;;PBA-BM-RE;;lecture_subgroup_cooccurrence;1.0;21.0
2779;5818188;PBA-BM-AF/VT/AA/SEM2;PBA-BM-AF;students;students;;
2780;5818205;;PBA-BM-AF;;lecture_subgroup_cooccurrence;1.0;12.0
2781;5818208;;PBA-BM-AF;;lecture_subgroup_cooccurrence;1.0;12.0
2782;5818378;;;;;;
2783;5818382;PBA-CH-CH/3B;PBA-CH-CH;students;students;;
2784;5818385;PBA-CH-CH/3B;PBA-CH-CH;students;students;;
2785;5818404;;PBA-CH-CH;;lecture_subgroup_cooccurrence;1.0;14.0
2786;5818405;PBA-CH-CH/3B;PBA-CH-CH;students;students;;
2787;5818406;PBA-CH-CH/3B;PBA-CH-CH;students;students;;
2788;5818425;;;;;;
2789;5818427;PBA-CH/1D2;PBA-CH;students;students;;
2790;5818429;PBA-CH/1D2;PBA-CH;students;students;;
2791;5818430;;;;;;
2792;5818431;PBA-CH/1D2;PBA-CH;students;students;;
2793;5818432;PBA-CH/1D2;PBA-CH;students;students;;
2794;5818433;PBA-CH/1D2;PBA-CH;students;students;;
2795;5818434;PBA-CH/1D2;PBA-CH;students;students;;
2796;5818435;PBA-CH/1D2;PBA-CH;students;students;;
2797;5818436;PBA-CH/1D2;PBA-CH;students;students;;
2798;5818471;PBA-CH/1D2;PBA-CH;students;students;;
2799;5818472;PBA-CH/1D2;PBA-CH;students;students;;
2800;5818502;;;;;;
2801;5818504;PBA-CH/1E1;PBA-CH;students;students;;
2802;5818506;PBA-CH/1E1;PBA-CH;students;students;;
2803;5818507;;;;;;
2804;5818508;PBA-CH/1E1;PBA-CH;students;students;;
2805;5818509;;PBA-CH;;lecture_subgroup_cooccurrence;1.0;9.0
2806;5818510;PBA-CH/1E1;PBA-CH;students;students;;
2807;5818511;;PBA-CH;;lecture_subgroup_cooccurrence;1.0;25.0
2808;5818512;PBA-CH/1E1;PBA-CH;students;students;;
2809;5818513;PBA-CH/1E1;PBA-CH;students;students;;
2810;5818548;PBA-CH/1E1;PBA-CH;students;students;;
2811;5818549;PBA-CH/1E1;PBA-CH;students;students;;
2812;5819049;PBA-BM-SCM/VT/MKMLRE/;PBA-BM-SCM;lecture_subgroup_cooccurrence;lecture_subgroup_cooccurrence;1.0;17.0
2813;5819059;;PBA-BM-SCM;;lecture_subgroup_cooccurrence;1.0;27.0
2814;5819062;;;;;;
2815;5819065;PBA-BM-SCM/2A;PBA-BM-SCM;lecture_subgroup_cooccurrence;lecture_subgroup_cooccurrence;1.0;25.0
2816;5819066;PBA-BM-SCM/2A;PBA-BM-SCM;lecture_subgroup_cooccurrence;lecture_subgroup_cooccurrence;1.0;24.0
2817;5819068;;PBA-BM-SCM;;lecture_subgroup_cooccurrence;1.0;17.0
2818;5819072;PBA-BM-SCM/3A;PBA-BM-SCM;lecture_subgroup_cooccurrence;lecture_subgroup_cooccurrence;1.0;3.0
2819;5819214;PBA-VG-LAM/3B;PBA-VG-LAM;students;students;;
2820;5819216;PBA-VG-LAM/3B;PBA-VG-LAM;students;students;;
2821;5819235;PBA-VG-LAM/3B;PBA-VG-LAM;students;students;;
2822;5819237;PBA-VG-LAM/3B;PBA-VG-LAM;students;students;;
2823;5819238;PBA-VG-LAM/3B;PBA-VG-LAM;students;students;;
2824;5819239;;;;;;
2825;5819240;;;;;;
2826;5819241;;;;;;
2827;5819242;;;;;;
2828;5819373;PBA-VG-VG/2A1;PBA-VG-VG;students;students;;
2829;5819376;PBA-VG-VG/2A1;PBA-VG-VG;students;students;;
2830;5819378;PBA-VG-VG/2A1;PBA-VG-VG;students;students;;
2831;5819379;PBA-VG-VG/2A1;PBA-VG-VG;students;students;;
2832;5819380;;;;;;
2833;5819383;PBA-VG-VG/2A1;PBA-VG-VG;students;students;;
2834;5819384;PBA-VG-VG/2A1;PBA-VG-VG;students;students;;
2835;5819385;PBA-VG-VG/2A1;PBA-VG-VG;students;students;;
2836;5819386;PBA-VG-VG/2A1;PBA-VG-VG;students;students;;
2837;5819387;PBA-VG-VG/2A1;PBA-VG-VG;students;students;;
2838;5819416;PBA-BM-AF/VT/RE;PBA-BM-AF;students;students;;
2839;5819423;;PBA-BM-AF;;lecture_subgroup_cooccurrence;1.0;36.0
2840;5819424;PBA-BM-AF/VT/RE;PBA-BM-AF;students;students;;
2841;5819427;PBA-BM-AF/VT/RE;PBA-BM-AF;students;students;;
2842;5819428;;PBA-BM-AF;;lecture_subgroup_cooccurrence;1.0;3.0
2843;5819431;PBA-BM-AF/VT/RE;PBA-BM-AF;students;students;;
2844;5819434;PBA-BM-AF/VT/RE;PBA-BM-AF;students;students;;
2845;5819445;PBA-BM-AF/VT/RE;PBA-BM-AF;students;students;;
2846;5819450;PBA-BM-AF/VT/RE;PBA-BM-AF;students;students;;
2847;5819550;PBA-BM-AF/VT/RE;PBA-BM-AF;students;students;;
2848;5819551;PBA-BM-AF/VT/RE;PBA-BM-AF;students;students;;
2849;5819663;PBA-BM-FV/VT/KM;PBA-BM-FV;students;students;;
2850;5819664;PBA-BM-FV/VT/KM;PBA-BM-FV;students;students;;
2851;5819669;;;;;;
2852;5819673;PBA-BM-FV/VT/KM;PBA-BM-FV;students;students;;
2853;5819674;PBA-BM-FV/VT/KM;PBA-BM-FV;students;students;;
2854;5819675;PBA-BM-FV/VT/KM;PBA-BM-FV;students;students;;
2855;5819676;PBA-BM-FV/VT/KM;PBA-BM-FV;students;students;;
2856;5819677;;PBA-BM-FV;;lecture_subgroup_cooccurrence;1.0;21.0
2857;5819689;PBA-BM-FV/VT/KM;PBA-BM-FV;students;students;;
2858;5820799;PBA-CH-BCH/2A;PBA-CH-BCH;students;students;;
2859;5820800;PBA-CH-BCH/2A;PBA-CH-BCH;students;students;;
2860;5820807;PBA-CH-BCH/2A;PBA-CH-BCH;students;students;;
2861;5820837;PBA-VG-LAM/2B1;PBA-VG-LAM;students;students;;
2862;5820839;PBA-VG-LAM/2B1;PBA-VG-LAM;students;students;;
2863;5820883;PBA-VG-LAM/2B1;PBA-VG-LAM;students;students;;
2864;5820884;PBA-VG-LAM/2B1;PBA-VG-LAM;students;students;;
2865;5820885;PBA-VG-LAM/2B1;PBA-VG-LAM;students;students;;
2866;5820887;PBA-VG-LAM/2B1;PBA-VG-LAM;students;students;;
2867;5820889;;;;;;
2868;5820890;PBA-VG-LAM/2B1;PBA-VG-LAM;students;students;;
2869;5820891;;PBA-VG-LAM;;lecture_subgroup_cooccurrence;1.0;19.0
2870;5820892;PBA-VG-LAM/2C;PBA-VG-LAM;lecture_subgroup_cooccurrence;lecture_subgroup_cooccurrence;1.0;12.0
2871;5820893;PBA-VG-LAM/2B1;PBA-VG-LAM;students;students;;
2872;5820894;PBA-VG-LAM/2B1;PBA-VG-LAM;students;students;;
2873;5821002;PBA-VG-LAM/2B1;PBA-VG-LAM;students;students;;
2874;5821003;PBA-VG-LAM/2B1;PBA-VG-LAM;students;students;;
2875;5821019;PBA-VG-LAM/2B1;PBA-VG-LAM;students;students;;
2876;5821053;PBA-CH-BCH/3A;PBA-CH-BCH;students;students;;
2877;5821056;;PBA-CH-CH;;lecture_subgroup_cooccurrence;1.0;4.0
2878;5821057;PBA-CH-BCH/3A;PBA-CH-BCH;students;students;;
2879;5821081;;PBA-CH-CH;;lecture_subgroup_cooccurrence;1.0;14.0
2880;5821083;PBA-CH-BCH/3A;PBA-CH-BCH;students;students;;
2881;5821084;PBA-CH-BCH/3A;PBA-CH-BCH;students;students;;
2882;5821087;PBA-CH-BCH/3A;PBA-CH-BCH;students;students;;
2883;5821130;PBA-CH-BCH/3B;PBA-CH-BCH;students;students;;
2884;5821133;;PBA-CH-CH;;lecture_subgroup_cooccurrence;1.0;3.0
2885;5821134;PBA-CH-BCH/3B;PBA-CH-BCH;students;students;;
2886;5821158;;PBA-CH-CH;;lecture_subgroup_cooccurrence;1.0;14.0
2887;5821160;;;;;;
2888;5821161;;;;;;
2889;5821164;PBA-CH-BCH/3B;PBA-CH-BCH;students;students;;
2890;5821188;PBA-CH-CH/2A;PBA-CH-CH;students;students;;
2891;5821190;PBA-CH-CH/2A;PBA-CH-CH;students;students;;
2892;5821195;PBA-CH-CH/2A;PBA-CH-CH;students;students;;
2893;5821197;PBA-CH-CH/2A;PBA-CH-CH;students;students;;
2894;5821224;PBA-CH-CH/2A;PBA-CH-CH;students;students;;
2895;5821226;PBA-CH-CH/2A;PBA-CH-CH;students;students;;
2896;5821228;PBA-CH-CH/2A;PBA-CH-CH;students;students;;
2897;5821229;;;;;;
2898;5821467;PBA-BM-AF/VT/SCM_MK_ML/;PBA-BM-AF;students;students;;
2899;5821475;PBA-BM-AF/VT/SCM_MK_ML/;PBA-BM-AF;students;students;;
2900;5821480;PBA-BM-AF/VT/SCM_MK_ML/;PBA-BM-AF;students;students;;
2901;5821484;PBA-BM-AF/VT/SCM_MK_ML/;PBA-BM-AF;students;students;;
2902;5821487;PBA-BM-AF/VT/SCM_MK_ML/;PBA-BM-AF;students;students;;
2903;5821488;;PBA-BM-AF;;lecture_subgroup_cooccurrence;1.0;13.0
2904;5821491;;PBA-BM-AF;;lecture_subgroup_cooccurrence;1.0;27.0
2905;5821492;;PBA-BM-AF;;lecture_subgroup_cooccurrence;1.0;3.0
2906;5821494;PBA-BM-AF/VT/SCM_MK_ML/;PBA-BM-AF;students;students;;
2907;5821495;;PBA-BM-AF;;lecture_subgroup_cooccurrence;1.0;12.0
2908;5821498;;PBA-BM-AF;;lecture_subgroup_cooccurrence;1.0;12.0
2909;5821509;PBA-BM-AF/VT/SCM_MK_ML/;PBA-BM-AF;students;students;;
2910;5821512;PBA-BM-AF/VT/SCM_MK_ML/;PBA-BM-AF;students;students;;
2911;5821514;PBA-BM-AF/VT/SCM_MK_ML/;PBA-BM-AF;students;students;;
2912;5821614;PBA-BM-AF/VT/SCM_MK_ML/;PBA-BM-AF;students;students;;
2913;5821615;PBA-BM-AF/VT/SCM_MK_ML/;PBA-BM-AF;students;students;;
2914;5821953;PBA-BM-RE/AO/1SEM1;PBA-BM-RE;students;students;;
2915;5821955;;;;;;
2916;5821959;PBA-BM-RE/AO/1SEM1;PBA-BM-RE;students;students;;
2917;5821961;;;;;;
2918;5821963;PBA-BM-RE/AO/1SEM1;PBA-BM-RE;students;students;;
2919;5821965;PBA-BM-RE/AO/1SEM1;PBA-BM-RE;students;students;;
2920;5821967;PBA-BM-RE/AO/1SEM1;PBA-BM-RE;students;students;;
2921;5822457;;;;;;
2922;5822459;;;;;;
2923;5822460;;;;;;
2924;5822461;;;;;;
2925;5822462;;PBA-BM-RE;;lecture_subgroup_cooccurrence;0.8;4.0
2926;5822463;PBA-BM-RE/AO/1SEM2;PBA-BM-RE;students;students;;
2927;5822464;;;;;;
2928;5822465;;;;;;
2929;5822466;PBA-BM-RE/AO/1SEM2;PBA-BM-RE;students;students;;
2930;5822467;PBA-BM-RE/AO/1SEM2;PBA-BM-RE;students;students;;
2931;5822468;;PBA-BM-RE;;lecture_subgroup_cooccurrence;1.0;4.0
2932;5822469;PBA-BM-RE/AO/1SEM2;PBA-BM-RE;students;students;;
2933;5822470;PBA-BM-RE/AO/1SEM2;PBA-BM-RE;students;students;;
2934;5822471;PBA-BM-RE/AO/1SEM2;PBA-BM-RE;students;students;;
2935;5822472;PBA-BM-RE/AO/1SEM2;PBA-BM-RE;students;students;;
2936;5823184;PBA-SO/2B;PBA-SO;students;students;;
2937;5823185;PBA-SO/2B;PBA-SO;students;students;;
2938;5823187;PBA-SO/2B;PBA-SO;students;students;;
2939;5823188;PBA-SO/2B;PBA-SO;students;students;;
2940;5823189;PBA-SO/2B;PBA-SO;students;students;;
2941;5823207;PBA-SO/2B;PBA-SO;students;students;;
2942;5823351;PBA-AGR-VOE/1A1;PBA-AGR-VOE;students;students;;
2943;5823357;PBA-AGR-VOE/1A1;PBA-AGR-VOE;students;students;;
2944;5823361;PBA-AGR-GM-AE/1;PBA-AGR-GM-AE;lecture_subgroup_cooccurrence;lecture_subgroup_cooccurrence;1.0;18.0
2945;5823362;PBA-AGR-VOE/1A1;PBA-AGR-VOE;students;students;;
2946;5823373;PBA-AGR-VOE/1A1;PBA-AGR-VOE;students;students;;
2947;5823375;PBA-AGR-VOE/1A1;PBA-AGR-VOE;students;students;;
2948;5823401;PBA-AGR-VOE/1A1;PBA-AGR-VOE;students;students;;
2949;5823418;PBA-AGR-VOE/1A1;PBA-AGR-VOE;students;students;;
2950;5823422;;;;;;
2951;5823448;PBA-AGR-VOE/1A1;PBA-AGR-VOE;students;students;;
2952;5823464;;;;;;
2953;5823465;PBA-AGR-VOE/1A2;PBA-AGR-VOE;lecture_subgroup_cooccurrence;lecture_subgroup_cooccurrence;1.0;22.0
2954;5823500;PBA-AGR-VOE/1A1;PBA-AGR-VOE;students;students;;
2955;5823519;PBA-AGR-VOE/1A2;PBA-AGR-VOE;students;students;;
2956;5823525;;;;;;
2957;5823529;PBA-AGR-GM-AE/1;PBA-AGR-GM-AE;lecture_subgroup_cooccurrence;lecture_subgroup_cooccurrence;1.0;18.0
2958;5823530;PBA-AGR-VOE/1A2;PBA-AGR-VOE;students;students;;
2959;5823541;PBA-AGR-VOE/1A2;PBA-AGR-VOE;students;students;;
2960;5823543;PBA-AGR-VOE/1A2;PBA-AGR-VOE;students;students;;
2961;5823569;PBA-AGR-VOE/1A2;PBA-AGR-VOE;students;students;;
2962;5823586;PBA-AGR-VOE/1A2;PBA-AGR-VOE;students;students;;
2963;5823590;;;;;;
2964;5823616;PBA-AGR-VOE/1A2;PBA-AGR-VOE;students;students;;
2965;5823632;;;;;;
2966;5823633;PBA-AGR-VOE/1A2;PBA-AGR-VOE;students;students;;
2967;5823668;PBA-AGR-VOE/1A2;PBA-AGR-VOE;students;students;;
2968;5823683;;;;;;
2969;5823684;PBA-AGR-VOE/2A1;PBA-AGR-VOE;students;students;;
2970;5823686;PBA-AGR-VOE/2A1;PBA-AGR-VOE;students;students;;
2971;5823692;;;;;;
2972;5823708;PBA-AGR-VOE/2A1;PBA-AGR-VOE;students;students;;
2973;5823734;PBA-AGR-VOE/2A1;PBA-AGR-VOE;students;students;;
2974;5823749;;;;;;
2975;5823756;;;;;;
2976;5823788;;;;;;
2977;5823791;;;;;;
2978;5823792;;;;;;
2979;5823798;PBA-AGR-VOE/2A1;PBA-AGR-VOE;students;students;;
2980;5823802;PBA-AGR-VOE/2A1;PBA-AGR-VOE;students;students;;
2981;5823804;PBA-AGR-VOE/2A1;PBA-AGR-VOE;students;students;;
2982;5823809;;;;;;
2983;5823844;PBA-AGR-VOE/2A1;PBA-AGR-VOE;students;students;;
2984;5823851;PBA-AGR-VOE/2A2;PBA-AGR-VOE;students;students;;
2985;5823852;PBA-AGR-VOE/2A2;PBA-AGR-VOE;students;students;;
2986;5823854;;;;;;
2987;5823860;PBA-AGR-VOE/2A2;PBA-AGR-VOE;students;students;;
2988;5823876;PBA-AGR-VOE/2A2;PBA-AGR-VOE;students;students;;
2989;5823902;PBA-AGR-VOE/2A2;PBA-AGR-VOE;students;students;;
2990;5824102;PBA-BM-MK/1C;PBA-BM-MK;lecture_subgroup_cooccurrence;lecture_subgroup_cooccurrence;0.875;14.0
2991;5824107;;PBA-BM-MK;;lecture_subgroup_cooccurrence;1.0;14.0
2992;5824112;PBA-BM-MK/3SEM2;PBA-BM-MK;lecture_subgroup_cooccurrence;lecture_subgroup_cooccurrence;1.0;14.0
2993;5824121;;;;;;
2994;5824184;PBA-EM-AM/3B1;PBA-EM-AM;students;students;;
2995;5824206;PBA-VG-VG/1B2;PBA-VG-VG;students;students;;
2996;5824208;PBA-VG-VG/1B2;PBA-VG-VG;students;students;;
2997;5824228;PBA-HOUT/1A;PBA-HOUT;students;students;;
2998;5824232;;PBA-HOUT;;lecture_subgroup_cooccurrence;1.0;12.0
2999;5824233;PBA-HOUT/1A;PBA-HOUT;students;students;;
3000;5824235;PBA-HOUT/1A;PBA-HOUT;students;students;;
3001;5824239;PBA-HOUT/1A;PBA-HOUT;students;students;;
3002;5824244;PBA-HOUT/1A;PBA-HOUT;students;students;;
3003;5824247;;PBA-HOUT;;lecture_subgroup_cooccurrence;1.0;25.0
3004;5824248;PBA-HOUT/1A;PBA-HOUT;students;students;;
3005;5824249;PBA-HOUT/1A;PBA-HOUT;students;students;;
3006;5824250;;PBA-HOUT;;lecture_subgroup_cooccurrence;1.0;12.0
3007;5824257;PBA-HOUT/1A;PBA-HOUT;students;students;;
3008;5824258;PBA-HOUT/1A;PBA-HOUT;students;students;;
3009;5824270;PBA-HOUT/1C;PBA-HOUT;students;students;;
3010;5824274;;PBA-HOUT;;lecture_subgroup_cooccurrence;1.0;12.0
3011;5824275;PBA-HOUT/1C;PBA-HOUT;students;students;;
3012;5824277;PBA-HOUT/1C;PBA-HOUT;students;students;;
3013;5824281;PBA-HOUT/1C;PBA-HOUT;students;students;;
3014;5824286;PBA-HOUT/1C;PBA-HOUT;students;students;;
3015;5824289;;PBA-HOUT;;lecture_subgroup_cooccurrence;1.0;25.0
3016;5824290;PBA-HOUT/1C;PBA-HOUT;students;students;;
3017;5824291;;PBA-HOUT;;lecture_subgroup_cooccurrence;1.0;7.0
3018;5824292;PBA-HOUT/1C;PBA-HOUT;students;students;;
3019;5824299;PBA-HOUT/1C;PBA-HOUT;students;students;;
3020;5824300;PBA-HOUT/1C;PBA-HOUT;students;students;;
3021;5824312;PBA-HOUT/1D;PBA-HOUT;students;students;;
3022;5824316;PBA-HOUT/1D;PBA-HOUT;students;students;;
3023;5824317;PBA-HOUT/1D;PBA-HOUT;students;students;;
3024;5824319;PBA-HOUT/1D;PBA-HOUT;students;students;;
3025;5824323;PBA-HOUT/1D;PBA-HOUT;students;students;;
3026;5824328;PBA-HOUT/1D;PBA-HOUT;students;students;;
3027;5824331;PBA-HOUT/1D;PBA-HOUT;students;students;;
3028;5824332;PBA-HOUT/1D;PBA-HOUT;students;students;;
3029;5824333;PBA-HOUT/1D;PBA-HOUT;students;students;;
3030;5824334;PBA-HOUT/1D;PBA-HOUT;students;students;;
3031;5824341;PBA-HOUT/1D;PBA-HOUT;students;students;;
3032;5824342;PBA-HOUT/1D;PBA-HOUT;students;students;;
3033;5824354;PBA-HOUT/1E1;PBA-HOUT;students;students;;
3034;5824358;PBA-HOUT/1E1;PBA-HOUT;students;students;;
3035;5824359;PBA-HOUT/1E1;PBA-HOUT;students;students;;
3036;5824361;PBA-HOUT/1E1;PBA-HOUT;students;students;;
3037;5824365;PBA-HOUT/1E1;PBA-HOUT;students;students;;
3038;5824370;PBA-HOUT/1E1;PBA-HOUT;students;students;;
3039;5824373;PBA-HOUT/1E1;PBA-HOUT;students;students;;
3040;5824374;PBA-HOUT/1E1;PBA-HOUT;students;students;;
3041;5824375;PBA-HOUT/1E1;PBA-HOUT;students;students;;
3042;5824376;;PBA-HOUT;;lecture_subgroup_cooccurrence;1.0;12.0
3043;5824383;PBA-HOUT/1E1;PBA-HOUT;students;students;;
3044;5824384;;PBA-HOUT;;lecture_subgroup_cooccurrence;1.0;14.0
3045;5824396;PBA-HOUT/1F;PBA-HOUT;students;students;;
