LectureID,DateKey,SubgroupKey,UserCount,TotalStudents,RF_PredictedAttendanceRate,PredictedUserCount
378766,2025-12-04,5794214,17,35,0.4510111234231916,15.785389319811706
382505,2025-12-04,5997865,28,41,0.5881315201563121,24.113392326408796
422340,2025-12-04,5876654,22,57,0.3317979061915689,18.912480652919427
411809,2025-12-04,6057081,2,5,0.47524251258934036,2.376212562946702
482001,2025-12-04,5830076,1,2,0.43186375629634094,0.8637275125926819
395267,2025-12-04,5872103,3,14,0.2910862425366769,4.075207395513477
401254,2025-12-04,5793315,10,16,0.5496059383271704,8.793695013234727
370966,2025-12-04,5948787,18,24,0.7692450872798692,18.46188209471686
471665,2025-12-04,5829215,17,33,0.4899425449323322,16.16810398276696
401254,2025-12-04,5795031,7,12,0.48857547913912913,5.862905749669549
372046,2025-12-04,5885799,17,26,0.5045517880066942,13.11834648817405
381273,2025-12-04,5889004,6,16,0.48706948639199793,7.793111782271967
372046,2025-12-04,5927732,15,27,0.5011284955439423,13.530469379686444
370941,2025-12-04,5948710,17,23,0.7054506084939692,16.225363995361292
472335,2025-12-05,5749118,1,61,0.3565640663301045,21.750408046136375
384187,2025-12-05,5937512,5,23,0.27676077410978406,6.365497804525034
470746,2025-12-05,5818548,10,10,0.7167101827149921,7.167101827149921
470747,2025-12-05,5758000,8,10,0.7502993379297994,7.502993379297994
373960,2025-12-05,5819379,3,12,0.4587394627199192,5.50487355263903
384187,2025-12-05,5976642,4,9,0.32912082825443606,2.9620874542899247
386469,2025-12-05,5995909,4,18,0.19461603511766465,3.5030886321179637
373949,2025-12-05,5867368,2,8,0.438238065829567,3.505904526636536
373960,2025-12-05,5779175,4,12,0.38856808640496376,4.662817036859565
384187,2025-12-05,5872099,3,13,0.2349845739048312,3.0547994607628057
470747,2025-12-05,5853535,10,10,0.7416199395868646,7.416199395868645
383778,2025-12-05,5807212,8,26,0.29207652494190717,7.593989648489586
384528,2025-12-05,5788173,6,32,0.4127361815643752,13.207557810060006
