EMAIL,SUBGROEPID
u_130f909dc708c2873ed29126b004ea9f081dc5ca942753b6cf4a76644a8d8ef1,"[6145463, 6145468]"
u_130f9b1e4b31cd808eb224f7b19fc3de95c287919198dbe15dfa3fd7dbdb303c,"[5887260, 5887262, 5921923, 6005089, 6005091, 6005126, 6044084]"
u_130fb9de36138df2ccf4d093fbf4b6e522bd756a96aaeb3f1892956d09ee36b3,"[5900370, 5900372, 5900373, 5900376, 5900389, 5900393, 5900397, 6019307, 6019351, 6019650]"
u_131241ebdacc3cbfde4185ef6c1dd18c488739ca4aaf0e01cd8bce100dc62f4a,"[5814811, 5814812, 5814821, 5814822, 5814823, 5814824, 5814826, 5814827, 5814829]"
u_131d3bccc1853f6ee60854c39ebe1590020dcd68b98468e83a0f8a06a7ba467d,"[5770761, 5770762, 5770764, 5770765, 5770767, 5770768, 5770770]"
u_131f0dc8e739656dcb6b78a419623492e037203f68c2f7cf4acefe33448adc95,"[5784958, 5784959, 5784999, 5785000, 5785001, 5785002, 5785003, 5850495]"
u_1324c9dc33a5faa82e4a4025f826434a4c0787aee34fbff724385282ff8ad180,"[5831877, 5839387, 5839390, 5839395, 5839396, 5839397, 5839398, 5839399, 6011637, 6011690, 6079773, 6079994, 6101354]"
u_13272c1a25da0e08bb3692653159c894ec3ae01c310fa468620bea655b196ab2,[6094291]
u_13284d234318b3f50fc255d772f510e040d4e49f36796992a4973d6143d2ffa3,"[5868338, 5868344, 5868346, 5868349, 5868355, 5868357, 5868358, 5868359, 5868361, 5868365, 6070820]"
u_132bf4fef534eac80d137fd8619c27e28aa13bf2ac5ac62a9d932b19da5b91c1,"[5830440, 5843400, 5843401, 5843403, 5843404, 5843423, 5980175, 6007850]"
u_132eb8c894947f02910ee1d9d4c7ca56750c36024da7ef75fc4341d763cc2ab8,"[5753210, 5753214, 5753215]"
u_133479288c3895a927c839a77a4c48dc3bff5fc5da180859e78fbfdecc8521b5,"[5799592, 5807209, 5937304, 5937308, 5937311, 5937318, 5997669, 5997670, 5997671]"
u_133489bae1c85a037dbc63ca82f7fdc76fd7d0e9538a24121194ba0f4056ae00,[5791813]
u_1334c003e6dd45675527d3f0580ce5c111d7b4dd6cc3ce36519ec50a4a83e8f2,"[5937304, 5937305, 5937306, 5937308, 5937309, 5937311, 5937318, 5937464, 5937465, 6081045]"
u_1335e7a08962a6d043a5766ae9fce0f33578d417c01fd15efceea3a4cbb610fc,"[5762023, 5869857, 5869860, 5869861, 6016179, 6030189, 6049829]"
u_13360f7b7f72166573ae9da264643f85ae886b1b25639d7dd2ecb36f15f897c3,[5800970]
u_13380bd6b4b5003dd823a509b2d95cb9194f36c8b95ce8c2fb01b192e908a317,"[5921923, 5921925, 5921957, 5921961, 5922016, 5922017, 5922020]"
u_133eb1929f5f7e84028ea2377b791a9c435532cc21a21d41e4e2c8f18cf67726,"[5807577, 5807799, 5865635, 5865636, 5865637, 5865638, 5865639, 5878679]"
u_1346299f711e5e415157fb30af8fa29916c0d0ce8259e8fe6ed169649efdb6f6,"[5861391, 5861413, 5861415, 5861417, 5861418, 5861420, 5861421]"
u_134c51c21332865d588705fadb10998fa5e7cd31425948f9e06a4daeb8456d6a,"[5872097, 5937667]"
u_134dc959c1bd0e835796b3752cbbb400b15f81058c0d40f370821e0716930d1e,"[5894258, 5894260, 6155827, 6155828, 6155837]"
u_1352df071afef0a87a9bc123b4d7e4ab21f228fd2da568b374b1a1cb88997309,"[6057029, 6057030, 6057031, 6057218]"
u_1357f809d24bc999e94b9b8fae0158b9a30bc8ced1137a18a3f2160d21415416,"[5813476, 5813510, 5813512, 5813537, 6092804, 6092874, 6104862, 6104932, 6105002]"
u_1359e46b27b6404cca2972e7997d2306709831ac3fc78602d9721bb139341479,"[5872775, 5872797, 5872799, 5872800, 5872802, 5872803, 5872804]"
u_135bc1eede6c76a422a63ec88db546e6fd03bfaabd24b8896e474775a9fdc87b,"[5866377, 5866379, 5866381, 5866382, 5866383, 5866384, 5866385, 5866417, 5866422, 5866544, 5866545, 5866559, 5866561]"
u_135c24a4109a78526b1445c78b7f58cd19b8a64fa2bffa41755fb46998ad1ce0,"[6018430, 6038983, 6038990, 6038996, 6078055, 6078106, 6078157]"
u_1362c608f98e8df37db5971f1208d7a2d8912a7057dc4020e7e456cea7b39598,"[5796440, 5796441, 5796442, 5796443, 5796447, 5796448, 5796450, 5796451, 5796452, 5796453, 5796454]"
u_1362ee56648aa55441874cdfaeea38948b6ff1885ac8d4f6b70d75d3b3353ac5,"[5939509, 5939510, 5959016, 5959019, 5959021, 5959023, 5959024, 5959025, 5959026, 5959027, 6057670]"
u_136770062430096800814d8798b487b736014b147ebbdceacd40c95d9795b952,"[5821188, 5821190, 5821195, 5821197, 5821224, 5821228, 6019794, 6019854]"
u_1372114bc8a6060446e36a88bfe5b2111e0ada49cd9838b801a6e73049485919,"[5813644, 5813678, 5813680, 5813705, 6092378, 6092735, 6092805, 6092875, 6104863, 6104933, 6105003]"
u_137c784c0ba8be3e5d545fab0e47253dfc02f6dd97b3bf7420fa422a6487dc95,"[5776857, 5804518, 5804629, 5825972, 5826224]"
u_137f7d8e1478adee956732ea0a6dd826d758b6f82a9af800e70bdd4ec963fd8b,"[5806260, 5806263, 5806273, 5806274, 5806275, 5806276, 5806278, 5806279, 5806280, 5806346, 5806347, 5806348, 5806349, 5806350, 5806351]"
u_13845f15559e5dafd98be020fd500ff7a34ae346b0acd3947ad4cd04f8fa4490,[5784561]
u_1386444765c943350b35e3d269535f36e5bdd819431124594f09152bdc387241,"[5849163, 5953652, 5953660, 6033812, 6033876, 6035258, 6040582, 6041037, 6100941]"
u_1387ad18423c1272908f0a4b99a1de9f0b589e425f93a2638a85f20d8cefc770,"[5983757, 5983822, 5983903, 5983904, 5983905, 5983906, 5983908, 5983909, 5983910, 5983912, 5983914]"
u_138841addda456862ee2eb982c26c772899877be46dbd2b3069a8bf8420cd52e,"[6090757, 6091495, 6091637, 6091709, 6091779, 6091851, 6091992]"
u_1389588bb0ae9d8ece30368e915e2179931f13e2ee08ab386dcefa9b4ad20eea,"[5784689, 5784690, 5784698, 5784700, 5784701, 5784702, 5784704, 5784706, 5784710, 5784711, 5784712]"
u_138b772105cc7ad9ece9a2bb425da35823e8f4d7a29894fcad1ea7a49477477e,"[5901765, 5901770, 5901774, 5901775, 5901776, 5901778]"
u_13938e9ffc5cdfce914a0d5513fc5dd41689bbc99c910a7ae9a7a3fbfe376d64,[5953451]
u_1393a0e820cf3bdd4ad127a6a35d4c9c3de4eb6afcaacef41b006913aad9d74d,"[6048579, 6048580, 6048582, 6048583, 6048585, 6048587, 6048589, 6048591, 6048605, 6048611, 6048635]"
u_139d9226c0a891cea16576fbc32cd0d5925bb428994772a3096537f9c88b780f,[5732323]
u_139dc99bf70f0a02166205962582f64a97614059656cab5d908c071db33faecf,"[6004447, 6004496, 6004566]"
u_13a0a6144cbb790424afa71a751a8e9d5cd0bc454dc12b0b45cbd73fcd4f6795,"[5997460, 5997463, 5997464, 5997465, 5997466, 5997467, 5997468, 5997470, 5997471]"
u_13a3aca22869e10a064af9019b3b0bed780c7cf94c164d2f24b95b7440eed4b2,"[5867910, 5879967, 5880150, 5893776, 5893788, 5990815, 6058065, 6151602]"
u_13a50fff8fddf60879b8937acc58d1703715142f4982eb198ef51664c6548436,"[6123805, 6124095, 6124392, 6124682]"
u_13a6a3df815fb0784b82e8fb193691054c3fe6f6ef513436cd9897111c5213c0,[5885252]
u_13a7e56c697b587ffc60695fbb378a8b98f71da9d720fbbe48df012e638f593b,"[5717692, 5717824, 5717825, 5717826, 5717829, 5717830, 5717831, 5717832, 5717833, 5874283, 5874287, 5874292]"
u_13a82705059bc3abc751280b8a40857c30abf290a099513a188e954e2c196a02,"[5775414, 5775415, 5775424, 5775427, 5775428, 5775430, 6113912]"
u_13a9001e3ab9c265f7e065740e11e67070f364787834e48a88fa535e95aab167,"[6160628, 6160629, 6160630, 6160635]"
u_13aeb09d79405cc780385bb822ad3b93ae7ef79f4a70cbf37d689dd53f1bf3dc,"[5927772, 5927773, 5927774, 5927775, 5927776, 5927777, 5927779, 5927781, 5927782, 6077547, 6077593]"
u_13af1d007972456fad7861fc5faaa59372528267f3c0dd32ee647f47869fb370,"[5738864, 5747723, 5747731, 5749122, 5749123, 5754063, 5754066, 5754068, 5754573, 5875830]"
u_13b0b4c3f4efcb7bbbbb590fcbe64878526a012730f6eb2b2a54947884a4d9ca,"[5786440, 5823708, 5823798]"
u_13b1b3a6dac1ee85ec0dfa72b322c746ac0a7862102a573a9cc5b5e237ba5a98,"[5771425, 5771430, 5771431, 5771435, 5771438, 5771543, 5771545, 5771546, 5771547, 5824707, 5879221, 5879222]"
u_13b22510de1082d6de973db72e5830a94aadc000fab94626e51f04724c8fe86a,"[5829010, 5829013, 5829017, 5829020, 5829021, 5829022, 5829023, 5829024]"
u_13b515927e215cfc9b4e5dc0f4bffcdacd5bcffff10e6f2d83436ee6db488ae3,"[5806260, 5806263, 5806273, 5806274, 5806275, 5806276, 5806278, 5806279, 5806280, 5806346, 5806347, 5806348, 5806349, 5806350, 5806351]"
u_13ba34cc09ce24f693decb922d2ed8188a1c3383408380acf49864aa0c160bd9,"[5717964, 5718101, 5718107, 5718108, 5874680, 5874745, 5874826, 5874829, 5874833]"
u_13bd12335373aabe11965f746c2e7e982acfa316c2abd4dada1ed4b306c43aeb,"[5894466, 5894486, 5894490, 5894500, 5894512, 5894530, 5894561]"
u_13c960d2b26b2c60dd67467370123feb0936b2318b573d288c49ff0abc0445ae,"[5728834, 5782238, 5782253, 5782512]"
u_13ce086900d306cc791959beb399969af96a0f9ff91201104b046af77a43348f,"[5927871, 5927874, 5927877, 5927885, 6062527, 6077692, 6077715, 6077738]"
u_13d1fca2d56abc656bb3d30aeaa838a95d3e105e8d0fe4b791b09094a3e3b7e8,"[5788372, 5788387, 5937308, 6080999]"
u_13d69128454f52f60b0532b1ab17ad13d525bdb62cbaaf23f067df2af1a38cc8,"[5737885, 5737891, 5737892, 5737893, 5737898, 6024559, 6024613]"
u_13dbe4726055ae307daf6b73e476b315707d3212a1c87db750b60e4c5fb2c919,[6039199]
u_13dc8e29385104284c58276697a74608c3a5ee8c639357e6d3f0638f042aa352,"[5964470, 5964472, 5964473, 5964474]"
u_13dffa38cd59cb9722e2c8066c9dadf8e45c9eec0df9e7dc2cdd90fddf35f3fd,"[5868775, 6005095]"
u_13e2fa318a0b5d4b35e3bed7f509bdfa60eadf3a564a6eb96b1f191593383b21,"[5884257, 5939295, 5939335, 5939336]"
u_13e6eb6a92aa49aa939e33b2fcda0fa22cddb98bdfff384c6178f616079b07e0,"[5807011, 5807016, 5807019, 5807020, 5807021, 6080997]"
u_13f33fd5afc761e776d11a966e229c558e98edda91df3f2c45971950cf4c52fb,"[5894557, 5894561, 5928787, 5928827, 5928828, 5928829, 5971842, 5971850, 5971890, 5971900, 5971912, 6001513, 6001549]"
u_13f9f90fa476d087f4d0106839aa1c97c0b4f77443a6e957a622520573f349b6,"[5971017, 6008702, 6008751, 6008758, 6008793, 6008800, 6008807, 6008814, 6008821, 6008835, 6008842]"
u_13fac7ed725d699f869880c6b70a52817383ef259b99d1627a121eab301135d0,[5787962]
u_14073d27480bbf67bfff0df3bcf5620fab5094c8deca4f7e27eeee6d48952645,"[5778586, 5778749, 5778768, 5778770, 5778773, 5867910]"
u_14086e5c41fa95691bf20fef12d607ef1c26074e33fd6b1180976e7b3015c258,"[5879348, 5879350, 5879353, 5879354, 5879357, 5879358, 5879359, 5879360, 5879361]"
u_140ae2245f78aec9437e95cd4b8d2c29d4b64da264a703de1e7e0847fe588d72,"[5747728, 5747730]"
u_140edd7208fd634f41b171051948630a997401b5ca639c402c1f854651799c15,"[5824709, 5840669, 6018427, 6018428, 6018429, 6020086, 6094290, 6094291, 6094293, 6141496]"
u_14125b5715eea34c65ecb1e29364cf97561155245612616a8e02ae1f57422b92,"[5927889, 5927897, 5927898, 5927899, 5927900, 5927901, 5927902, 5927903, 5927905, 5927906, 5927907]"
u_14163f0d9192c7784c9611d5673483ada3f1bd8a900c1d82d160d9dba565bb52,"[5747715, 5747728, 5747731, 5749123, 5754567, 5754570, 5754573]"
u_1418d1e3b21ac104794d8768ec6fcd0b0ac21f48e90b17e8583842f9c50a8380,"[5785566, 5785577, 5785578, 5785579, 5785582, 5785585, 5785586, 5785587, 5785588, 5785590, 5785610, 5785611, 6001419]"
u_141faca13cc6171a2b2602f1c27c30508cffbb7430bf90a63a1a891bc117dd31,"[5885302, 5885326, 5885327, 5885329, 5885330, 5885332]"
u_1423ea26f3534cce3ed2d6129c4a3b212fff47e4765a27484621652a2aa75139,"[5928269, 5928270, 5928271, 5928272, 5928274, 5928275, 5928276, 5928277, 5928278, 5928279, 5928280, 5928281]"
u_142a4b8c5101cae71fcb81a75c24fae7d4a4fab4339b7c8e00e07be68e922cb1,"[5753006, 5753142, 5807209]"
u_142b1743fe53d0318817ebf0f7c6df491b6a98d693106de6711d8f974b9abb4e,"[5872775, 5872797, 5872799, 5872800, 5872802, 5872803, 5872804]"
u_143525182f5bc9df06ef39d2cf077e8dfa07dd58d5e6bdf27037fcfa8810bc48,[5937307]
u_14388d3a3297726ccbb083ba276a224c3dba681287f4b57203627e5df80d5e49,"[5921741, 6001695, 6001708, 6001734]"
u_143c48c531864a4f7db6b940fb2742ea6e604ff01fd4609404e30f05c3158dcd,[5806277]
u_143d7562b943132339b9cb09d3772f4b5e221de41008cb8805e20657d76c8755,"[5874473, 5874553, 5874555, 5874556, 5874557, 5874559, 5874560, 5874562, 5874563, 5874564, 5874565]"
u_14430f617875ed73855d38a8e01f388d3a55fec3a62bb108451da514bda7ac6c,"[5887625, 5887630, 5887631, 5887638, 5887644, 5887645, 5887646, 5887647, 5887648, 5887649, 5887651]"
u_14466a75527a4d9d221ae136805093d42a79c04dca3e1ea7d4e5a7f920fdd62d,"[5813066, 5813067, 5813088, 5865707, 5865708, 5865709, 5865710, 5865714]"
u_1448c07c95c0ab80fa25c2c78af1097ffb14dc4bd108e1b575fafa28992b241a,"[6058494, 6058495, 6058496, 6058497, 6058499, 6058500, 6058501, 6058503, 6058505, 6058506, 6058731, 6071605]"
u_144b0b5738d903676ae7d97b8ef9823b5cd51fd1eeacf38429a06e9b32a46264,"[5828471, 5836054, 5857801, 5996131, 6004230]"
u_144b82fb0d4c19fcd69cabc63a2c43dc98893b63a805d1bff849ce9817de3f6f,"[5946295, 5946329, 5946330, 5946331, 5946332, 5946333, 5946334, 5953926]"
u_1454006146bf12cb6b0a8cfde156236e9f270cdb336a029128e6d5f64fc23233,"[5864984, 5864992, 5864993, 6035523, 6035625, 6149494]"
u_1459078cbe8ea673848a0b2181c1e6925d27eca30fa02cf718807c0d5e172991,"[5994784, 5994785, 5994788, 5994789, 6125934, 6125938]"
u_14596e65a7e3e7e39d46dcd3ba404257f286911abe234057025fe978e1f10832,"[5959042, 5959045, 5959051, 5959054, 5959056]"
u_145bab79463f38128f7d704b4aa65005689979642c844e65adf6d94776450869,"[5805799, 5805802, 5805804, 5805805, 5805806, 5805807, 5805808, 5805809, 5805810, 5805811, 5805813, 5805814]"
u_14607753619c339482c5ccf37a50a68cd51dffcbaf7b9d7f66f075f7975c7c1a,"[5938924, 5938925, 5938927, 5938931, 5938932, 5938933, 5938935, 5938936, 5938937]"
u_1461025321b096725702c52334e5f7111b3a8dc0b3fbff4f82577bc088288a93,"[5876553, 5876605, 5957668, 5957670, 5957671, 5957673, 5957674, 5957675, 5957682, 5957685, 5957686, 5957688, 5957690, 5957692]"
u_146140797751980f781571b3db2a9d74a6958d6e46895f91e79350e5e805d20c,"[5937510, 5937667]"
u_1462fce435dffc85ca58c7522e4176aa8c2cf917f569755526913c868d52e6d4,[5806277]
u_1464adeaa9e37600d940735b6c2b6f2634af214edef4f4435fe83991993ed559,"[5719696, 5719697, 5755189, 5755191, 5755194, 5755196, 5755200, 5755202, 5755204]"
u_1469395c9a8fabbd7ed9ec807137c7b9b73f2e2f02af31a72ad14a13e8e1e5b5,"[5721124, 5721128, 5721130, 5721133, 5721134, 5721136, 6101352, 6144976]"
u_146e26761a868aad7df3b5cfa7d964a29bec30616e73721420ae64fbbd9fada5,"[6020086, 6094293]"
u_1473c1f7fee732fcf14cbd791f6f1036a1dab78bde46920e3bdd8f4b76573f54,"[5784925, 5784927, 5784929, 5784931]"
u_1475a5551aa047b05ec63f5e32bba1cdc17fa26a9d561928a072f8bcfd670918,"[5876557, 5876558, 5876559, 5876560, 5876601, 5957668, 5957673, 5957674, 5957675, 5957682]"
u_1476998e5465854bbd5cd0716ed906749b762d42ff522ae5fc438b3313f3a9a7,[5828635]
u_147712f9c987dc6e3cdc73d5a7987bc7d74eded604b56868bf9b636ca3611752,"[5796213, 5796215]"
u_14780004af5280961038e0f4d1aaff6f023f45ec9b67359603de8166a465c814,"[5824228, 5824233, 5824235, 5824239, 5824248, 5824249, 5824257, 5824258]"
u_147d3ce892ba6edcf3940f5e442b90401bdcce7d9bd49b5a50b4938e247ec4de,"[5994779, 5994784, 5994785, 6123491]"
u_147ee8bc47560381489c85c1d529639108d084a188a107ab928dee82ff2ba163,"[5869568, 5869576, 5869577, 5869587, 5869588]"
u_14828bf94ead4787fa998a8d4e4b24203fb34c1acd45343ddd06f8b69ee31151,"[5876597, 5876600, 5876601, 5876602, 5876603, 5876605, 5876606, 5876608, 5876618, 5876619, 5876620, 5876621, 5876622, 5876623]"
u_148a2a5cea191ba79aeace6963c74287b6a0935dd88cbbe7e6104a20de15181b,"[5994785, 5994788, 5994849, 5994850, 5994888, 6126394]"
u_148bb54609d0f6548dd7758460a365c132e63faac493c7859246d36aec504260,"[5796440, 5796441, 5796442, 5796443, 5796445, 5796447, 5796448, 5796450, 5796451, 5796452, 5796453, 5796454]"
u_1493cc497eb7ee2afd34ee97b09546db37db4512a070f05fb539b10f2d82fe17,"[5805673, 5805676, 5805678, 5805679, 5805681, 5805682, 5805685, 5805688]"
u_149708cf00654643f15468be06a111ec285eee4e74f5694503222828ba29fc19,"[5757847, 5757849, 5757850, 5757851, 5757852, 5757853, 5757854, 5757855, 5757863]"
u_1498f65d768d73205b239b7d965fd672ea1e68528e16e5e6ab5875703308f9c9,"[5805854, 5805857, 5805858, 5805859, 5805860, 5805861, 6008855]"
u_1499782cf71f195c4af47f0950c8be27a6149a964a1729e970267e9639e83339,"[5861087, 5861109, 5861111, 5861112, 5861113, 5861114, 5861115, 5861116, 5861117]"
u_149afa80d9d09daacaa09feaa178704388745edf1aa9aee7c491787632c29cd4,"[5837010, 6033812, 6033877, 6034738, 6035258, 6040517, 6040842, 6100940]"
u_149d1b77c8124da452562b589d071c02e049a54cd085b9b6f3a8e6b66dcbfa00,"[5964470, 5964472, 5964473, 5964474]"
u_149f85631f8b7eff76383abda2e1da694d3b9eb44cf2a17697b4ea12c3f33984,"[6050286, 6050288, 6050289, 6050290, 6050292, 6050327, 6050328, 6050331, 6050332, 6050334, 6126198]"
u_14a13a14444763fa00bbf79e9aa99a750a1d5db937960d0e7676f4d7242eaac4,[5787737]
u_14a3c946285b3ce1f09e3c8fe408afb638067a474ef663432c7614cef2b665d4,[5872801]
u_14aa50538720cb872d152685bfe77cf0cd4eb3ac79e5f0785553107ee488d9b6,"[6031831, 6077692, 6077715]"
u_14abba92a55888d623b50ce0161f1f5715688b6a623f33dacbd116d8449ba9fe,"[5797390, 5797393, 5797396, 5797397, 5797404, 6031899, 6077693, 6077716, 6077739]"
u_14b2725a581b2adb9d1bed1bd3dc396d96f3cf78717a9c38d6fc7bf60a61eaf0,"[5928556, 5928626]"
u_14bb553ede74d1348e1669f36d3c0f2ea5ac106d4d0b0c94ee72d06e98475b16,"[5837010, 6033877, 6040582, 6041037]"
u_14bd5e568a2b423641eab1c9b325c503c566e80150ff05e08a53e5733a937c17,"[5971420, 5971421, 5971422, 5971424, 5971425]"
u_14c19724662e29e20068de233211bbe00ee960836ec8a44c1ffddb9f38e679e6,[6057537]
u_14c394c5cb85a3abd5dbf207b6580305f79823167f645f780507d54a1e6c7b7b,"[5775414, 5775415, 5775424, 5775427, 5775428, 5782512, 6071926]"
u_14c4afbc3c71a70d26c52f985a216a95dbdaf249488f639ef403c94d0473dea6,"[5804603, 5804629]"
u_14c8571dc724c6f3a481f5ac476bec5a2327bb3969d81b59e430565224fe53e2,"[5814661, 5814662, 5814670, 5814671, 5814672, 5814674, 5814675, 5814677, 5814678, 5814679, 5814680]"
u_14c95577e611fb8a3e8a3a4e94e4ffb6161e9b38b4efeff762dd98ed22d8e05c,"[5792549, 5792565, 5792566, 5792604, 5792605, 5792619, 5792674, 5792680, 5792687, 5792688, 5792706]"
u_14cc64fb548227827f59a27c3b1192ae64f468f035876a81edac40409b223f7c,"[6057527, 6057537, 6057562, 6057563, 6089906, 6089940]"
u_14d0afb1cbbb8d5bab8120fb066160fb865d099dcf8c342c5bc9bcab61aa2a2f,"[5800445, 5800457, 5800458, 5800459, 5800460, 5800461, 5800463, 5800464, 5800465, 5800531, 5800532, 5800533, 5800535, 5800536]"
u_14d1df92958ff227c8ab1a899fe5c90ddef4a40f59e124b5014a49afed6dbabd,"[6020823, 6040652]"
u_14d20a032872376dbefd5113d9b5d77055239a7b70dd477b25a157a2e2e95126,"[5736945, 5736946, 5736949, 6103700, 6103934, 6104168]"
u_14d894c4abf2e968e71a247d152a1787a8669352147f9315b6311fbf69ea19be,"[5865031, 5865114, 5865115, 5865185, 5865238, 6058059, 6149476, 6151757]"
u_14da2c66e68c4b58fcc98b905bfb9ebcd8f6c3c9569fb11548d3daa7c5607155,"[5814811, 5814812, 5814821, 5814822, 5814823, 5814824, 5814826, 5814827, 5814829]"
u_14deb6474755d4289353f9c70d294ad0bd28757c5fbc112d5861ae4e2178ba62,"[6077341, 6077364, 6077387, 6077433, 6077456, 6077594, 6077617, 6077640, 6077663]"
u_14e0f647599c2b0475fc575f211c7da65645dd4a81436f30a26e6cf95912ad6c,[5976982]
u_14e2eb9a9816c6dbc3f2dc8d8f1ad05217a217397cacdaa459342439db61d33d,"[6077341, 6077364, 6077387, 6077410, 6077433, 6077456, 6077479, 6077502, 6077525, 6077548, 6077594, 6077617, 6077640, 6077663]"
u_14e337caf171c212fc5566ecf86f2ad1ea7a50f80d030a4458535958bf5c04fd,[5877726]
u_14e465bd268440f71c39c1fb426e6d187c262dd4bd2d9b754f452e0437466661,"[5928290, 5928324, 5928327, 5928328, 5928329, 5928330, 5928331, 5928332, 5928333, 5928334, 5928335]"
u_14e6aee4db2d17414b2912d639e2031a45c23568cbcecf3147d68555881a6d98,"[6117868, 6117870, 6117871, 6117872, 6117874, 6117875, 6117877, 6117878, 6117879, 6140127]"
u_14ec40ebbab048ec4f771a9ddb48f3c10bfdda7e863f7c3c67379d50ae56f515,"[5866084, 5866091]"
u_14ee09446f7d69faff19c38e765176ef581d3acb05eec7f3a96276578f1dd50b,"[5775109, 5775112, 5775117, 5775118, 5775120, 5775121, 5775125, 5775293, 5775294, 5782512]"
u_14f35f8e009b74a177d3b17eaa6947c0077d7dd01d518f1ec809db7116fb226e,"[5824707, 5872635, 5872640, 5872645, 5872646, 5872647, 5872648, 5872753, 5872755, 5909485, 5909525]"
u_14f36b8ebf8d8a54af3a68f033cdbfd09889e8b0183e0eeb177d26f5f892fc83,"[5771955, 5771958, 5771962, 5771965, 5771966, 5772073, 5772074, 5772075, 5772076, 5772077]"
u_14f704433682e686cd15a15ca273322a9e6b7bf1f88a33f17da1aad30aaeca32,"[5858126, 5858127, 5858150, 5858151, 5858154, 5858155, 5858156, 5858157]"
u_14f8449f85145f27239192aa74dbe75be9b717c1ca0529a2ffbb0e40c2abfedf,"[5971017, 6008702, 6008751, 6008758, 6008793, 6008800, 6008807, 6008814, 6008821, 6008835, 6008842]"
u_14f956a43fae60e50ebf1f5916a3eac4d25449834903716e80ed94ba41afc6e6,[5906272]
u_14fbc94661d5e36e981f67dcf813ca8edf042188d43b2f8d18b5f2ebee7c4f75,"[5899841, 5899843, 5899865, 5899866, 5899869]"
u_1506702d216608eb73cf9369f53e49750af6956d65b0216f21be8fcbec682734,[5872801]
u_1508680a11a1d0cc25107dffba06fb3b84ce10ec504ae7620f5696ec0ec04450,"[5800826, 5800829, 5800838, 5800839, 5800840, 5800841, 5800844, 5800845, 5800913, 5800914, 5800915, 5800917]"
u_1508bab6d136680a17e24240dbbffc93fa5af8a3561b335917a008f0ed0a075f,"[5971515, 5971516, 5971517, 5971518, 5971519, 5971523, 5971524]"
u_150b4e479ce6ec45681d654003b501057f09bfb677338554d20bfe86c83bd723,"[5717941, 5717964, 5718097, 5718101, 5718102, 5718103, 5718105, 5718107, 5718108]"
u_150fa62bc3a154792dfa624502889d0314d8ff2b22eafc24433e629373842014,"[5731717, 5731739, 5731740, 5731741, 5731744, 5731745, 5731746]"
u_1514f29574838ef79120d028013c882ec09f5af9e7ceb4a54ba72926832c83b2,"[5747714, 5747715, 5747717, 5747718, 5747721, 5747723, 5747726, 5747728, 5747729, 5747730, 5747731]"
u_15166fbf2265821f9dbbf716844116d9d7f0e5baf0e2300d2b4ace5db51d1678,"[5738852, 5738856, 5738860, 5738861, 5738862, 5738863, 5738864, 5738865, 5738866, 6069980, 6070199]"
u_151aeebb0d1cc8f1d94253ccd217c4e1b310b37944273368bfd87b62400c8172,"[6160627, 6160628, 6160629, 6160630, 6160635]"
u_151dc8a10cfbcc3f41d0ed0138c723a596913e4fb892fc8bb7de4548948bb504,"[5872775, 5872797, 5872799, 5872800, 5872802, 5872803, 5872804]"
u_15212e8155e500288bae8c2056e586278d79321be89993930ffa4e3837b2d2b6,"[5826149, 5878870, 5878891, 5878921, 5948696, 5948733]"
u_1522d16dd9b58879213f804883cd5f967e64f30abbeae0a0f7a655459906220b,[6081318]
u_152c1b03386d11e11fbc1e6a7ad75af9e67713d06a58938a8bfe6a88badd000e,"[5849024, 6020825, 6040654, 6101228]"
u_152e9bf7fbf254b365e1d536bf761488460aefa13e039e598c0252aa235b9e4a,"[5956098, 5956163, 5956243, 5956247, 5956249, 5956250]"
u_153522f82ce6b8f6a37cc95ce28b52c5983ff98119fcc4ee683eb13a8d19f2a4,"[5823184, 5823185, 5823187, 5823188, 5823189, 5823207, 6007852, 6007858]"
u_1536348530fca793802706c89c59c83cda4d9ea0c5a592827c0e1468a8f165b1,"[5804518, 5824184]"
u_15397c61dd8c1d2ca6a4a0178006d5b7bc20bcb5773c1843eb053f472e0ce8b8,"[5978303, 5978304, 5978305, 5978307, 5978308]"
u_15417bceee043d5c1b15a23fb9a1cd20d6cc9f66f3ab82d46c091dfc826c9a84,"[5972037, 5972048, 5972049, 5972050, 5972053, 5972056, 5972058, 5972059, 5972061]"
u_154b9b0704d61e2aa075ce80263ae85738b0dc8b466ba708bf0ba774bc5b36cf,"[5805527, 5805533, 5878679, 5887180, 5887182]"
u_1551bf9ae510158db33c8810e09cfcd3f985e5de4e7a4a36814a110dd5954d19,"[5807504, 5807505, 5814821]"
u_155682200d28708cb94961847307c0b9461e8177125ff68e19281f50c251a030,"[5804514, 5804518, 5804520, 5804552]"
u_15663d33b07c55ee96e5c804359e606086cf485c0fd65648ba03d61cf08c2892,"[5778394, 5778420, 5785996, 5971887, 6001493]"
u_156679bfbc8d17ecb2838679c3443129b95ac4c832c6ff1df59a4801aff2b2da,"[5857660, 5857661, 5857698, 5857700, 5857775, 5857782, 5857785, 5857801, 5859027, 5859028]"
u_15672b94e9df8984db07d3816c62cb57e2e77b33175bf8443f60935ce371934b,"[5939372, 5939373, 5939382, 5939383, 5939384]"
u_156bb1993454a4f6d63b9917b3bfaa024cbbac8869b7680f8f737f05b9db5b28,"[5959042, 5959045, 5959051, 5959054, 5959056]"
