EMAIL,SUBGROEPID
u_ef1a2f7ac62eb8c1ab6fe6cb10e5e0bb464c0566f06c3bcb76c21b063df18ce5,[5849399]
u_ef1c3359340f7b5e3a8f41b0c3790d119cbf2facdb6374868d85966b25c96a74,"[6117613, 6117615, 6117618, 6117620, 6117621, 6117623]"
u_ef216cc1f9134e40c664e45e906fed68c2bef4a865ae04bbce7815a86cab6dc5,"[5844362, 5844365, 5844374, 5844375, 5844377, 5844378, 5844380, 5844381, 5844382, 5844448, 5844449, 5844450, 5844451, 5844452, 5844453]"
u_ef255cd75fd93ee3082342aee2009d9d829f2b5839b50c3b97aeca4c2d42c0f7,[5921906]
u_ef2eca094606fd5fdbfd6ff74a4418071651725fd01cbb516d4c85036c9debb8,"[6050636, 6050638]"
u_ef328068222e56999b31bf98abfa56d5e90e77b150f9e109920af34986ab5918,"[5867910, 5880129, 5880148, 5880150, 5893788, 5893789, 6051511, 6058062]"
u_ef428596bc1edc19b54102dff566c851d9af56920a7850b571054957e5355668,"[5786267, 5877722, 6004447, 6004496, 6004566]"
u_ef47c41e964aa0a3581678cd6e49f234a001f2eed7130269a4bb9c479079c8d1,"[5887880, 5887881, 5887882, 5887887]"
u_ef4970160ef660579f14dd95abc12bef6d88b07c89503183b6cc078c67cce3fa,"[5732323, 5732329]"
u_ef49d4b2c4f49d1f4a2ad3be5410abb0bea796490107b3c6c14dd3cf9744a5da,"[6043151, 6043155, 6090504]"
u_ef5561eb53d68a342b024901e74d7bd6957b178a9b2ad4460476e6821c8dc368,"[5920132, 5928681, 5928719, 6092387, 6092461, 6092744, 6092884, 6098063, 6098133, 6101714, 6101784, 6102322, 6110737]"
u_ef5892c1e0bbaa10363b90df948ad33897d658469b1a047c3f340377c4e04f1c,"[5747215, 5747227, 5749118, 5749121, 5749125, 5749130, 5749133, 5749134, 5769412, 5869568]"
u_ef59156a49d21001f4d068e2757f4763ea5f486a8c9e3474122d1f0ce140ee77,"[5770971, 5770974]"
u_ef5ebd2e6d9e71ca90475c6f0f7fcdab87d220d4795298e988f04f298621627f,"[5861261, 5861263, 5861264, 5861265, 5861267, 5861268, 5861269]"
u_ef5f30a576aabc9e4185451e9455959ee14a16ae7a02268b97f85ca2ebfda496,"[5821188, 5821190, 5821195, 5821197, 5821224, 5821228, 6019794, 6019854]"
u_ef669e9550d5caea2269a5d6fb7942a81e69e6a8172ca6122c8045bc7fcab552,"[5800445, 5800457, 5800458, 5800459, 5800460, 5800461, 5800463, 5800464, 5800465, 5800531, 5800532, 5800533, 5800535, 5800536]"
u_ef697d996558022bc01b83b41e267330b89ace6c5cd39e572c9940d9b1f78870,"[6117609, 6117611, 6117612, 6117613, 6117615, 6117616, 6117618, 6117619, 6117620, 6117621, 6117623]"
u_ef6ba0dee2024967cc242d1cd7c566488cc9be7a7e0aaca5b7afa983d9f2c3bd,"[5894349, 5894351, 5894352, 5894354, 6008958, 6008974, 6080951]"
u_ef6be61625cdb717076e90651d05f8a2c654643f1f0caad4760b2ad7f1bc6315,"[5824884, 5824930, 5824931]"
u_ef6db959663169e6466a92ca4c8adb0a51a9cf74bd04f1c700229ee98903e818,"[6077365, 6077388, 6077434, 6077457, 6077480, 6077503, 6077526, 6077549, 6077572, 6077595, 6077618, 6077641, 6077664]"
u_ef6e9f8a04bb523b09269c8b157160cba9045d3fcf730d3d31a2bfe55a8593f7,"[5771430, 5771435, 5771545, 5771546, 5771547, 5771955, 5772073, 5826633, 5909062, 5941942, 5941982]"
u_ef6f921ea45c99c0166e975336693666df9ab49fea83fef049a23af9339382e1,"[5797347, 5797349, 5797355, 5797359, 6020788, 6034498, 6035837, 6035853, 6041234, 6041250, 6041266]"
u_ef7806609f46089c1283dc17c11609fea06b252d4f44a26230a56d4bbc05d318,"[5754055, 5754059, 5754063, 5754064, 5754065, 5754066, 5754067, 5754068, 5754069, 6069978, 6070197]"
u_ef798478d15eacac7fe66b97ef5e98155f2fdd067f874e42440800951219ed82,"[5775112, 6058495, 6058496, 6058499, 6058501, 6058505, 6071605]"
u_ef7c45713f483d313568fcfe9f6965f0004cd6117acac840a803eda678d6d935,[5953451]
u_ef7e5678918991436c633ce0a32dc3112fe7170a41dec590af6ec911c94d79eb,"[5776997, 5776999, 5777000, 5777001, 5777002, 5777004, 5777007, 5777010, 5777014, 5777016, 5777035, 5777060]"
u_ef923a270fc2226a248a417672489326f013be55868959c51755eb6066f58f73,"[5780131, 5780135, 5780137, 5780139, 5780142, 5780150, 5780151, 5780154, 5780158, 5780160, 6071697]"
u_ef96f0811a9137099592c2399c2b1f1c6123ad4f271aa9bde55e48ca0981dc7a,"[5719696, 5719697, 5755189, 5755191, 5755194, 5755196, 5755200, 5755202, 5755204]"
u_ef9a207b08a34d5aec0fb19cb1f8c0eba8d97a0c4af5ee7b9b72869cde36a624,"[6143700, 6143703, 6143708, 6143735, 6143738, 6143739]"
u_ef9d72a2914337cb6252995823ce4baa9a295e21e4f28299767815e319ba36ac,"[5786074, 5786090, 5792714, 5792733, 5792734, 5792771, 5792772, 5792773, 5792787, 5835496, 5835497, 5877935]"
u_ef9f6c6d90aeb4adfb1a388bf76881fdf0b841d011a50ea9480efa4d552f71d6,"[5909271, 5909275, 5909276, 5909311, 5909453]"
u_ef9f7e8873a5acbeac0c90447b713d8b68e1d917c84688972c92fecd59f90ead,"[5750408, 5758033, 5758037, 6019249]"
u_efa6261fcea821e3893429da687dacf06ba4cd87530af2f814ffb9d972aab3db,"[5876137, 5876141, 5876143, 5876294, 5900772, 5900775, 5900776, 5900778, 6078234]"
u_efaad5d735fb1ef8b1c09dcb2ed24c36ed07ffc39188a99a8bf0412b0333a183,[5806008]
u_efaf58f1774ed354451cd2cb2929dd47bb3b8d2d1d20350bdef84484ed09cc28,"[5884349, 5884350, 5884351, 5884354, 5884381, 5884382, 5884383]"
u_efb35edd5458cdaff49b110ee389a140e5e427636b824afd148471a9b42995fc,"[5857660, 5857661, 5857698, 5857700, 5857769, 5857775, 5857782, 5857801, 5859027, 5859028]"
u_efbe9899b95ef74cb404c9d654171a0a25585342d4931f9cbd1cfe8ed1d5c525,[5848477]
u_efc390f52c2a1b7ed5ad1327e8a103a293a52816f920bd9ffc4ab90a09fe6cd9,[5865365]
u_efc754720aa233819e8472115195d86ec14ae861d36dff3f2044c9ac86e942a2,"[5997661, 5997667, 5997669, 5997670, 5997671, 5997672, 5997674]"
u_efce63a9a76d9244917fa37aaf82e48a19d214bade57fc3fa707ee5cca658f80,"[5868951, 5868959, 5868966, 5868968, 5868969, 5992678, 5992681, 6098526, 6098760]"
u_efd13e694801240a7764d52a3a4443f039e65778ebf401d8564c6e4acab5026d,"[5852555, 5852558, 6103465, 6103933]"
u_efd147b88927cb7343bf0b027bc4e42cb43ecd3c05afd990046d536a460bc907,[5844379]
u_efd1d699d3464bb7c6f87c0888ad9da082ad0bf8f104f0972eb47aab6746e0b3,"[5753142, 5788114, 5829221, 5889326, 5937669]"
u_efd30e92fabd5f9658d011d0eba39965d7eb6d484a7ad22be68d164d560bd403,[5786175]
u_efd8b55ce94efbfd268ae47b210df1fd3f9ee85d553ca1cff520f96cd533ffd5,"[5784689, 5784690, 5784698, 5784700, 5784701, 5784702, 5784704, 5784706, 5784710, 5784711, 5784712]"
u_efd9d8af45cc6e3116bdbcca5c452c947a0277f04d3e176c1f4e097cb1d486fc,"[5823541, 5823569, 5823586, 5823633, 5823668, 6092396, 6092470, 6092753, 6092823, 6092893]"
u_efdda4fefdef4847483bf256e90dab6d8764ae7eb3a16e42326324ceebb36833,"[5754055, 5754059, 5754063, 5754064, 5754065, 5754066, 5754067, 5754068, 5754069, 6069978, 6070197]"
u_efe1f0b57092a7a9e06a6d4815d1e90633023bf8f3d1ca10b017714af39e0ad3,[5873181]
u_efe4476e527a004d95191a873ef4a7de06fd9ebea92df271f55a474ea6bf8fed,[6063047]
u_efe4508c99b9dc8a5aa1c0ed7e1335634a646477bfbfa8a357a6d8da611ac266,"[6117228, 6117229, 6117230, 6117231, 6117232, 6117233, 6117234, 6117235, 6117236]"
u_efe5780f0ead409c89fa051366760357ae2bc77c7a340aee9047f9cf886190d4,"[5868338, 5868344, 5868346, 5868348, 5868349, 5868357, 5868358, 5868359, 5868361, 5868365, 5874940, 6070820, 6071543]"
u_efe8026c6c5db954898abcfd6d44f7d2f1b528dd8c9c1fb5efff33c9fef55ade,"[5928125, 5928159, 5928160, 5928161, 5928162, 5928163, 5928164, 5928166, 5928167, 5928168, 5928170, 5928171]"
u_efe91207ad10e502d943912b643ab4b4a812317e58978099328e2fc91cc15431,"[5876700, 5891264]"
u_efe940a03ace3539f0f6b1868633075c1f738670adc5cdbdd4bbca7249a1e6cc,"[5772747, 5794220, 5794371, 5794381, 5794383, 5794385, 5794395]"
u_efe9b18d93f6c38a9bcffa6e411ec6553674749c4776c18199ec75e1b1291455,"[5728594, 5728828, 5728834, 5728835, 5728837, 5729007]"
u_efe9d82afddd4d84963b2e7687bf2195f632e39db5479290acd8e102381d54c8,"[5785396, 5785407, 5785409, 5785412, 5785415, 5785416, 5785417, 5785420, 5785440, 5785441, 6001417]"
u_efef7c6c4330912e13b262e2297c7de71e08fd98294cb7f15bfa6df98776913d,"[5886935, 5886957, 5886958, 5894556, 5894557, 5894558, 5894561, 5894564, 5894565, 5894566, 6001437]"
u_eff39fba35d5ce43781a6eed5e402246429d97ef2ca155fd9129585e9799182c,"[6117609, 6117611, 6117612, 6117613, 6117616, 6117618, 6117619, 6117621]"
u_eff4d340c0bdcb2433b93976ca8981ac9ad65081011af40e79f5be4af9cf07db,"[5927772, 5927773, 5927774, 5927775, 5927776, 5927777, 5927778, 5927779, 5927781, 5927782, 5927799, 5927800]"
u_eff81f2304abf5a675e35b9678528f0331f6e3842dddf659888daf12ab933c64,"[5763965, 5763969]"
u_effb529cd7406a13216037c8b9132883809f3dd687988900ce32b927ebc22b3a,"[5953379, 5953385, 5953392, 5953424, 5953426, 5953434, 5953438, 5953442, 5953444]"
u_f001e0ab84f9e13a84c788ba334d57a1a4eaeca7d22d4e960d82b9a8a9db5ada,"[6117609, 6117611, 6117612, 6117613, 6117616, 6117618, 6117619, 6117621]"
u_f006007f5fabca98956214cebe68f33d55da975097a12f71301a6112acd354a4,[5857886]
u_f00d0668bd5416b767c573025821fbf3b5f81cc6fb86642091eee06b05f5bebe,"[5722966, 5749130, 5793572, 5793579, 5887881, 5887882]"
u_f0113caaca72cb0bad1b1d69556466ee0f232304c590e72446e85f6044022a96,"[5786098, 5786107, 5786117, 5786157, 5786226, 5786232, 5786239, 5786258]"
u_f0164cbf663b617eeccb796c8bc3c20c3b90e4345b6d8d04cc5e51b33cc89152,"[5782945, 5923996, 5924001]"
u_f016fea9c5209b1e9b210db9398aa2be75515fbcb40efa340f74db94ab7c3fc3,"[5805854, 5805857, 5805859, 5805861]"
u_f01cff0250e465bd4cc9330db6e75d74a82cc9fa7192d29b1460c385c1a0caa9,"[5941728, 5941730, 5941731, 5941733, 5941734, 5941735, 5941736, 5941768, 5941896, 5941910, 5941912]"
u_f02909b7287ed38ca4b3ba6168bb533945035823abbca4f61d94c20e9f2d35a5,"[6067623, 6067624, 6067625, 6067626, 6067627, 6067628, 6067631, 6067632]"
u_f02d5d6de25fa9cd628778659903a78fdf8c44f67d745e55168be1ddb937f3c9,"[6160626, 6160628, 6160633, 6160635]"
u_f02f543978ea57c4827ffcb9c007a1588e28e44fb2e4ba8362c21e11727cc2a9,"[6117609, 6117611, 6117613, 6117616, 6117618, 6117619]"
u_f02fe792530cdb93560534127b207cc4dd4962851a4805daf4eabb70f0f58ddc,"[5753142, 5807220, 5872325, 5872345]"
u_f03396c7f946d026307b8d4d67f0ec1ad947e9e85219529810161fb1d04ccd63,"[5953835, 5953841, 5953848, 5953880, 5953882, 5953886, 5953888, 5953890, 5953894, 5953898, 5953900]"
u_f033d5417cd537877ffac9bd3881ebaa9df944720b9e68f26276ea12ad2b0573,"[5854632, 5854697, 5874282, 5874283, 5874284, 5874285, 5874287, 5874288, 5874290, 5874291, 5874292]"
u_f035984a6872550a48c04d6d4d061f51a72faf529474a7ded3affb545c2a58cb,"[5823184, 5823185, 5823187, 5980172, 6007852]"
u_f03661f369cd76fa76901e4f19067276b24b45db2f037818fd37ec6658a4ed64,"[6050164, 6050221, 6050222, 6050223, 6050225, 6050226, 6050339, 6125885]"
u_f03b733b13f5d3e48aece0b35d9cde67122cbe6958340e3e6a0af68dc0cbe1a6,"[5805854, 5805857, 5805858, 5805859, 5805860, 5805861, 6008855]"
u_f03d051e6f2c5e0eeb8d901e3e7d4afe33aa7bdb36bd5c54925621f55609d7f7,"[5876697, 5876700]"
u_f04306391610e93ad0ecf8bf1b72b713b4f0533f259494e221cf1ebadccb7777,"[5899710, 5899712, 5899715, 5899716, 5899717, 5899720, 6024506, 6024560, 6024614]"
u_f04382c79bbf5a0b73fa04c44576268a7327f44944bdb9bfa7a6fbf778c0fbf4,"[5814661, 5814662, 5814670, 5814671, 5814672, 5814674, 5814675, 5814677, 5814678, 5814679, 5814680]"
u_f047ed7ae24327c8728ce957d938e3f465a2cb526198b5876f616743064e18ff,"[6050162, 6050164, 6050165, 6050221, 6050222, 6050223, 6050225, 6050226, 6050227, 6123442, 6123446]"
u_f048a4d86fdb9806c3567c0e0d7b640f8898e3bda08c54e6d490c1a90d7c598b,"[5843114, 5979732, 6091495, 6091637, 6091709, 6091779, 6091851, 6091992, 6154494]"
u_f053eff00056537da679df189ed3a1e66ca15dea2039efd86c59bc1c90a90cf1,"[5796412, 5807011, 5816398, 5829228, 5937465, 5995906, 5995907, 5995908, 5995909, 6080998]"
u_f0557935845977ea7ac82fd84a5d9a2b853d2d10dcc81c678759c3b14d535df9,[5872801]
u_f05c98c59ed1657c3a6845c42e57c838113e4cb94682ac7429c11bdaaf2c9cd9,"[5799501, 5819235, 5819237, 5819238]"
u_f06bfe9abf4ab31a94906ea0fb2b7e99db2134725346689e1fe1269c5ac5bf5e,"[5717692, 5717824, 5717825, 5717826, 5717829, 5717830, 5717831, 5717836, 5904514, 5904579, 5904664, 5904665]"
u_f071d163750bf0610f0e0c49d4777569fdb3ea231e641d787d0251cf4981d682,"[6117301, 6117302, 6117303, 6117304, 6117306, 6117307, 6117309, 6117310, 6117311, 6117370, 6117372]"
u_f073a19913e2d99a989b48dca8741da30f44739f1c31e57a55209ef8e6f1c473,"[5873177, 5873179, 5873180, 5873182, 5873183, 5873184, 5873185]"
u_f0755a64feb55718e4b1b755f1ae979441d66208e7eb9b9b6fe3b527fe9b05e1,[5903898]
u_f07d3bce702f26b742656a143ea1752867296a8d7906178456a32d6380a928df,"[5885248, 5885249, 5885250, 5885251, 5885253, 5885254, 5885255, 5892858]"
u_f07ff15a13a809b83f44cc13e0a92beee81d8092ef574aa83d0507c848e90d5d,"[5805896, 5805900, 5805901, 5805902, 5805903, 5805904, 6008856, 6008872]"
u_f0812f3fcf617241f53dbef050c518fcfee57ab58fa537905d40b61150b7a81f,"[5953455, 5953461, 5953468, 5953500, 5953508, 5953514, 5953516, 5953518]"
u_f083fa0b13239f531719c2bac4d8f284a7bedf2aeca8dcd4f639a7e5f74d77e3,[5784409]
u_f08a1e677608db311264e108bfc53c03fced8665802e11adb8315118c1b3adfc,"[5803926, 5825953, 5833325, 5833397, 5833477, 5948690, 5948734, 5983443, 5983469]"
u_f08ac91a38105d318e8292d97be58c8e1dd50b8a47f5ed11e9592d39a8ec458c,"[5914838, 5914839, 5914842, 5916173, 5916179, 5938702, 6081328]"
u_f08d30b44e932196564a04cac6302aeb01b1a70704669e91d4de5b65f4d16543,"[5823184, 5823185, 5823187, 5823188, 5823189, 5823207, 6007852, 6007858]"
u_f090ee5a145a288dbc03d23dcd3ac9fd04e97ded68e83033f379ba7044cb3dce,"[5868338, 5868344, 5868346, 5868348, 5868349, 5868355, 5868357, 5868358, 5868359, 5868365, 6070820, 6071543]"
u_f09378e97b03c3811cc240585bfcd901290230a3baad9210f7e88c1ac2eeaf90,"[5865008, 5865038, 5865039, 5865058]"
u_f0947a0127287ed761753b2626d4c10d2436a7d204418f368fe827173373dd5f,"[5928180, 5928214, 5928215, 5928216, 5928217, 5928218, 5928219, 5928221, 5928222, 5928223, 5928224, 5928225, 5928226]"
u_f0991fdc8877335ae2ea664caf55615b30af9cbe433846e779c461dfa0cbf4d1,"[5853934, 5853935, 5853936, 5884390, 5903896, 5903899, 5903905]"
u_f09ea9d710a2671cbade5b1b43a92c197e61ff9cdd12e18cd9d6e947c4e7314a,"[5884222, 5939372, 5939373, 5939382, 5939383, 5939384]"
u_f09f5df98def979a71143eb93ec579172f4cb87edb496cc092bac6ab74558156,"[5796209, 5796213, 5796215, 5796216]"
u_f0a4008e0173d5fa8bbd404d3044dbc64702bba3965d9cc570f85f29eb95e0c5,"[5788165, 5788166, 5788175, 5788177, 5788181, 5788183, 6081000]"
u_f0a486b6146651562169aa3b80791a7d9d707c07c9ff55b808ca3e3a32abfa87,"[5889005, 5889160, 5889162, 5889226, 5889255]"
u_f0ab68b3910916067e38c053722ffa57804217da5ac0586bc069ebde889fcb31,"[5874680, 5874745, 5874825, 5874826, 5874827, 5874828, 5874829, 5874831, 5874832, 5874833, 5874835, 5874837]"
u_f0ac1b72f665948c24c26a2f77581408d23c3a73bff6bf849f06bdbcae90da56,"[5794220, 5794221, 5794224, 5794227, 5794279, 5794303, 5794304]"
u_f0aeaf7902dadee931d7a4cd98a219579002efe7cdba933dd5905319a54b62fb,"[5894352, 6008958, 6067624, 6067628]"
u_f0b5453c9cf1f13320c861787958b827bf9856699017898379a7a0ee0f25ae4a,"[5797458, 5887262, 6005089, 6005091, 6005095, 6044084]"
u_f0ba485ab1843ec6235992ac5e3817180dff5ec2373d5a642396a5f101e5e247,"[5800953, 5800967, 5800971, 5806153, 5806221, 5806224]"
u_f0bdccdb7c7f062723cc39a522b3c70620e66464b6679efde65bb373f11c6497,"[5874473, 5874553, 5874555, 5874556, 5874557, 5874559, 5874560, 5874562, 5874563, 5874564, 5874565]"
u_f0bdf33c7fdead559a25eae6c6fa88935912e5c8944c8494c1e6392b1851dc08,"[5804270, 5804289, 5804448, 5976975, 6145507, 6145513]"
u_f0c058e2e46db740a267607b81e6a9b7e6147766fe3cdb59ee99a7105b85278c,[5807211]
u_f0c3a1fd3373ef75ca763996a9ac7b3737066bd532f64387bb3472dd7fd6474a,"[5806050, 5928053, 5928094]"
u_f0c6927a777ef9b5090631f01e1592050fe8dc013c08e54e8fe6e65145127d1b,"[5791712, 5791720, 5791728, 5892732, 5892733]"
u_f0c9ce7bc21934cc5a2a11859cb97d138fcd7a3e13f014aaaf7605a0b355a1b6,"[6018429, 6018893, 6018894]"
u_f0caab53f3f9edb45950032393e1b9dbe4abd4525175f1356043b710255fc6a0,"[5771655, 5771656, 5771657, 5771658, 5779169, 5779172, 5779174, 5779175, 5779176, 5779179, 5779181, 5779182, 5779183]"
u_f0d306cb73d0d85bf9756bab234585f42523f717c8aae94c197fedc65c958c62,"[5776852, 5776857, 5803897, 5803957, 6145454]"
u_f0de9aebbca716ff3f656e3d73a0c500621be7b78016c2be7fbb194c65fdb385,"[5735717, 5735718, 5999365, 6006485, 6107427]"
u_f0debb28c6ab65fab274f4a976321f9c86de943dd7e9700d42d3a3e40dc043c7,"[5870156, 6008733, 6008747, 6008754, 6008789, 6008796, 6008803, 6008817, 6008824, 6008831, 6008838]"
u_f0e0c5bd08952444cd29c3dfd55591dceccc7ab58bb2f33af661a83da1cb400d,"[5892706, 5892730, 5892732, 5892733, 5892735]"
u_f0e28c7783c70f5b0f13f5d9034b45ab6ab2bdab1c0e33b4942f6fc2a086b0bf,"[5836497, 5846588, 5846747, 5846748, 5866381, 5866559]"
u_f0ed9a727c866a03619daa11980f02b1d06b8d6b5532660f0a063810056568a6,"[5778897, 5778953, 5778966, 5867910, 5879966]"
u_f0eddb920125b92f9700cf8233aa462ee384a87b138bdc94b255bc75da9f1244,"[5829221, 5937508, 5937512, 5937513, 5937520, 5937529, 5937530, 5937669, 6081046]"
u_f0ee57165a49f9d6596d4865bcbafa532df286a9a848b83ad032994ccb8e411a,"[5909271, 5909273, 5909274, 5909275, 5909276, 5909277, 5909279, 5909311, 5909438, 5909439, 5909453, 5909455]"
u_f0f1fc019b3f7d87b84057c86a6f6cfc4cd688cab72173d54d87e230ed81ca75,"[6024560, 6024614]"
u_f0f416f9a37cb4d66b827c18b7de6d8644e22a3a75a8dd372c90f0ac92a933b8,"[5880151, 5880152, 5880155, 5887764, 5887765, 5887766, 5887776, 5887777, 5887779, 5887781, 5887782]"
u_f0f8a18d8cfb55eae656812bd67af22cdaee027e86b2c3fafe9eb029bdb18fd8,"[5824312, 5824316, 5824317, 5824319, 5824323, 5824331, 5824334, 5824341, 5824342]"
u_f103b91b9816da40b9c231b0feced49f8a07bdb619f9ecd63f26f8e305250f8e,"[5782237, 5782238, 5782246, 5782248, 5782249, 5782251, 5782253, 5782421, 5782422, 5881774, 5901570, 5901776]"
u_f1047f3dbb898dd4b59f45a76aacc80f8694db56050bbd95e379d542ef03e5b0,"[5837086, 5953894, 5953900, 6033813, 6033878, 6035259, 6040518, 6100940]"
u_f10553f8de618af3bf6d796764fb39718570d166fdce09dbed767c4d9e0a8197,"[5956098, 5956163, 5956243, 5956244, 5956245, 5956246, 5956247, 5956249, 5956250, 5956252, 5956253, 5956255]"
u_f10c27820b7f92bc460e70d1aed33f02369f211cee9c4a6351b7da6036f0a5ca,"[5805484, 5805485, 5805486, 5805520]"
u_f10e79719e009f8c4fe5f3e4a708b14495dd0a3cfcbd7d231f5871eb533499d0,"[6039192, 6039199, 6039207, 6039208, 6039210, 6039211]"
u_f1107c41dbf7a895c0eaa391b3aff3c7ac8594a64aad43d60781d9db79ba0f16,"[5870077, 5870079, 5870080, 5870083, 5870084, 5870085]"
u_f1117c029d68709271722c8f50c4fc0d31c8f13cc7aab1b6bbb889b3221eaf2d,"[6117611, 6117612, 6117613, 6117616, 6117618, 6117619, 6117620, 6117621, 6117623]"
u_f118574a51abbe26dae4a2adbe4109f604c92512335fed2f0ed20b625ece489a,"[5997661, 5997667, 5997669, 5997670, 5997671, 5997672, 5997674]"
u_f120d1f6a9a7055dde5896fc159431cf760cce567e0eb8155aa7e48c91c3098c,"[5974366, 5974368, 5974369, 5974371, 5974372, 5974373, 5974385, 5974389, 5974391, 5974393, 6019324, 6019667]"
u_f1262fcbf71aece59e4d53dd906718e7677a2d7c0524740f43784d0977992fbb,"[5884251, 5884255, 5884257, 5884259, 5884261, 5884262, 5884271]"
u_f12dadfdc4568a13ea2163ecb431af6a8aee7ded5ade7ad22439d2da229cb0d0,"[5914838, 5914842, 5916243]"
u_f12e89497ec82faedc97a49131096cecdfba5e613f0564f58101be113eb78e85,"[5777659, 5777660, 5777694, 5777696, 5777697, 5777699, 5777700, 5953914]"
u_f1309cb3ecb38d4fe8aef6d06269f4e78cb24627f073a3e44d1a812134d50934,"[5939510, 5959016, 5959023, 5959027, 5978354, 5978400, 6019301]"
u_f135dad6bc554e611367831bf8a00b743d2063cd44ae84520f8ba013c6083064,"[5728834, 5775125, 5775415, 5782238]"
u_f139fc8d0cec8bc8df10f87461ae6728ea5551886e40733f09ab79332e63a643,"[5853568, 5853570, 5853572, 5853575, 5853577, 5990880, 6019244, 6026774, 6026804]"
u_f144cf7fe32d74d4674afd2439768d6ea24b95390bb742561d0e70468109f57b,"[5780131, 5780135, 5780137, 5780139, 5780150, 5780151, 5780154, 5780158, 5780160, 6071697]"
u_f1479167bcd268ccc39671cfc7c022b42d8da6604744f49ca7db31ab7dc6deec,"[5896196, 5896198, 5896213]"
u_f14aea3b717eb95f0b0c1084cf5d2aadc7395b02078ab284605f1173c6e5676f,[5953831]
u_f14d68836e4dbdadb7006fbb3c6803b896f1e23a061d4a6493c29b31de2ab501,"[6077363, 6077386, 6077409, 6077432, 6077455, 6077478, 6077501, 6077524, 6077547, 6077570, 6077593, 6077616, 6077639, 6077662]"
u_f14eb596a8d0de390d5fa424249fd39441eb808892b6f08fc953b20e9696cd59,[5870052]
u_f152ab4ce6d94ac57f74c55ec113f3503ed58eecc82d4c71013a851feff952f3,"[5816171, 5816173, 5816224, 5816225, 5816228, 5893259, 5893261, 5893264, 5893273]"
u_f153a1a2cbc7938a91242151c540aef1e071fd24248ccd7e51a1a92d162de7ff,"[5775109, 5775112, 5775117, 5775118, 5775120, 5775121, 5775125, 5775293, 5775294, 5782512]"
u_f157c31a37ad9e24515503906f638c7a69f98db8051ed74fc6b72aa3166d89a7,[5844379]
u_f15e7daac28e11f38c804ccfb146a6d79a7716da0d0283ce969dd810e06f9d16,"[6012453, 6012458, 6012461, 6012464, 6012468]"
u_f1602963413372c5d4c30bcaa0306118dad3e7700df4ea41d300258e943e8cdb,"[5794303, 5794370, 5794380, 5794381, 5794383, 5794385, 5794395, 5794415]"
u_f164543746f7023f91e4492d9dd2450e821e21e18548dcd6980cd916139de389,"[5922663, 5922664, 5922665, 6043155, 6090504]"
u_f16b149f86a3bd2427b9a86c076819e1bc6523ea0cd76d1db037d0283ddac1da,"[5880151, 5880152, 5880155, 5887764, 5887765, 5887766, 5887776, 5887777, 5887779, 5887781, 5887782]"
u_f16ca4c0864600e19476ca9c1b51520e4e75da37cfcb55501087d0ab68a6262e,"[5849323, 6020825, 6040654, 6140076]"
u_f16e62ea05b4abbc3cefd52e872a54a38e79f9bc3f61b17dbbc2b3c28be9dc59,"[5846371, 5846373, 5846374, 5846376, 5846377, 5846378, 5846379, 5846416, 5846555]"
u_f16f6f22dfd5c25c0d2978bec22a68adf5aaf370a2e70e695e2b7d58f6dde6d2,"[5796209, 5796213, 5796215, 5796216]"
u_f171a0a6f1b3bc70ee9e0e4ab3fd31e45bcbb90566cdbc2bf5cfc55422b172ad,"[5957774, 6026825, 6081223]"
u_f179663866bd70086eb2721911b4a9243cdcea14d9c2e8aca9f95405cf58c08e,"[5865683, 5865684, 5865707, 5865708, 5865709, 5865710, 5865712, 5865713, 5865714]"
u_f17ce62c94d5796d2238dcc393a37d089d437f8b929c0125282c097ba20775e5,"[6043938, 6043939, 6043941, 6043942, 6043943, 6043945, 6043946]"
u_f1890772d2ec5dc6ed3e91a87164f7fd982530a0f7306613f1a26e148eaa6c2d,"[5884214, 5884222, 5884224, 5884234, 5884235]"
u_f1893075fdce752d53d8832bcbdf9472a218923faedc25756937ef35a848b227,"[6051938, 6051939, 6051940, 6051941, 6051942, 6051943, 6051946, 6051947, 6051948, 6051949, 6051951, 6051952]"
u_f18a1c730a3d61f50551ab8d9b59cdc67a0e2d173f6ccda146313d738bd88a48,"[5848896, 5848898]"
u_f18e11760a3db3450109f4bf9e3b4c5e6adfe6607eda6a5a152457a9c754b38c,[5928998]
u_f18e42820336bf672432e21a091899a78e1100db9cc489c684e99271ad67829c,"[5928269, 5928270, 5928271, 5928272, 5928274, 5928275, 5928280, 5928281]"
u_f1911c28ad8e2df484981fb84166c335f352a7998ee10c3e1b271c2314788dd3,"[5823357, 5823373, 5823401, 5823418, 5823500, 6092395, 6092469, 6092822, 6092892]"
u_f192793f1e421913256143bfbfe60f10b7fbdfadc2197bcca5edcb34c380cd73,"[5873253, 5873255, 5873258, 5873259, 5873260, 5873261]"
u_f19c05e566c6e815fb80bf8513960fe860cc0d9fe1e47ce450ca9a25a11c3767,"[5782237, 5782238, 5782240, 5782246, 5782247, 5782248, 5782249, 5782251, 5782253, 5782421, 5782422, 5881774]"
u_f1a9099a0a668f8980d1a2ff1be1319869d557167c6d233ba7b09fe347cbc66b,[5922326]
u_f1b4dd15c45de5d72c0c326f48af7cbe3b9ec9cf11de0e36dda9db35a684ec36,"[5807254, 5807255, 5807265, 5807267, 5807268, 5807270, 5807271, 5807273]"
